,Name,Team,Team games,Played,Threat per fixture,Threat per game,Threat GW29,Threat GW28,Threat GW27,Threat GW26,Threat GW25,Threat GW24*,Threat GW24,Threat GW23,Threat GW22,Threat GW21,Threat GW20,Threat GW19,Threat GW18,Threat GW17,Threat GW16,Threat GW15,Threat GW14,Threat GW13,Threat GW12,Threat GW11,Threat GW10,Threat GW9,Threat GW8,Threat GW7,Threat GW6,Threat GW5,Threat GW4,Threat GW3,Threat GW2,Threat GW1,Threat GW29 6 - average,Threat GW28 6 - average,Threat GW27 6 - average,Threat GW26 6 - average,Threat GW25 6 - average,Threat GW24* 6 - average,Threat GW24 6 - average,Threat GW23 6 - average,Threat GW22 6 - average,Threat GW21 6 - average,Threat GW20 6 - average,Threat GW19 6 - average,Threat GW18 6 - average,Threat GW17 6 - average,Threat GW16 6 - average,Threat GW15 6 - average,Threat GW14 6 - average,Threat GW13 6 - average,Threat GW12 6 - average,Threat GW11 6 - average,Threat GW10 6 - average,Threat GW9 6 - average,Threat GW8 6 - average,Threat GW7 6 - average,Threat GW6 6 - average
246,Jamal Lewis,Norwich,29,19,3.793103448275862,5.7894736842105265,17.0,17.0,2.0,18.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.0,2.0,11.0,2.0,4.0,0.0,8.0,2.0,4.0,0.0,9.0,6.166666666666667,3.3333333333333335,3.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0,0.0,2.1666666666666665,2.5,2.6666666666666665,3.0,4.833333333333333,5.166666666666667,3.6666666666666665,3.3333333333333335,4.5,4.5,3.3333333333333335,3.0
247,Alireza Jahanbakhsh,Brighton,29,8,3.6551724137931036,13.25,0.0,21.0,0.0,2.0,0.0,,11.0,0.0,4.0,22.0,44.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,5.666666666666667,2.8333333333333335,6.5,13.5,13.5,13.5,11.666666666666666,11.666666666666666,11.333333333333334,7.666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Edward Nketiah,Arsenal,28,5,3.607142857142857,20.2,23.0,,43.0,27.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.833333333333332,13.0,13.0,5.833333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Oliver Norwood,Sheffield Utd,28,28,3.5714285714285716,3.5714285714285716,0.0,,0.0,16.0,7.0,,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,7.0,0.0,8.0,9.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,7.0,8.0,8.0,0.0,4.0,4.0,4.0,4.0,1.3333333333333333,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.0,3.1666666666666665,4.333333333333333,4.333333333333333,2.6666666666666665,4.166666666666667,4.166666666666667,4.0,3.0,3.3333333333333335,3.1666666666666665,1.6666666666666667,1.6666666666666667,2.8333333333333335,4.0,5.0,3.8333333333333335
250,Mario Vrancic,Norwich,29,12,3.5517241379310347,8.583333333333334,35.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,7.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,5.833333333333333,0.0,1.3333333333333333,2.5,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,5.333333333333333,4.166666666666667,3.0,3.0,4.333333333333333,4.333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,3.3333333333333335,3.3333333333333335
251,Daniel Ceballos Fernandez,Arsenal,28,14,3.5357142857142856,7.071428571428571,2.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,19.0,2.0,10.0,4.0,2.0,17.0,0.0,20.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.6666666666666665,6.833333333333333,7.166666666666667,8.833333333333334,9.5,6.5,9.0,5.833333333333333,8.833333333333334,7.166666666666667
252,Dan Burn,Brighton,29,25,3.5172413793103448,4.08,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,0.0,2.0,0.0,2.0,17.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.5,5.833333333333333,6.5,6.166666666666667,5.5,5.5,5.0,0.6666666666666666,1.3333333333333333,6.166666666666667,6.166666666666667,6.5,6.5,6.833333333333333,8.333333333333334,3.6666666666666665
253,Etienne Capoue,Watford,29,24,3.4827586206896552,4.208333333333333,8.0,2.0,0.0,2.0,5.0,,0.0,13.0,8.0,1.0,14.0,0.0,0.0,6.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,10.0,1.0,2.8333333333333335,3.6666666666666665,4.666666666666667,4.833333333333333,6.833333333333333,6.0,6.0,6.0,4.833333333333333,3.6666666666666665,3.5,1.1666666666666667,4.5,4.666666666666667,3.6666666666666665,3.5,3.5,3.5,1.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.5,3.1666666666666665,2.0
254,James Milner,Liverpool,29,18,3.4482758620689653,5.555555555555555,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,3.1666666666666665,3.6666666666666665,5.666666666666667,7.0,6.666666666666667,6.666666666666667,3.8333333333333335,3.8333333333333335,3.3333333333333335,1.3333333333333333,0.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.8333333333333335,2.8333333333333335
255,Christian Kabasele,Watford,29,19,3.3793103448275863,5.157894736842105,20.0,0.0,34.0,0.0,7.0,,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.166666666666666,6.833333333333333,6.833333333333333,1.1666666666666667,4.0,2.8333333333333335,2.8333333333333335,3.1666666666666665,3.1666666666666665,4.5,4.5,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333
256,Scott Dann,Crystal Palace,29,9,3.310344827586207,10.666666666666666,2.0,4.0,19.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,4.5,4.166666666666667,3.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,11.5
257,Shane Duffy,Brighton,29,15,3.310344827586207,6.4,0.0,0.0,36.0,4.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,2.0,6.666666666666667,6.666666666666667,6.666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.8333333333333333,3.0,6.5,6.5,6.5,6.5,4.666666666666667,3.5,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.8333333333333333,2.1666666666666665
258,Jack Stephens,Southampton,29,21,3.2758620689655173,4.523809523809524,0.0,0.0,4.0,8.0,0.0,,0.0,6.0,36.0,0.0,2.0,2.0,21.0,8.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,9.0,8.333333333333334,7.333333333333333,7.666666666666667,7.666666666666667,11.166666666666666,11.5,5.5,6.166666666666667,5.833333333333333,5.5,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
259,Chris Basham,Sheffield Utd,28,28,3.25,3.25,12.0,,2.0,6.0,0.0,,10.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,8.0,3.0,4.0,6.0,2.0,6.0,4.0,4.0,3.6666666666666665,3.0,4.0,4.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.6666666666666665,2.6666666666666665,2.0,2.0,2.3333333333333335,2.0,1.0,1.6666666666666667,1.3333333333333333,2.0,3.0,3.5,4.166666666666667,4.166666666666667,4.5
260,Max Meyer,Crystal Palace,29,13,3.2413793103448274,7.230769230769231,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,21.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.6666666666666666,4.166666666666667,4.166666666666667,5.0,5.0,6.0,6.166666666666667,5.5,2.0,2.0,1.1666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,9.5
261,Adam Smith,Bournemouth,29,18,3.206896551724138,5.166666666666667,0.0,0.0,4.0,3.0,4.0,,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,33.0,4.0,4.0,2.1666666666666665,2.8333333333333335,3.3333333333333335,2.6666666666666665,2.1666666666666665,1.5,1.5,1.1666666666666667,0.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,4.0,9.166666666666666,9.833333333333334,10.5
262,Ben Godfrey,Norwich,29,21,3.1724137931034484,4.380952380952381,17.0,17.0,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,8.5,5.666666666666667,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.166666666666667,4.166666666666667,4.166666666666667,4.5,4.5,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.1666666666666667,1.0,2.1666666666666665
263,Johann Berg Gudmundsson,Burnley,29,7,3.1724137931034484,13.142857142857142,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,20.0,4.0,22.0,0.0,0.0,0.0,1.6666666666666667,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,5.5,5.5,8.833333333333334,4.0,7.666666666666667
264,Keinan Davis,Aston Villa,28,8,3.107142857142857,10.875,0.0,,0.0,0.0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,7.0,7.0,7.0,7.0,7.666666666666667,3.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
265,Aaron Wan-Bissaka,Man Utd,29,26,3.103448275862069,3.4615384615384617,2.0,0.0,4.0,0.0,0.0,,4.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,10.0,2.0,5.0,2.0,1.6666666666666667,3.3333333333333335,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,4.833333333333333,4.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.166666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.3333333333333335,3.1666666666666665,3.5
266,Tom Trybull,Norwich,29,14,3.103448275862069,6.428571428571429,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,21.0,18.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,2.8333333333333335,3.3333333333333335,4.0,7.0,10.666666666666666,10.666666666666666,10.833333333333334,10.333333333333334,6.833333333333333,3.8333333333333335,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,1.3333333333333333
267,Granit Xhaka,Arsenal,28,22,3.0357142857142856,3.8636363636363638,1.0,,6.0,0.0,0.0,,0.0,2.0,18.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,4.0,4.0,4.0,3.0,9.0,0.0,0.0,5.0,1.5,4.333333333333333,4.333333333333333,3.3333333333333335,3.3333333333333335,4.0,4.0,4.0,3.6666666666666665,2.0,2.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.8333333333333335,3.5,4.166666666666667,4.833333333333333,5.333333333333333,6.166666666666667,4.0,3.3333333333333335,3.5
268,Odion Ighalo,Man Utd,29,4,3.0344827586206895,22.0,0.0,33.0,38.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Dale Stephens,Brighton,29,24,2.9655172413793105,3.5833333333333335,0.0,0.0,0.0,0.0,1.0,,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,8.0,7.0,9.0,18.0,4.0,0.0,15.0,0.0,0.16666666666666666,1.5,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.16666666666666666,1.8333333333333333,3.1666666666666665,4.333333333333333,5.833333333333333,8.666666666666666,9.333333333333334,7.666666666666667,8.833333333333334,7.666666666666667
270,Robbie Brady,Burnley,29,14,2.9655172413793105,6.142857142857143,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,5.0,0.0,0.0,10.0,17.0,0.0,0.0,2.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,8.5,11.333333333333334,5.333333333333333,4.5,4.833333333333333,6.166666666666667,4.5,3.0,3.0,3.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0
271,Ondrej Duda,Norwich,29,7,2.9310344827586206,12.142857142857142,0.0,34.0,0.0,0.0,14.0,,2.0,35.0,,,,,,,,,,,,,,,,,,,,,,,8.333333333333334,14.166666666666666,,,,,,,,,,,,,,,,,,,,,,,
272,Bjorn Engels,Aston Villa,28,17,2.892857142857143,4.764705882352941,0.0,,0.0,43.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334,1.1666666666666667,0.0,0.0,1.3333333333333333,1.3333333333333333,2.0,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.8333333333333333,1.8333333333333333
273,Benjamin Mendy,Man City,28,14,2.892857142857143,5.785714285714286,0.0,,20.0,7.0,0.0,,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333333,5.5,5.5,2.1666666666666665,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,8.0,8.0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0
274,Joao Pedro Cavaco Cancelo,Man City,28,11,2.892857142857143,7.363636363636363,0.0,,0.0,0.0,2.0,,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,29.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.0,3.0,3.0,2.3333333333333335,0.0,0.0,0.0,1.0,1.0,1.0,2.5,7.333333333333333,10.166666666666666,9.166666666666666,9.166666666666666,9.166666666666666,7.666666666666667,2.8333333333333335,0.0,0.0
275,Hamza Choudhury,Leicester,29,16,2.8620689655172415,5.1875,0.0,4.0,0.0,0.0,9.0,,0.0,0.0,2.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,10.0,8.0,2.1666666666666665,2.1666666666666665,1.8333333333333333,3.0,6.0,4.5,4.5,4.5,4.5,4.166666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.8333333333333335,4.166666666666667,5.833333333333333,7.166666666666667
276,Bernardo Fernandes da Silva Junior,Brighton,29,10,2.8275862068965516,8.2,0.0,0.0,0.0,0.0,29.0,,22.0,4.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.5,9.166666666666666,9.833333333333334,9.833333333333334,9.833333333333334,8.5,8.5,4.833333333333333,4.166666666666667,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
277,Jefferson Lerma,Bournemouth,29,24,2.793103448275862,3.375,2.0,17.0,0.0,0.0,9.0,,1.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,5.0,0.0,0.0,9.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.833333333333333,4.5,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.0,1.0,1.1666666666666667,1.1666666666666667,0.5,2.1666666666666665,3.0,2.8333333333333335,2.5,4.0,5.5,3.8333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,1.8333333333333333,0.5,0.5,0.16666666666666666,1.6666666666666667
278,Florian Lejeune,Newcastle,29,6,2.793103448275862,13.5,0.0,0.0,0.0,0.0,0.0,,66.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,2.5,2.5,2.5,2.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Fikayo Tomori,Chelsea,29,15,2.7241379310344827,5.266666666666667,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,22.0,7.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,3.5,3.5,3.5,3.5,3.5,3.5,5.666666666666667,3.5,3.5,3.5,3.5,4.5,1.6666666666666667,1.0,4.666666666666667,5.833333333333333,5.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333
280,Yves Bissouma,Brighton,29,13,2.689655172413793,6.0,5.0,1.0,8.0,0.0,0.0,,0.0,0.0,0.0,2.0,19.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.5,1.3333333333333333,0.3333333333333333,3.5,3.5,3.5,5.833333333333333,9.5,9.5,9.166666666666666,6.0,6.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667
281,Phil Bardsley,Burnley,29,14,2.6551724137931036,5.5,4.0,25.0,0.0,1.0,0.0,,0.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.333333333333333,0.16666666666666666,3.5,4.5,4.5,4.5,4.5,4.5,4.5,1.1666666666666667,0.6666666666666666,0.8333333333333334,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.6666666666666665,2.5,0.0,0.0,0.0,0.0,0.0,0.0
282,Maya Yoshida,Southampton,29,8,2.6551724137931036,9.625,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,25.0,0.0,2.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,2.1666666666666665,6.333333333333333,6.333333333333333,6.666666666666667,6.333333333333333,6.0,10.666666666666666,6.5
283,Grant Hanley,Norwich,29,15,2.6206896551724137,5.066666666666666,0.0,0.0,0.0,4.0,0.0,,18.0,0.0,0.0,6.0,4.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.666666666666667,4.666666666666667,7.833333333333333,7.833333333333333,5.5,5.5,5.5,4.5,3.8333333333333335,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,3.5,3.5
284,Adam Lallana,Liverpool,29,15,2.5517241379310347,4.933333333333334,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,,0.0,0.0,4.0,2.0,0.0,0.0,14.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.0,1.0,1.0,3.3333333333333335,3.3333333333333335,8.5,8.166666666666666,8.166666666666666,8.166666666666666,5.833333333333333,5.833333333333333,0.0,0.0,0.0
285,Brandon Williams,Man Utd,29,12,2.5517241379310347,6.166666666666667,0.0,0.0,0.0,6.0,0.0,,6.0,2.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,2.3333333333333335,5.0,5.0,4.666666666666667,4.666666666666667,4.666666666666667,3.6666666666666665,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.5,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.0,3.1666666666666665,,,,,,
286,Jack Stacey,Bournemouth,29,12,2.5517241379310347,6.166666666666667,0.0,8.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333333,4.833333333333333,3.5,0.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,3.3333333333333335,3.3333333333333335,3.3333333333333335,4.0,2.6666666666666665,1.6666666666666667,1.0,1.0,1.0,2.8333333333333335,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,0.3333333333333333,0.0
287,Victor Lindelof,Man Utd,29,26,2.5172413793103448,2.8076923076923075,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,33.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.3333333333333333,2.0,2.0,2.0,7.5,6.5,6.166666666666667,5.833333333333333,6.166666666666667,6.166666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
288,Diego Rico,Bournemouth,29,21,2.5172413793103448,3.4761904761904763,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,1.0,1.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.1666666666666665,3.1666666666666665,3.1666666666666665,0.3333333333333333,2.1666666666666665,2.1666666666666665,2.1666666666666665,1.8333333333333333,5.666666666666667,6.166666666666667,4.333333333333333,4.333333333333333,5.666666666666667,5.666666666666667,1.8333333333333333,1.3333333333333333,1.3333333333333333,1.8333333333333333
289,Yan Valery,Southampton,29,9,2.5172413793103448,8.11111111111111,24.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,3.1666666666666665,0.3333333333333333,0.3333333333333333,3.6666666666666665,4.666666666666667
