,Name,Team,Team games,Played,Threat per fixture,Threat per game,Threat GW29,Threat GW28,Threat GW27,Threat GW26,Threat GW25,Threat GW24*,Threat GW24,Threat GW23,Threat GW22,Threat GW21,Threat GW20,Threat GW19,Threat GW18,Threat GW17,Threat GW16,Threat GW15,Threat GW14,Threat GW13,Threat GW12,Threat GW11,Threat GW10,Threat GW9,Threat GW8,Threat GW7,Threat GW6,Threat GW5,Threat GW4,Threat GW3,Threat GW2,Threat GW1,Threat GW29 6 - average,Threat GW28 6 - average,Threat GW27 6 - average,Threat GW26 6 - average,Threat GW25 6 - average,Threat GW24* 6 - average,Threat GW24 6 - average,Threat GW23 6 - average,Threat GW22 6 - average,Threat GW21 6 - average,Threat GW20 6 - average,Threat GW19 6 - average,Threat GW18 6 - average,Threat GW17 6 - average,Threat GW16 6 - average,Threat GW15 6 - average,Threat GW14 6 - average,Threat GW13 6 - average,Threat GW12 6 - average,Threat GW11 6 - average,Threat GW10 6 - average,Threat GW9 6 - average,Threat GW8 6 - average,Threat GW7 6 - average,Threat GW6 6 - average
105,Georginio Wijnaldum,Liverpool,29,28,10.310344827586206,10.678571428571429,2.0,0.0,27.0,6.0,19.0,12.0,0.0,2.0,25.0,6.0,24.0,4.0,,0.0,0.0,21.0,6.0,17.0,8.0,13.0,19.0,7.0,17.0,17.0,7.0,13.0,9.0,12.0,4.0,2.0,11.0,10.666666666666666,11.0,10.666666666666666,10.666666666666666,11.5,10.166666666666666,10.166666666666666,9.833333333333334,9.166666666666666,9.166666666666666,8.0,8.666666666666666,8.666666666666666,10.833333333333334,14.0,11.666666666666666,13.5,13.5,13.333333333333334,13.333333333333334,11.666666666666666,12.5,10.333333333333334,7.833333333333333
106,Nathan Ake,Bournemouth,29,23,10.206896551724139,12.869565217391305,19.0,20.0,0.0,15.0,17.0,,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,21.0,0.0,0.0,0.0,6.0,0.0,26.0,17.0,6.0,2.0,23.0,18.0,22.0,12.666666666666666,18.0,14.666666666666666,14.666666666666666,12.166666666666666,9.333333333333334,9.333333333333334,8.5,0.0,0.0,1.3333333333333333,4.666666666666667,8.166666666666666,8.166666666666666,8.166666666666666,8.166666666666666,7.833333333333333,4.5,5.333333333333333,8.166666666666666,9.166666666666666,9.5,12.333333333333334,15.333333333333334,14.666666666666666
107,Jonny Evans,Leicester,29,29,10.206896551724139,10.206896551724139,29.0,17.0,0.0,6.0,4.0,,4.0,10.0,33.0,24.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,2.0,2.0,43.0,9.0,6.0,2.0,2.0,0.0,6.0,2.0,18.0,0.0,11.0,10.0,6.833333333333333,9.5,13.5,12.5,11.833333333333334,11.833333333333334,11.166666666666666,9.5,14.666666666666666,11.0,11.0,11.333333333333334,11.666666666666666,18.833333333333332,9.666666666666666,10.333333333333334,10.666666666666666,10.666666666666666,10.333333333333334,4.166666666666667,3.0,5.0,4.666666666666667,6.166666666666667
108,James Tarkowski,Burnley,29,29,10.137931034482758,10.137931034482758,4.0,2.0,2.0,2.0,10.0,,2.0,2.0,0.0,28.0,6.0,0.0,6.0,7.0,4.0,4.0,11.0,90.0,4.0,0.0,4.0,0.0,6.0,7.0,0.0,2.0,8.0,21.0,26.0,36.0,3.6666666666666665,3.3333333333333335,3.0,7.333333333333333,8.0,6.333333333333333,6.333333333333333,7.0,7.833333333333333,8.5,4.5,5.333333333333333,20.333333333333332,20.0,18.833333333333332,18.833333333333332,18.166666666666668,17.333333333333332,3.5,2.8333333333333335,3.1666666666666665,3.8333333333333335,7.333333333333333,10.666666666666666,15.5
109,Alex Iwobi,Everton,29,18,10.10344827586207,16.27777777777778,0.0,0.0,10.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,3.0,0.0,3.0,27.0,2.0,27.0,28.0,58.0,6.0,2.0,58.0,21.0,21.0,0.0,0.0,2.0,2.0,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,3.5,4.166666666666667,4.666666666666667,4.666666666666667,5.166666666666667,9.666666666666666,6.5,10.333333333333334,14.5,24.166666666666668,24.666666666666668,20.5,29.833333333333332,28.833333333333332,27.666666666666668,18.0,17.0
110,Philip Billing,Bournemouth,29,27,10.03448275862069,10.777777777777779,2.0,23.0,18.0,4.0,30.0,,39.0,1.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,19.0,0.0,0.0,23.0,2.0,11.0,14.0,3.0,35.0,3.0,38.0,3.0,2.0,1.0,10.0,19.333333333333332,19.166666666666668,16.333333333333332,13.333333333333334,12.666666666666666,7.666666666666667,7.666666666666667,1.5,1.6666666666666667,0.6666666666666666,3.8333333333333335,3.8333333333333335,3.8333333333333335,7.333333333333333,7.333333333333333,9.166666666666666,8.333333333333334,8.833333333333334,14.666666666666666,11.333333333333334,17.333333333333332,16.0,14.0,13.666666666666666,9.5
111,Roberto Pereyra,Watford,29,23,9.89655172413793,12.478260869565217,23.0,0.0,4.0,6.0,17.0,,22.0,2.0,17.0,0.0,0.0,6.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,19.0,15.0,20.0,12.0,8.0,6.0,29.0,11.0,0.0,28.0,30.0,12.0,8.5,11.333333333333334,10.666666666666666,9.666666666666666,7.833333333333333,7.833333333333333,4.833333333333333,4.5,3.0,3.0,3.0,2.0,1.3333333333333333,4.5,5.666666666666667,9.0,11.0,12.333333333333334,13.333333333333334,15.0,14.333333333333334,11.0,13.666666666666666,17.333333333333332
112,Erik Lamela,Spurs,29,17,9.827586206896552,16.764705882352942,13.0,0.0,10.0,0.0,0.0,,25.0,94.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,3.0,19.0,9.0,20.0,9.0,39.0,8.0,21.5,23.0,21.333333333333332,22.5,22.5,22.5,18.333333333333332,2.6666666666666665,1.1666666666666667,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,4.666666666666667,4.666666666666667,5.166666666666667,8.333333333333334,9.833333333333334,11.5,10.0,16.5
113,Jeff Hendrick,Burnley,29,24,9.724137931034482,11.75,16.0,6.0,24.0,8.0,21.0,,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,8.0,2.0,19.0,24.0,6.0,4.0,36.0,35.0,36.0,21.0,7.0,0.0,0.0,0.0,0.0,12.833333333333334,10.166666666666666,9.333333333333334,5.333333333333333,4.333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1666666666666667,1.0,2.3333333333333335,2.3333333333333335,5.5,9.166666666666666,9.833333333333334,10.5,15.166666666666666,20.666666666666668,23.5,23.0,23.166666666666668,22.5,16.5,10.666666666666666,4.666666666666667
114,Mason Greenwood,Man Utd,29,22,9.689655172413794,12.772727272727273,0.0,6.0,43.0,0.0,15.0,,3.0,2.0,13.0,18.0,0.0,35.0,8.0,11.0,0.0,19.0,0.0,35.0,0.0,7.0,17.0,0.0,17.0,5.0,0.0,0.0,9.0,0.0,0.0,18.0,11.166666666666666,11.5,12.666666666666666,8.5,8.5,11.833333333333334,11.833333333333334,12.666666666666666,14.166666666666666,12.0,12.166666666666666,12.166666666666666,12.166666666666666,10.833333333333334,10.166666666666666,13.0,9.833333333333334,12.666666666666666,7.666666666666667,7.666666666666667,6.5,5.166666666666667,5.166666666666667,2.3333333333333335,4.5
115,Andre Gray,Watford,29,20,9.689655172413794,14.05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,20.0,0.0,0.0,4.0,0.0,2.0,19.0,0.0,6.0,2.0,38.0,20.0,2.0,0.0,11.0,50.0,39.0,6.0,4.0,41.0,0.0,17.0,0.0,0.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,4.0,4.0,4.0,4.333333333333333,4.166666666666667,4.166666666666667,5.166666666666667,4.833333333333333,11.166666666666666,14.166666666666666,11.333333333333334,11.333333333333334,12.166666666666666,20.166666666666668,20.333333333333332,18.0,18.333333333333332,25.166666666666668,23.333333333333332,17.833333333333332
116,Romain Saiss,Wolves,29,25,9.448275862068966,10.96,0.0,8.0,4.0,12.0,44.0,,0.0,0.0,0.0,0.0,5.0,8.0,33.0,37.0,19.0,10.0,0.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,66.0,0.0,0.0,0.0,11.333333333333334,11.333333333333334,10.0,9.333333333333334,8.166666666666666,2.1666666666666665,2.1666666666666665,7.666666666666667,13.833333333333334,17.0,18.666666666666668,17.833333333333332,17.666666666666668,12.5,6.333333333333333,3.5,1.8333333333333333,1.8333333333333333,0.6666666666666666,0.3333333333333333,3.1666666666666665,13.833333333333334,13.833333333333334,13.833333333333334,13.833333333333334
117,Gary Cahill,Crystal Palace,29,20,9.413793103448276,13.65,10.0,41.0,28.0,6.0,26.0,,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,36.0,22.0,7.0,17.0,24.0,18.0,0.0,0.0,18.5,18.5,12.333333333333334,7.666666666666667,6.666666666666667,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,4.0,4.0,10.0,13.666666666666666,14.833333333333334,17.0,17.666666666666668,20.666666666666668,14.666666666666666,11.0
118,Cheikhou Kouyate,Crystal Palace,29,27,9.206896551724139,9.88888888888889,8.0,33.0,6.0,2.0,0.0,,2.0,4.0,23.0,2.0,0.0,59.0,4.0,2.0,0.0,8.0,10.0,4.0,8.0,2.0,4.0,5.0,6.0,4.0,20.0,8.0,43.0,0.0,0.0,0.0,8.5,7.833333333333333,6.166666666666667,5.5,5.166666666666667,15.0,15.0,15.333333333333334,15.0,11.166666666666666,12.166666666666666,13.833333333333334,4.666666666666667,5.333333333333333,5.333333333333333,6.0,5.5,4.833333333333333,4.833333333333333,6.833333333333333,7.833333333333333,14.333333333333334,13.5,12.5,11.833333333333334
119,Sofiane Boufal,Southampton,29,19,9.206896551724139,14.052631578947368,11.0,4.0,0.0,6.0,12.0,,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,24.0,32.0,11.0,0.0,0.0,0.0,0.0,13.0,59.0,22.0,45.0,2.0,0.0,6.0,5.5,4.666666666666667,4.0,4.0,4.333333333333333,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.3333333333333333,2.3333333333333335,2.3333333333333335,5.0,10.333333333333334,12.166666666666666,12.166666666666666,11.166666666666666,11.166666666666666,7.166666666666667,4.0,12.0,15.666666666666666,23.166666666666668,23.5,23.5,22.333333333333332
120,Enda Stevens,Sheffield Utd,28,28,9.107142857142858,9.107142857142858,2.0,,21.0,8.0,23.0,,4.0,12.0,2.0,0.0,0.0,9.0,0.0,14.0,21.0,25.0,8.0,0.0,6.0,20.0,24.0,6.0,1.0,0.0,2.0,22.0,3.0,0.0,20.0,2.0,11.666666666666666,11.666666666666666,11.666666666666666,8.166666666666666,6.833333333333333,4.5,4.5,3.8333333333333335,4.166666666666667,7.333333333333333,11.5,12.833333333333334,11.333333333333334,12.333333333333334,13.333333333333334,13.833333333333334,10.666666666666666,9.5,9.5,8.833333333333334,9.166666666666666,5.666666666666667,4.666666666666667,7.833333333333333,8.166666666666666
121,Solomon March,Brighton,29,13,9.10344827586207,20.307692307692307,26.0,61.0,0.0,24.0,33.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,23.0,22.0,25.0,21.0,0.0,24.0,19.666666666666668,9.5,9.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.833333333333333,4.833333333333333,4.166666666666667,4.166666666666667,8.0,11.666666666666666,11.666666666666666,15.166666666666666,15.166666666666666
122,Stuart Armstrong,Southampton,29,21,9.10344827586207,12.571428571428571,0.0,19.0,45.0,31.0,0.0,,50.0,9.0,25.0,26.0,2.0,8.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,17.0,0.0,0.0,24.166666666666668,25.666666666666668,26.666666666666668,23.5,18.666666666666668,20.0,20.0,12.666666666666666,12.166666666666666,8.0,3.6666666666666665,3.3333333333333335,2.3333333333333335,1.3333333333333333,1.5,1.8333333333333333,1.8333333333333333,1.8333333333333333,2.6666666666666665,2.6666666666666665,1.5,1.5,4.333333333333333,4.333333333333333,3.1666666666666665
123,Ross Barkley,Chelsea,29,13,9.03448275862069,20.153846153846153,29.0,10.0,18.0,0.0,2.0,,26.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,51.0,0.0,2.0,29.0,51.0,0.0,18.0,14.166666666666666,10.333333333333334,11.0,8.0,8.0,7.666666666666667,7.666666666666667,3.3333333333333335,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,9.5,9.833333333333334,14.666666666666666,22.166666666666668,22.166666666666668,16.666666666666668
124,Jonathan Castro Otto,Wolves,29,26,9.03448275862069,10.076923076923077,0.0,0.0,0.0,12.0,0.0,,6.0,4.0,2.0,8.0,2.0,28.0,2.0,30.0,2.0,23.0,12.0,5.0,4.0,37.0,25.0,2.0,0.0,7.0,12.0,7.0,0.0,9.0,23.0,0.0,3.0,3.6666666666666665,4.0,5.333333333333333,3.6666666666666665,8.333333333333334,8.333333333333334,7.666666666666667,12.0,12.0,14.5,16.166666666666668,12.333333333333334,12.666666666666666,13.833333333333334,17.666666666666668,14.166666666666666,12.166666666666666,12.5,13.833333333333334,8.833333333333334,4.666666666666667,5.833333333333333,9.666666666666666,8.5
125,Onel Hernandez,Norwich,29,17,9.03448275862069,15.411764705882353,0.0,0.0,0.0,0.0,4.0,,2.0,0.0,10.0,0.0,13.0,17.0,0.0,2.0,9.0,22.0,8.0,58.0,24.0,6.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,2.6666666666666665,2.6666666666666665,4.833333333333333,7.0,7.0,6.666666666666667,7.0,6.833333333333333,10.5,9.666666666666666,16.5,20.5,21.166666666666668,30.166666666666668,26.833333333333332,25.5,15.833333333333334,11.833333333333334,10.833333333333334,0.3333333333333333,0.0,0.0,3.6666666666666665
126,Jesse Lingard,Man Utd,29,20,8.96551724137931,13.0,0.0,0.0,0.0,0.0,0.0,,47.0,0.0,0.0,8.0,2.0,2.0,21.0,8.0,53.0,32.0,17.0,12.0,18.0,2.0,1.0,0.0,0.0,2.0,18.0,0.0,13.0,0.0,2.0,2.0,7.833333333333333,7.833333333333333,7.833333333333333,9.166666666666666,9.5,9.833333333333334,9.833333333333334,5.5,6.833333333333333,15.666666666666666,19.666666666666668,22.166666666666668,23.833333333333332,23.333333333333332,22.333333333333332,13.666666666666666,8.333333333333334,5.5,3.8333333333333335,3.8333333333333335,3.5,5.5,5.5,5.833333333333333,5.833333333333333
127,Aaron Mooy,Brighton,29,22,8.793103448275861,11.590909090909092,4.0,17.0,0.0,18.0,32.0,,28.0,7.0,0.0,2.0,38.0,11.0,23.0,7.0,8.0,39.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,16.5,17.0,14.166666666666666,14.5,17.833333333333332,14.333333333333334,14.333333333333334,13.5,13.5,14.833333333333334,21.0,16.166666666666668,14.666666666666666,10.833333333333334,9.666666666666666,8.333333333333334,1.8333333333333333,0.5,0.16666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.5,1.5
128,Marco Stiepermann,Norwich,29,19,8.793103448275861,13.421052631578947,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,18.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,89.0,23.0,4.0,6.0,35.0,0.0,23.0,19.0,0.0,0.0,0.0,0.0,3.1666666666666665,6.166666666666667,6.166666666666667,6.166666666666667,7.666666666666667,7.666666666666667,7.833333333333333,4.666666666666667,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,1.5,16.333333333333332,20.166666666666668,20.166666666666668,21.0,26.166666666666668,26.166666666666668,15.166666666666666,14.5
129,Moussa Djenepo,Southampton,29,18,8.689655172413794,14.0,4.0,0.0,30.0,6.0,27.0,,0.0,17.0,0.0,12.0,25.0,0.0,0.0,5.0,17.0,5.0,8.0,28.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,31.0,0.0,0.0,11.166666666666666,13.333333333333334,13.333333333333334,10.333333333333334,13.5,9.0,9.0,9.0,7.0,9.833333333333334,8.666666666666666,5.833333333333333,10.5,11.0,10.5,7.666666666666667,6.833333333333333,5.5,0.8333333333333334,0.3333333333333333,5.333333333333333,5.333333333333333,10.5,10.5,10.5
130,Andriy Yarmolenko,West Ham,29,15,8.551724137931034,16.533333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,18.0,2.0,0.0,32.0,0.0,36.0,11.0,2.0,27.0,47.0,21.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,3.6666666666666665,4.0,4.0,9.333333333333334,9.333333333333334,8.666666666666666,14.666666666666666,13.5,13.5,18.0,20.5,24.0,23.833333333333332,24.166666666666668,23.833333333333332,19.333333333333332
131,Jack O'Connell,Sheffield Utd,28,28,8.428571428571429,8.428571428571429,24.0,,20.0,6.0,0.0,,4.0,9.0,0.0,2.0,0.0,8.0,0.0,6.0,0.0,37.0,6.0,4.0,4.0,2.0,4.0,6.0,2.0,18.0,2.0,6.0,0.0,11.0,55.0,0.0,10.5,6.5,6.5,3.5,2.5,3.8333333333333335,3.8333333333333335,3.1666666666666665,2.6666666666666665,2.6666666666666665,8.5,9.5,8.833333333333334,9.5,8.833333333333334,9.5,4.333333333333333,3.6666666666666665,6.0,5.666666666666667,6.333333333333333,5.666666666666667,6.5,15.333333333333334,12.333333333333334
132,Davy Propper,Brighton,29,26,8.379310344827585,9.346153846153847,7.0,2.0,0.0,18.0,6.0,,0.0,2.0,0.0,10.0,0.0,0.0,22.0,26.0,17.0,7.0,23.0,9.0,0.0,16.0,2.0,4.0,0.0,0.0,6.0,30.0,8.0,8.0,19.0,1.0,5.5,4.666666666666667,4.333333333333333,6.0,3.0,2.0,2.0,5.666666666666667,9.666666666666666,12.5,12.0,15.833333333333334,17.333333333333332,13.666666666666666,12.0,9.5,9.0,5.166666666666667,3.6666666666666665,4.666666666666667,7.0,8.0,8.666666666666666,11.833333333333334,12.0
133,Manuel Lanzini,West Ham,29,19,8.10344827586207,12.368421052631579,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,24.0,33.0,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,8.0,21.0,0.0,1.0,4.0,20.0,0.0,5.0,44.0,6.0,3.0,25.0,2.8333333333333335,3.1666666666666665,3.5,7.5,13.0,16.0,13.5,13.166666666666666,12.833333333333334,8.833333333333334,3.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,4.833333333333333,4.833333333333333,5.0,5.666666666666667,9.0,7.666666666666667,5.0,12.333333333333334,13.166666666666666,13.0,13.833333333333334
134,Ricardo Domingos Barbosa Pereira,Leicester,29,28,8.10344827586207,8.392857142857142,0.0,6.0,13.0,6.0,10.0,,41.0,12.0,0.0,0.0,0.0,4.0,0.0,5.0,26.0,4.0,23.0,0.0,10.0,4.0,4.0,16.0,0.0,9.0,24.0,4.0,2.0,0.0,3.0,9.0,12.666666666666666,14.666666666666666,13.666666666666666,11.5,10.5,9.5,9.5,2.6666666666666665,1.5,5.833333333333333,6.5,10.333333333333334,9.666666666666666,11.333333333333334,11.166666666666666,7.5,9.5,5.666666666666667,7.166666666666667,9.5,9.5,9.166666666666666,6.5,7.0,7.0
135,Gabriel Teodoro Martinelli Silva,Arsenal,28,14,8.071428571428571,16.142857142857142,0.0,,0.0,0.0,22.0,,27.0,47.0,2.0,0.0,0.0,0.0,5.0,27.0,57.0,19.0,0.0,2.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.333333333333332,16.333333333333332,16.333333333333332,16.333333333333332,12.666666666666666,12.666666666666666,9.0,5.666666666666667,14.833333333333334,18.0,18.0,18.333333333333332,17.5,13.666666666666666,4.166666666666667,1.0,3.3333333333333335,3.0,3.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.0,0.0
136,Jeffrey Schlupp,Crystal Palace,29,14,8.03448275862069,16.642857142857142,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,9.0,2.0,17.0,0.0,0.0,36.0,16.0,41.0,20.0,37.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8333333333333335,6.666666666666667,8.166666666666666,8.5,11.333333333333334,11.333333333333334,7.5,10.666666666666666,11.833333333333334,18.333333333333332,18.833333333333332,25.0,25.666666666666668,21.5,18.833333333333332
137,Marcos Alonso,Chelsea,29,11,7.931034482758621,20.90909090909091,3.0,99.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,8.0,15.0,3.0,24.0,0.0,2.0,0.0,0.0,19.166666666666668,18.666666666666668,2.1666666666666665,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,7.0,8.333333333333334,10.833333333333334,11.333333333333334,15.333333333333334,15.333333333333334,8.666666666666666,7.333333333333333,4.833333333333333
138,Ruben Diogo da Silva Neves,Wolves,29,29,7.896551724137931,7.896551724137931,10.0,0.0,22.0,8.0,1.0,,0.0,0.0,3.0,17.0,8.0,15.0,1.0,16.0,1.0,0.0,16.0,19.0,15.0,17.0,3.0,0.0,0.0,0.0,1.0,9.0,8.0,32.0,7.0,0.0,6.833333333333333,5.166666666666667,5.666666666666667,4.833333333333333,4.833333333333333,7.166666666666667,7.166666666666667,7.333333333333333,10.0,9.666666666666666,6.833333333333333,8.166666666666666,8.833333333333334,11.166666666666666,11.333333333333334,11.666666666666666,11.666666666666666,9.0,5.833333333333333,3.5,2.1666666666666665,3.0,8.333333333333334,9.5,9.5
139,Cenk Tosun,Crystal Palace,29,10,7.896551724137931,22.9,0.0,2.0,0.0,0.0,0.0,,10.0,50.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,72.0,39.0,21.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,10.333333333333334,10.666666666666666,10.666666666666666,10.666666666666666,10.666666666666666,10.666666666666666,10.833333333333334,2.5,1.8333333333333333,1.8333333333333333,1.8333333333333333,13.833333333333334,18.5,22.0,22.0,22.0,22.0,10.0,6.833333333333333,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335
140,Lucas Digne,Everton,29,26,7.896551724137931,8.807692307692308,0.0,0.0,0.0,9.0,20.0,,17.0,4.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,11.0,6.0,8.0,2.0,3.0,2.0,3.0,25.0,14.0,12.0,12.0,28.0,22.0,7.666666666666667,8.333333333333334,9.333333333333334,9.333333333333334,7.833333333333333,7.833333333333333,7.833333333333333,5.0,4.333333333333333,3.3333333333333335,4.166666666666667,4.166666666666667,2.6666666666666665,3.6666666666666665,5.0,5.333333333333333,5.0,5.333333333333333,4.0,7.166666666666667,8.166666666666666,9.833333333333334,11.333333333333334,15.666666666666666,18.833333333333332
141,Billy Sharp,Sheffield Utd,28,18,7.857142857142857,12.222222222222221,31.0,,14.0,59.0,18.0,,12.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,35.0,22.333333333333332,17.166666666666668,17.166666666666668,15.5,6.333333333333333,3.3333333333333335,3.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,5.166666666666667,5.166666666666667,3.1666666666666665,3.5,3.5,3.5,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,7.166666666666667
142,Jordan Henderson,Liverpool,29,25,7.758620689655173,9.0,0.0,0.0,0.0,4.0,27.0,12.0,19.0,19.0,6.0,10.0,2.0,20.0,,5.0,7.0,0.0,0.0,2.0,4.0,0.0,19.0,0.0,0.0,2.0,2.0,0.0,4.0,20.0,0.0,41.0,7.166666666666667,10.333333333333334,13.5,14.5,15.5,11.333333333333334,12.666666666666666,10.333333333333334,8.333333333333334,7.333333333333333,5.666666666666667,5.666666666666667,3.0,3.0,2.1666666666666665,4.166666666666667,4.166666666666667,4.166666666666667,4.166666666666667,3.8333333333333335,3.8333333333333335,1.3333333333333333,4.666666666666667,4.666666666666667,11.166666666666666
143,Christian Eriksen,Spurs,29,20,7.758620689655173,11.25,0.0,0.0,0.0,0.0,0.0,,4.0,10.0,7.0,8.0,32.0,20.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,16.0,3.0,0.0,7.0,54.0,16.0,2.0,18.0,0.6666666666666666,2.3333333333333335,3.5,4.833333333333333,10.166666666666666,13.5,13.5,15.833333333333334,14.166666666666666,13.0,12.0,6.666666666666667,3.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,4.0,4.5,4.5,5.0,13.333333333333334,16.0,13.666666666666666,16.166666666666668
144,Emerson Palmieri dos Santos,Chelsea,29,14,7.758620689655173,16.071428571428573,0.0,0.0,0.0,0.0,0.0,,28.0,10.0,0.0,0.0,0.0,6.0,0.0,67.0,0.0,0.0,14.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,47.0,4.666666666666667,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,7.333333333333333,7.333333333333333,2.6666666666666665,12.166666666666666,12.166666666666666,12.166666666666666,14.5,16.666666666666668,17.833333333333332,6.666666666666667,6.666666666666667,6.666666666666667,4.333333333333333,1.1666666666666667,0.0,0.0,0.0,4.166666666666667,4.5,12.333333333333334
145,Frederico Rodrigues de Paula Santos,Man Utd,29,25,7.724137931034483,8.96,2.0,12.0,1.0,18.0,8.0,,24.0,11.0,3.0,22.0,19.0,8.0,0.0,10.0,0.0,1.0,21.0,0.0,8.0,24.0,18.0,8.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,10.833333333333334,12.333333333333334,10.833333333333334,14.333333333333334,14.5,14.5,14.5,10.5,10.333333333333334,9.833333333333334,6.333333333333333,6.666666666666667,5.333333333333333,6.666666666666667,9.0,12.0,13.166666666666666,9.833333333333334,10.0,9.0,5.333333333333333,2.3333333333333335,1.0,0.8333333333333334,0.6666666666666666
