,Name,Team,Team games,Played,Creativity per fixture adj,Creativity per game adj,Creativity GW29adj,Creativity GW28adj,Creativity GW27adj,Creativity GW26adj,Creativity GW25adj,Creativity GW24adj*,Creativity GW24adj,Creativity GW23adj,Creativity GW22adj,Creativity GW21adj,Creativity GW20adj,Creativity GW19adj,Creativity GW18adj,Creativity GW17adj,Creativity GW16adj,Creativity GW15adj,Creativity GW14adj,Creativity GW13adj,Creativity GW12adj,Creativity GW11adj,Creativity GW10adj,Creativity GW9adj,Creativity GW8adj,Creativity GW7adj,Creativity GW6adj,Creativity GW5adj,Creativity GW4adj,Creativity GW3adj,Creativity GW2adj,Creativity GW1adj,Creativity GW29adj 6 - average,Creativity GW28adj 6 - average,Creativity GW27adj 6 - average,Creativity GW26adj 6 - average,Creativity GW25adj 6 - average,Creativity GW24adj* 6 - average,Creativity GW24adj 6 - average,Creativity GW23adj 6 - average,Creativity GW22adj 6 - average,Creativity GW21adj 6 - average,Creativity GW20adj 6 - average,Creativity GW19adj 6 - average,Creativity GW18adj 6 - average,Creativity GW17adj 6 - average,Creativity GW16adj 6 - average,Creativity GW15adj 6 - average,Creativity GW14adj 6 - average,Creativity GW13adj 6 - average,Creativity GW12adj 6 - average,Creativity GW11adj 6 - average,Creativity GW10adj 6 - average,Creativity GW9adj 6 - average,Creativity GW8adj 6 - average,Creativity GW7adj 6 - average,Creativity GW6adj 6 - average
11,Willian Borges Da Silva,Chelsea,29,28,25.808276275484545,26.73000042818042,52.703054581580155,7.130951440329217,1.4067619217717446,23.981265911872697,2.060250800098473,,9.727392913100338,48.322345526755846,32.38804735639037,17.44531619144602,81.92428159840468,31.509670963035013,61.809601937846026,38.65299814814814,24.85558906030855,28.87262529596005,6.587137600356823,22.393203098185474,51.53457349386388,52.23039885271621,34.54072724110514,36.87974581939798,40.03356371595329,14.236982179226064,14.969515362686092,7.494253092293053,3.305638693320999,0.23220695754716975,1.211912235352043,0.0,16.168279594792107,15.438161418988052,19.647677404998245,22.32076978327729,31.977939064365955,36.88617575818871,36.88617575818871,45.56654392897966,43.954986032545044,42.6995763165314,44.60412783395041,32.0479371676091,30.52852585680084,28.816021116137154,31.078921233565165,32.6931109303646,34.02763101760426,39.60203537020366,38.242665217043765,32.14848886184746,24.692464568443608,19.486616477146246,13.378693333504444,6.90841808673757,4.535587723533227
12,Riyad Mahrez,Man City,28,23,25.253205127406773,30.74303232901694,32.175869339045285,,84.10670913343179,0.0,23.739107429898194,,48.28593662743888,1.739177435849758,27.914765688985064,52.47291023842916,39.19543022080613,1.9906609776403419,61.443950332348585,3.3019590622450687,25.427372399020804,11.546192108924664,7.573519230769229,23.838140042979933,0.0,0.0,0.0,0.0,5.737787523786869,68.69808643057502,50.009882820160804,14.551636006289304,66.47267031568225,11.020561316872424,0.8792262011073404,44.96819268510257,31.67446666094398,30.964282719267285,30.964282719267285,25.69198290343351,32.224554606901194,28.599813531524887,28.599813531524887,30.792815815676505,31.053279420075725,30.638713871748347,23.8175941834976,18.547275685158112,22.188522196048044,11.947863807323282,11.397537296949105,7.159641897112304,5.235276545624861,4.9293212611278,12.405978992393647,20.74095946242045,23.16623213013533,34.245010516082374,36.081770735561115,35.27201051511452,31.31702822420245
13,Andrew Robertson,Liverpool,29,28,24.912782683733035,25.802524922437787,0.0,18.246849137085697,70.87760057983941,42.80348250786162,4.5971556420233455,5.6210240856378215,24.005029436251185,22.41465055079559,9.583565592070011,78.2728019168508,19.321121253568027,46.295047390448055,,10.909491812120022,2.917207407407407,30.263981124357173,5.7148449592668005,21.32780750278914,46.836488170148485,16.48886894864069,28.135238435434893,40.00894614443084,20.481316777449525,20.06994920944892,23.556031876790826,27.742130225752504,4.892454283442654,44.44258413508228,17.526655885214005,19.11837283805031,23.691018658741317,27.691856898116516,28.38649046706816,18.170817969106594,24.082371203938123,26.536365472528903,33.31536935666394,31.132779752642083,27.883205895410722,31.32994181745858,19.23694899119458,19.5713966993981,19.661636829348172,19.661636829348172,20.59153301876828,24.794538190106195,26.418699026785138,28.87977766314893,28.670134614258888,24.79005856536595,26.66560211155125,22.791804752885877,23.530744417994452,23.038300935955203,22.87970487405543
14,Oliver Norwood,Sheffield Utd,28,28,24.1562457391814,24.1562457391814,13.468003537735845,,64.46746155804479,2.512039711934156,24.98923368352547,,8.673423735212683,21.775081383453966,35.83402854594111,17.620367041495086,58.97928139944624,41.803627917238664,15.239586558044802,17.104635838838888,1.0062301493710688,6.750310618729095,19.438218958135106,27.717041003671966,16.001916860153596,2.7397743987278864,4.303596565566457,14.011015480337184,41.51399539125318,30.250895628761477,0.9205773726040203,52.484193579766526,24.402356375358163,38.538809084194966,56.56903449237633,17.26014382716049,22.647540601651148,26.37521143635203,26.37521143635203,18.567362350260414,27.978569298179092,30.780968337131288,30.780968337131288,31.87532880760331,31.09692121683413,25.29228815073913,23.480612080278124,16.890435006726268,14.542670521131823,14.669725571483289,12.275581998131452,12.82514306749735,14.035260544432033,17.71455661661838,18.136865720799964,15.623309139541698,23.914045669714806,27.263838971346757,31.35180457198972,33.86097775551025,31.695852455243415
15,Dwight McNeil,Burnley,29,29,23.71507453935306,23.71507453935306,32.619292061082334,15.88792621237458,32.413415637860076,24.99703380350194,61.398590130394794,,2.169159730722154,24.238244707040863,22.14549104584527,21.141329896804866,13.979029375764991,49.8262502921926,3.889609876543209,27.00124247491638,30.772917038756916,0.47309584010251005,31.03058688174042,24.90839723475191,57.966810883140035,1.5347608218990352,37.09722385386819,20.844890448055143,2.646659946236558,20.662400093317377,27.09081171383647,6.316407586558043,30.09496317706683,35.597702188392,23.91689266707239,5.076026021400777,28.247569595989315,26.85072837031574,27.893655842560847,26.014974885718317,24.17864081442882,22.249917508061788,22.249917508061788,22.53665919903197,22.99715882701122,24.43506315916316,20.9903574830461,23.832283734042008,19.679308224468556,28.69217505890136,24.447761450065133,25.50181258591702,28.897111687242457,24.166457197991814,23.458791007752723,18.31279114620213,19.1097322736453,17.942688827511738,20.401490784234543,23.946529571040514,21.34880055905442
16,Mason Mount,Chelsea,29,29,23.37462893663392,23.37462893663392,15.30459881954184,16.69290905349794,4.396131005536702,21.089052937576497,43.26526680206795,,4.551348977689148,41.73667663043477,45.304126664678975,17.144534877800403,15.617373943051001,21.644941147859917,14.77100017860332,8.02232037037037,25.085733403459553,5.610320555139155,28.89557694023193,0.9461916802050201,30.939051227222006,13.902361247303391,23.19023330351818,15.970247073578593,22.41113375486381,27.67188085539714,26.196651884700657,52.459771646051365,21.250534457063566,23.375500393081754,27.995172636632198,62.42359669522642,17.549884599318347,21.955230901133834,26.72376716966401,28.84850114837462,27.936554649287043,24.333167040252373,24.333167040252373,26.036442240404735,20.41738286372733,17.047650653524094,15.125281599747218,17.33831543261071,13.888523854668223,16.583199029438006,17.563205842260174,17.247289158936614,18.973943578676522,17.893203047781835,22.34748457698052,21.557084686560298,27.983319753018293,27.66003661194252,28.894245498526377,29.82491864548778,35.616871285459325
17,Ryan Fraser,Bournemouth,29,28,22.849875071977422,23.66594203883376,46.31193815331009,42.88044126074498,1.4677362850327964,59.26537943025506,21.004492810094156,,27.872401731160885,23.452902712264144,52.90620808001568,14.843016726137371,10.82812729124236,14.992678985328961,18.59132627708209,18.76019305157593,41.78989705416534,12.44884901450353,15.210613279156991,19.672414367269262,25.766429556856185,29.283656364749074,35.81788904687193,5.882576257861634,14.278741890789487,0.0,0.09577407587548635,3.797381661991584,51.62746122599704,3.153972267350067,21.483422613581645,29.16045561608167,33.13373161176633,29.323892371592006,30.994853508137123,33.22406691498788,25.151191558485767,24.149222587691565,24.149222587691565,22.60237667867844,21.820258401897068,19.967539897588676,19.5685119456497,20.298926276968807,21.078882173958856,22.274732720587874,24.028643272783395,23.033308604901162,21.938929812127515,21.78361791406626,18.504882186188052,14.2264396060246,9.978727155565023,12.61365585208587,12.158888520333944,13.359668640799304,18.219744576812914
18,Adama Traore,Wolves,29,28,22.125089088953914,22.915270842130838,11.028648167006107,17.056988301482406,0.5418162342767293,30.176614660265873,36.6346976744186,,62.840778032942644,25.380130107003886,21.73270735785953,31.376856981761126,2.027121872030408,72.69906076241904,38.62375727201256,16.529452580818,3.4088548879837055,23.977180865298834,19.715773635164528,27.79450390946501,12.862686150806844,24.363103351159562,27.65980936454849,3.543640807392995,22.550901711552978,19.79155594234163,45.58475595016734,22.286545128939824,1.495938230481533,0.7827926853508247,19.160910954712357,0.0,26.37992384506539,28.771837501731685,29.55112401112788,34.690297469041944,29.99871533766937,36.009442519002775,36.009442519002775,31.97327239218109,30.498159471150114,27.44418405950414,26.21090470676042,29.159013333949446,21.67492052512377,17.381408671589487,18.68701713331308,22.72884287940721,19.32325286975624,19.79577421582098,18.46194955463375,23.91562785452717,23.569534817490545,19.208889628479383,18.74874827480569,18.18374981533225,14.885157158275314
19,Mohamed Salah,Liverpool,29,26,21.59312420026196,24.08463853106142,36.30302551440328,3.1859577858403605,13.43776070472792,19.11837283805031,31.12657465953307,25.2946083853702,21.663075344909604,39.4064017747858,35.34489328451509,47.45952695410863,45.082616258325395,19.269404542097483,,3.7652228378113346,41.73227263374484,0.0,12.733075610997957,0.0,5.2040542411276105,0.8210225202642667,13.45216087694231,0.0,45.68909127277203,15.701783793274748,21.581274713467046,34.41011998327758,37.574048896839585,14.814194711694093,11.301340953307392,30.728720715408798,21.411049981320858,18.971058286405242,25.007798951229486,28.658987714527342,33.382513400537064,35.70852033366912,34.70431969312367,31.721344275273953,32.108989418433794,26.218173871014613,20.43043198049617,12.916662604108604,10.572437553946957,10.572437553946957,10.081737501022445,5.368385541555358,5.368385541555358,10.861054818517703,13.478018784063494,16.2075555294534,21.80573843995562,25.8260531099385,28.295085561887515,22.563793841976743,25.068283328999076
20,Mesut Ozil,Arsenal,28,18,21.15066584493905,32.90103575879407,15.896958742194466,,20.82806305516596,39.18472993311036,27.20204581594116,,4.372676575931232,62.92519369786044,4.576782725920416,21.450579559363522,51.766848495702,41.16503786008229,0.0,21.762408644715464,27.490320918822473,35.291674134419544,55.187853577044,58.13486405642022,22.662758801083204,64.16954210275927,0.0,0.0,0.0,0.0,0.0,18.150304961757204,0.0,0.0,0.0,0.0,28.40161130336727,26.51491530065493,26.51491530065493,26.618668051354522,28.715687811786463,31.04285315247665,31.04285315247665,30.314073723154777,23.453609547630617,27.27253257978096,29.579381675623626,30.14954918918063,32.97785355523695,36.75498002208415,43.82283559842478,39.24111544528771,33.35916975621778,24.16119416004378,14.472050150640412,10.694923683793212,3.025050826959534,3.025050826959534,3.025050826959534,3.025050826959534,3.025050826959534
21,Raul Jimenez,Wolves,29,29,20.392014376537997,20.392014376537997,24.36328640529531,13.27631563672084,9.52048525943396,8.725768094534711,2.4101774785801706,,56.60347996515677,6.608411235408559,4.445326505016721,4.537576240439301,16.06104252454862,60.240870306386284,20.279407625786156,15.298535899267723,44.91667617107941,23.801523862622652,35.18144037891635,19.610116460905346,31.677785573529622,12.85086770171054,26.58963816889631,3.447866731517509,48.886570143926036,11.585301039419491,38.07883227965786,7.47586640401146,3.222020804114071,23.875176903200153,3.0127218482252136,14.785329271294925,19.149918806620295,16.1907729449725,14.718941423021816,13.888456586522707,15.111002324858356,24.749451129492712,24.749451129492712,18.695439072930938,20.143793183574136,26.88901812791791,30.09967606494847,33.286409040676425,26.514616733096275,28.414346391053524,28.006401691460653,24.951895357763473,21.55961916924595,23.843807463414226,22.506338226499917,23.573179344187952,22.677345794571448,18.782742900441068,22.18729459572151,14.54165321310471,15.074991251750616
22,John Fleck,Sheffield Utd,28,25,20.389566623475044,22.83631461829205,4.4893345125786155,,19.55078538696537,29.820342386831268,25.263840647080695,,9.461916802050201,19.900996510287847,35.48271454058875,12.786461038961034,4.415561174290093,17.184863208472247,0.0,5.815576185205222,14.629038325471692,15.723284489966554,40.98419659847763,40.37047276621786,22.596113368458646,16.438646392367318,38.02974107939338,41.765320030559245,10.812947636791526,51.45770905923344,19.10198048153342,37.54343774319066,0.0,0.0,14.18802645035329,23.094558641975304,18.081202707632333,23.24676604563402,23.24676604563402,22.119378654299965,17.88524845220977,16.538752212441697,16.538752212441697,14.961766078766663,12.614196024586223,9.138583322066715,9.6280538972343,15.722826467932222,19.587094727556494,23.3531136222996,25.123625323493286,29.023742449146898,33.36408170591235,28.335540212298,30.1834129278006,29.601057446646383,33.11852267178361,26.780232491884714,19.81934582012484,20.381858955718467,15.65466721950878
23,Sadio Mane,Liverpool,29,26,20.319479021876223,22.664034293631172,23.175592181069955,4.054855363796822,10.80290566458519,2.0124602987421376,0.0,0.0,19.90660977640342,30.729762851897178,9.31979773173781,18.653246912311353,18.150144207897238,43.99241414327916,,14.674714649931357,0.0,32.33528021271622,32.985684063136446,22.60930666604685,35.16679078095324,31.26727431339749,28.6627741560993,43.74472123623009,19.99655188330871,4.250106891412713,4.795838825214898,21.403423913043472,16.242948221029614,45.691974050526355,53.633482490272364,1.0062301493710688,6.674302251365684,6.129471850587929,10.575289765271322,10.328105109796757,13.101569545391627,16.126593580041167,23.458662603921027,22.58668008284235,17.465052940859486,21.300966687689222,23.689706212826735,24.432899955851678,22.96196272879735,22.96196272879735,25.72738933937504,30.50451836539159,32.406091869310565,30.241236506005947,27.18136987690026,22.119544550943868,20.475569484218198,18.405598495039914,18.73014063075596,24.336295731916568,23.795649608242964
24,Robert Snodgrass,West Ham,29,24,20.31905734850626,24.552194296111733,0.08924213681743429,0.9577407587548635,29.47123337028824,7.569533441640161,30.278652240325854,45.37634344314222,0.24238244707040862,28.88311506545114,16.882369040889387,36.627159670781886,17.93630108321024,21.78548577538118,,30.743478356031126,16.420553174407907,26.698276641294,59.66587714899712,59.52361381496695,13.698871993639433,60.34119126254179,43.09136153793445,0.0,0.0,0.0,0.0,0.0,12.539175707547166,0.0,5.514324083503054,24.91638091206553,18.95712423182813,18.982647616870292,23.63687666798634,21.538732613086527,26.381670317943485,24.324611791757548,20.392802180464038,25.476318165290824,23.39922451678362,25.035209116851053,28.87499536322026,35.80621415184638,34.45844518822276,34.45844518822276,39.391397339307865,43.83653206656229,39.386819293013296,29.442506434847104,19.521904132352613,17.238758800079374,7.1818935896557425,2.0898626179245277,2.0898626179245277,3.0089166318417035,7.161646783852625
25,Gerard Deulofeu,Watford,29,28,20.308609823178802,21.033917316863757,0.0,17.30850213810579,8.074094553243572,11.429689918533601,25.776166432912568,,12.246919260608644,13.89177397749598,15.720506584362136,28.454742209800184,49.80869956269884,17.118486090412315,17.35327784577723,5.925433164396578,41.465651496838966,19.754169436238303,2.6816741245136178,58.02450780162988,10.29450845125786,37.3793320200573,6.158548971193414,10.63863703339882,13.340613298045461,15.105603889153185,0.47309584010251005,82.10276587203956,0.8232086120401336,28.368605932203376,33.71614627162224,5.514324083503054,12.472562050567362,14.787857713483357,14.523191787859417,17.91996639728552,24.316468004646392,22.87352128089635,22.87352128089635,23.724581045091114,22.396857576241214,26.687715061654018,25.237619599393707,17.383115359696166,24.200785644899096,23.02432407914587,28.26664055508932,22.38212346748173,20.86286806700848,22.639357929263785,15.486207277184342,13.849305175325116,21.303210817322157,20.413987424129946,23.368982240597372,26.764904402860168,25.166357768585147
26,Raheem Sterling,Man City,28,24,19.947781992877683,23.272412325023964,18.19683996328029,,0.0,0.0,24.442488390784064,,10.625267228531783,12.357313359985122,0.0,0.0,30.931333487503633,2.1077586822074212,43.99241414327916,28.022030960674368,36.87571542227662,8.121474110514807,28.647659698996648,6.206379656160458,7.640690133037693,47.50394163424124,25.520116671547623,38.26190358869467,21.19468452664129,60.18274573398782,0.0,44.73854048742137,14.537763492871685,10.372293004115223,26.90432175388462,11.154219669937552,10.936984823763543,7.9041781632168275,7.9041781632168275,7.9041781632168275,13.0594004111341,9.336945459704658,9.336945459704658,14.898136612162554,17.508922878944098,23.654875449323537,25.00845446774267,24.62784216965817,25.31094566531701,19.252324996943432,22.499310109204576,20.60671031741641,25.63011523044639,24.387952701720494,33.38401371469172,32.110565359185436,31.649665168048795,29.819272971602803,25.17100454083956,26.122610745380126,17.95118973470507
27,Ashley Westwood,Burnley,29,26,19.658520097043425,21.926810877471514,26.376786033220217,12.677412625418057,18.313579835390943,20.59142631322957,39.17729806285365,,2.169159730722154,2.787398141309699,2.9621357449856727,35.30396837136347,44.94980997552018,22.439073457222996,10.372293004115223,21.897349080267556,0.0,0.0,0.0,9.268240831535593,14.755188224799282,22.195002655155278,4.513730659025787,38.66000030773017,45.338435600748,13.41003449764969,38.93336654874212,32.484381873727074,23.85766510928096,35.480604483824926,20.16872292074015,11.014018725680932,19.884277100139098,15.952712451487345,14.333499638081948,17.165231060744038,21.224961671125804,18.43525757018736,18.43525757018736,19.802446449086208,22.98743827224585,22.493748981414907,16.609754252854326,9.118119256934294,6.922980485986396,7.653463022767071,7.7030719519150255,8.455360395085991,14.898693779707685,22.455099713165684,23.145398657518033,27.17509504484184,28.889991581270476,32.113980656313004,31.584081352328795,27.389129238994155,26.98979327699936
