,Name,Team,Team games,Played,Creativity per fixture adj,Creativity per game adj,Creativity GW29adj,Creativity GW28adj,Creativity GW27adj,Creativity GW26adj,Creativity GW25adj,Creativity GW24adj*,Creativity GW24adj,Creativity GW23adj,Creativity GW22adj,Creativity GW21adj,Creativity GW20adj,Creativity GW19adj,Creativity GW18adj,Creativity GW17adj,Creativity GW16adj,Creativity GW15adj,Creativity GW14adj,Creativity GW13adj,Creativity GW12adj,Creativity GW11adj,Creativity GW10adj,Creativity GW9adj,Creativity GW8adj,Creativity GW7adj,Creativity GW6adj,Creativity GW5adj,Creativity GW4adj,Creativity GW3adj,Creativity GW2adj,Creativity GW1adj,Creativity GW29adj 6 - average,Creativity GW28adj 6 - average,Creativity GW27adj 6 - average,Creativity GW26adj 6 - average,Creativity GW25adj 6 - average,Creativity GW24adj* 6 - average,Creativity GW24adj 6 - average,Creativity GW23adj 6 - average,Creativity GW22adj 6 - average,Creativity GW21adj 6 - average,Creativity GW20adj 6 - average,Creativity GW19adj 6 - average,Creativity GW18adj 6 - average,Creativity GW17adj 6 - average,Creativity GW16adj 6 - average,Creativity GW15adj 6 - average,Creativity GW14adj 6 - average,Creativity GW13adj 6 - average,Creativity GW12adj 6 - average,Creativity GW11adj 6 - average,Creativity GW10adj 6 - average,Creativity GW9adj 6 - average,Creativity GW8adj 6 - average,Creativity GW7adj 6 - average,Creativity GW6adj 6 - average
64,Jorge Luiz Frello Filho,Chelsea,29,26,13.410322050322634,14.957666902282938,0.0,17.74634506172839,23.914952670119657,16.630224602203178,1.575485905957656,,26.68339890841285,19.263081521739128,2.2505289703836207,1.8046878818737266,3.3019590622450687,21.453392996108942,12.748779916056435,11.344695473251026,0.0,0.0,2.283541034790365,5.046355627760107,0.0,35.045535644243955,3.81611434108527,16.6288139632107,3.447866731517509,42.51042566191445,27.75597640164713,45.43390937202663,26.44510954656799,10.526715408805027,6.059561176760216,5.181881578947367,14.42506785807029,17.635581445026812,15.052945429802682,11.367901298428363,9.14652370843534,12.459508223460555,12.459508223460555,10.137071724734486,8.817340716653137,8.442252554922533,8.14147124127691,7.971734903367795,5.237228675309655,3.1124320226335827,7.062572051132405,7.69859110797995,10.470060101848398,10.664114384636257,16.908126056995314,21.534122123936502,23.26551774523362,27.0370169461474,26.02000052041312,26.455282927953572,20.23385891412573
65,Mateo Kovacic,Chelsea,29,25,13.378895165086007,15.51951839149977,0.0,17.66531152263374,16.529452580818,30.368236230110153,1.939059576563269,,14.54646830124179,0.0,0.0,11.329429480651728,4.283622567236846,0.0,13.45216087694231,4.699945267489711,37.28338359046282,31.335692856752843,16.248272747546828,35.95528384779076,15.19491865005578,23.556778780152964,15.949400964023054,2.4696258361204007,0.5746444552529182,21.255212830957223,6.705095422869812,5.035201296384395,5.6668091885502845,20.511614583333326,0.48476489414081725,34.94757343941247,13.508088035227823,13.508088035227823,10.563869448122201,9.697198931427822,5.349763320948939,5.02658672485506,5.02658672485506,4.84420215413848,5.627526365386765,11.841423630463902,15.175800859814089,17.169909223199085,23.16245653116421,23.452916160016454,26.595721745460327,23.04005797438704,18.229046804281634,15.616775422232648,13.166763586093722,11.751793048229395,8.6648634676013,6.951098171689171,9.958096296224658,9.943116369372643,12.225176470781852
66,Aaron Wan-Bissaka,Man Utd,29,26,13.092973770184345,14.603701512897924,17.189148857057866,18.296475280504904,1.255074279270445,21.15811246418338,38.408047098001894,,52.05571357582985,35.24073408299017,6.424392492138363,5.62225461949836,0.0,18.851477215719058,1.5447068052559323,4.372742519869097,17.189148857057866,2.2859881228790853,11.425896740344378,6.139043287596141,12.23177342158859,2.268939094650205,3.250897405660376,19.80342136522014,0.0,0.0,2.107884032114183,15.027711718365337,12.6421780155642,19.314023103384155,12.880747502378684,22.70970737822349,24.72709525914139,27.735692796796773,25.75701233206902,26.484875722107006,22.958523644743106,19.6990953310293,19.6990953310293,11.280594202600314,6.1359289420801355,7.930055002900052,7.374010586796839,9.278326710187569,7.159587722167082,8.94076549155586,8.590131587352712,6.267089678786463,9.186661885843305,7.282345762452574,6.259171881186551,4.571856982940817,6.698319086893338,8.263532521877309,8.181966144904647,10.328757395301094,14.113708625005009
67,Marcus Rashford,Man Utd,29,22,12.941800461240842,17.059646062544747,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.275818003144652,3.391201199062503,9.099964967203338,6.9149523411371225,37.65222837811335,18.756763966806915,18.766134990732898,3.4289821843186274,11.699570913765802,23.729763477054316,28.072922606924635,20.177351234567897,22.678879520440244,18.711894203357613,19.921648411371233,20.614933604827325,10.97856266726137,19.39059576563269,20.878748540856026,16.75102477686872,29.508621550903896,6.911650071633237,0.0,0.0,1.212636333857442,1.7778365337011923,3.2944973615684154,4.446989418424603,4.446989418424603,10.722360814776827,13.84848814257798,15.763540973842687,15.769837804718707,16.20310546247912,19.005573985131985,17.4090230232672,17.64578756789403,18.297911656178588,20.84506365935175,22.215409908952655,21.696271596914826,18.847211606970948,18.71608569548175,18.416063865551042,18.08925229446956,19.687081151058337,17.403200562192655
68,Patrick van Aanholt,Crystal Palace,29,22,12.849619454465195,16.938134735431394,15.543612227887818,29.677089613034614,68.32631479933109,7.019402466105655,13.222554773283996,,0.0,0.0,0.0,0.0,0.0,15.282159232827828,54.57873097826086,0.0,0.0,0.6482683127572014,1.7612835420393558,24.79325981944884,17.208598137535812,2.181442023633678,23.91689266707239,26.966462885843075,21.342325825156106,14.474233687106912,3.7471265461465264,1.1429940614395426,11.904826543831867,1.325597613219094,17.000427565650853,0.5753608578775127,22.298162313273863,19.70756027529256,14.761378673120126,3.373659539898275,2.203759128880666,2.547026538804638,2.547026538804638,11.643481701848115,11.643481701848115,11.643481701848115,11.75152642064098,12.045073677647538,13.630257108751044,7.401901635296869,7.7654753059024815,11.75162408374788,16.137989845928857,19.401496893114984,17.68165920439133,15.43808060582645,15.265005945460759,13.26299492492067,8.989517379483342,8.265867669565798,5.949388864694233
69,Joelinton Cassio Apolinario de Lira,Newcastle,29,29,12.772631856626473,12.772631856626473,1.628159289883268,2.446227141721327,13.455741214206022,14.100257617154618,2.1672649371069173,,3.3370929756895737,7.052704154727793,6.557471455756421,2.060250800098473,28.768042893875634,46.75744308445531,3.9360331442915575,27.789140329954275,2.7774482003891046,0.7083511485687856,18.608436377365397,17.583565642326377,10.372293004115223,12.471647190008916,15.456897002854422,7.334812320916904,14.822591493268051,1.575485905957656,23.86198421588594,38.04751821349381,13.612728721317904,21.365196686908373,9.52048525943396,2.2310534204358574,6.189123862626953,7.093214673434375,7.778422059106891,5.879173656755633,8.323804536209137,15.755500894100535,15.755500894100535,15.855324255534198,19.31139695140528,18.681393075510726,18.456076466922443,16.762808714170735,11.90049580714925,12.973205783786526,10.4202902604623,12.533531727539852,13.637941922931207,13.00696777558165,10.338954486186863,12.587236354815316,16.849881525396132,16.542520145140042,18.880917539471955,17.997233167166275,18.106494419579306
70,N'Golo Kante,Chelsea,29,18,12.649769903083218,20.3801848438563,0.0,0.0,0.0,0.12050887392900854,14.906520494830131,,12.226172743988498,13.418300376254178,0.0,48.425791496944996,3.391201199062503,22.12381152723735,15.913994240042863,13.613634567901231,50.51668332164561,39.20382534261873,20.90318331846565,47.62498123698601,33.41051389921903,0.0,0.0,0.0,2.202803745136186,0.0,5.457635809312637,0.0,0.0,0.0,22.299185130477593,1.084579865361077,4.542200352124606,6.7785837481669695,6.7785837481669695,14.8495489976578,15.394664385180052,16.597546223914588,16.597546223914588,17.21218313992365,17.24473883853149,25.664186058805758,24.127191699751382,27.045855386318568,31.296050337943345,34.212136947806044,31.94319785315584,23.523750632881573,16.98977974244512,13.87304981355687,5.93555294072587,1.2767399257414704,1.2767399257414704,1.2767399257414704,1.2767399257414704,4.6261368232983715,4.806900134191885
71,James McArthur,Crystal Palace,29,28,12.554610717803396,13.00298967201066,24.425676358109428,15.44010743380855,12.759733486622071,16.110104020570354,32.82026988368706,,1.2450629863813227,18.135340537262884,2.7665062413404633,2.554276533018867,1.3408370622568089,8.431536128456733,11.771883152173912,2.305990071283095,2.2205160325554023,26.984168518518512,7.045134168157423,32.589882404181175,1.1284326647564467,4.241692823732151,23.02447129889805,35.48218800768825,1.8443985280999102,19.27317747641509,27.04956975499524,0.0,15.120498081533578,0.9640709914320683,3.659814267605392,13.348371902758295,17.133492361529797,16.085103058055378,13.972836192644026,12.271926700376826,9.810382207324567,5.745593248119513,5.745593248119513,7.500063275751612,4.8618381980883125,4.7708398299574695,8.84248849420741,9.79320467852418,13.819595724478253,12.045687309908677,12.368304435316851,15.835630313040626,17.251966894568916,16.385177621226,14.16572679993165,18.485916314971448,17.77896751101609,16.461638641455348,10.70861913874598,11.01118842866356,10.023720833054094
72,Christian Eriksen,Spurs,29,20,12.428679579912362,18.021585390872925,0.0,0.0,0.0,0.0,0.0,,9.675289897798738,1.9308835065699153,77.49842849223947,18.9632670233463,24.92354677672955,1.9049483197556003,2.5389734957020056,16.39367863939105,0.0,13.979029375764991,0.0,0.08782850133809096,0.0,10.47156761337073,9.979676908457394,0.0,5.313803207739306,36.01105252918287,6.544326070901033,27.186089391967265,25.61249326660364,21.897349080267556,21.604710031347956,27.914765688985064,1.6125483162997896,1.9343622340614421,14.85076698276802,18.01131148665907,22.165235949447332,22.482727336073264,22.482727336073264,21.29334126905714,23.70380712452733,10.787402375820752,9.956696101223868,5.802771638435608,5.499918335366022,5.076756086082356,4.089737581745635,5.7530170664885345,3.4231788371943694,4.30881270515092,10.296016709791717,11.386737721608554,14.172491351374646,16.777960744399017,20.42751892444361,23.142670061711723,21.79328892167875
73,Ayoze Perez,Leicester,29,25,12.423540763445713,14.411307285597026,0.0,9.907496855345908,0.7884930668375167,20.023707480970504,32.160330945558734,,16.42392975022301,18.884873534088648,4.788703793774318,45.6057571070234,24.065009366636925,0.6237298067785871,18.45073776399789,0.0,0.0,13.709272896646398,4.833031206171107,21.65625458248472,6.514675987672703,5.309067962067682,14.940755836575871,5.773096054462332,16.06104252454862,17.8636268812709,10.902404893731022,3.374248470012239,0.0,29.16045561608167,14.24646239255014,4.2155173644148425,13.217326349822613,16.364805272170724,15.511673095242122,22.981217101939773,23.654767416217506,18.398667226420816,18.398667226420816,18.73646856204996,15.588989639701852,14.790872340739467,9.474791639009966,6.269461945598997,9.77488274155002,7.785539112162488,8.670383772507101,11.160509745269747,9.837813604905735,11.70914882463532,11.07704420776635,11.80833235877607,11.485862443433495,8.995736470670852,12.89362973094074,12.591199708940996,10.316514789464986
74,Lucas Rodrigues Moura da Silva,Spurs,29,27,12.387894332179895,13.305516134563591,20.84185524746571,4.449712773549,6.770595988538681,27.914765688985064,17.346847470425367,,20.743821540880496,22.591337026868008,49.742452090592316,2.585900048638132,11.068531643081757,7.820314154786147,1.5515949140401144,55.38721426022834,15.166608278672228,18.3173488372093,0.08103353909465018,12.559475691347009,0.7083511485687856,3.567237318840579,0.4677973550839404,14.095449597960382,11.429689918533601,0.0,2.060250800098473,0.09153565451840831,0.0,4.774609949832775,0.15769861336750335,26.95690608201009,16.344599784974054,16.636180081541102,24.184969967714988,23.48752064439823,20.679814970081015,19.092059417474477,19.092059417474477,15.893354979667746,21.35933451856113,15.596693883241118,18.218602014669646,16.387352330671796,17.177212586765272,17.036671959186716,8.40000913562209,5.950207315024044,5.246557441815891,7.138000171722383,5.044754223164548,5.27007083175283,4.690787221032468,4.612820995185144,3.0593477204972093,1.1806825029695267,5.673500183304541
75,Diogo Jota,Wolves,29,25,12.131190174208747,14.072180602082147,14.838544806517307,13.628006117163777,18.034740369496852,1.6966771294928602,39.76792839657281,,0.4677973550839404,0.0,0.0,11.392212688762502,1.4033920652518213,22.866298938287983,4.4119321933962246,22.596113368458646,5.815105397148675,16.248272747546828,11.805852476146425,33.709952263374475,5.473483468428444,43.10395208282076,4.527647366220735,10.726696498054471,0.0,0.0,16.476417813313496,6.770595988538681,0.9205773726040203,14.188117421983698,16.027680232558136,14.906520494830131,14.738949029054593,12.265858227968375,9.994523875107744,8.887435928318686,8.838555084278513,6.021616841231041,6.021616841231041,6.678972647616422,10.44499154235953,11.414175775217641,12.223519118348364,13.95726252016413,15.764538074345213,15.941463286850583,19.359436405910937,19.144860067422947,18.224597359174215,16.25695527981648,10.638629902587402,12.47245229340158,6.416892944354564,5.815714612085112,6.39261809940665,9.063898138166339,11.548318220638029
76,Davy Propper,Brighton,29,26,12.107307780526654,13.504304832125882,4.449712773549,39.909545370026024,12.75032067423814,16.70214233182977,27.929463425512925,,20.258384773662545,3.010415907635645,13.003155388031788,4.513730659025787,10.291259465020573,0.0,15.34760821899035,14.371097759390105,6.206178342055185,2.855748378157897,7.484757681343046,5.211222612013786,3.133230722154222,22.446672562893074,19.447196996259926,20.251888833185244,0.0,0.0,36.87974581939798,12.622532051282048,2.2077805871450464,2.585900048638132,11.505533675289916,15.73670057854481,20.3332615581364,20.09337874715084,15.608980416818468,14.236215414283075,13.167734936481544,8.512824365562723,8.512824365562723,7.69436160645069,9.5878085817431,8.454979074080333,8.178648693935685,7.7108983966560976,8.579435498658395,6.543705915852374,7.889635049769535,10.09647149213699,12.99582823464155,11.748368621084376,10.879831519082076,16.50425070195604,14.866893950020867,11.993657881835055,9.049326417743869,10.96691536362552,13.589698793382988
77,Martin Montoya,Brighton,29,23,12.074789963340889,15.224735171168946,8.782327842530922,56.20289187430271,0.0,0.0,26.87552140945584,,0.0,0.20525563006606667,13.463444074333797,17.77281446991404,2.674106790123456,0.0,31.521626111310958,17.48331001301599,0.0,0.17848427363486857,26.04071943300601,3.2721630354505167,0.6025443696450427,22.524074882075467,2.8768042893875636,12.862686150806844,3.6048274245400953,35.68668302292263,3.3751553093645477,0.0,27.43955872594558,1.7239333657587546,22.83541034790365,12.164566091390467,15.310123521048245,13.880611485637436,6.757370185642617,9.719505930628289,10.165190395648866,5.685936827406226,5.685936827406226,10.939541179291387,13.819216909783043,11.57530956406074,8.642921198014212,12.537356638494638,13.082717144403057,7.929536854125406,8.769664332301984,9.249131713866579,11.363165360061908,7.623850025317588,13.026270023229607,13.488371846516193,9.73435936617028,13.828151772263283,11.97169297475527,15.176790128649193,11.256437306727166
78,Teemu Pukki,Norwich,29,28,11.784374621164703,12.205245143349158,13.104496248522532,1.3331034588872475,14.871408480019024,1.2474596135571743,2.1403423913043476,,28.047315815324158,11.182628395061727,0.0,0.9153565451840832,0.8792262011073404,1.7788821272392443,4.098419659847763,15.391285388970946,16.528193466604996,11.780211332684821,10.352087870822379,13.003155388031788,36.78333080015689,14.036461303462318,2.771704100367196,11.182628395061727,21.27816698351558,30.206765991074743,2.348378056052474,17.03145024369036,0.7904565120428187,15.233840974212033,10.372428511705683,33.05767975926512,10.12402100126908,9.803709692358947,9.581525782544405,7.255517126738582,7.194144891330276,7.133901513986092,7.133901513986092,3.142418821406693,3.8438616537248964,6.598560564825729,8.409369696075851,9.988179974361692,11.858892184493783,17.306377374545303,17.080573360293865,14.787825132587566,14.688227976317052,16.509241161765917,19.376509595606407,13.63735080492234,14.13651562829368,13.806307696906282,14.481509793431336,12.66388671479635,13.13903900949475
79,Callum Wilson,Bournemouth,29,28,11.742905073542799,12.162294540455042,7.328825229648398,3.3852979942693406,1.5655853707016494,32.702211358925595,7.868132485865889,,24.36328640529531,2.6316788522012566,8.302799078250636,21.95712533452274,0.0,9.99511932355264,5.1860015404492135,0.0,0.9355947101678808,10.343528960580139,11.781631094838362,15.69109241198858,2.058021530100334,26.873478886168904,4.247943714453814,11.300738600628927,20.257965057557584,10.80290566458519,0.7661926070038908,1.1507217157550254,28.35874630723781,32.32821574033819,35.64606108814024,2.7153460695136777,12.868889807451032,12.086032077876508,12.90561559187339,16.304205585843572,10.853837026022639,11.208334832303764,11.208334832303764,8.012120688162748,7.573507546129204,6.3456401514487455,4.410040755791646,6.373645938264706,7.322974786337362,6.801644784612549,11.280557932307365,11.832616099688357,11.992151039696488,13.404873366816355,12.590175575582458,12.374870755066384,8.087744559997406,12.106211658794736,15.610791182079614,18.17547385384339,16.827547254664804
80,George Baldock,Sheffield Utd,28,28,11.712836626913873,11.712836626913873,3.947518278301885,,34.38933019348267,5.915448353909464,2.105320053923391,,23.812490618493005,0.8031792313569087,17.917014272970555,1.2474596135571743,3.31167088071757,16.12287727985879,12.031252545824843,5.062972208296311,11.997359473270437,31.77585242474916,23.41954091341579,5.181881578947367,5.802892927308447,10.17630490956072,1.0539420160570916,5.176043935411189,9.654417532849576,23.701732657586312,1.1507217157550254,25.571678258754858,8.322190902578795,27.631598966026583,7.59745932502789,3.079274485596707,11.828881121577886,14.157130454022663,14.157130454022663,8.633485357368416,8.199522445169768,10.535781982825668,10.535781982825668,8.57224230404764,9.282207800204207,8.295598666920855,13.383664135452852,16.73497580756922,14.911476524083985,13.873416587664586,14.725638704541987,12.901735795006429,8.468434380116767,6.174247150022399,9.260888996462223,8.485527127869986,11.051422686069008,12.262797500489294,16.00539000559186,15.662563637621576,12.22548727562331
81,Kenny McLean,Norwich,29,28,11.700952405867215,12.118843563219615,7.909921159018105,5.574796282619398,16.51077634395813,7.952555036426985,12.759733486622071,,1.1429940614395426,12.236064403292177,4.94086383108935,17.30023870397917,1.4946845418824786,18.33616961923529,3.9813219552806838,6.907899741506646,26.208992497045063,6.7041853112840455,16.24206890077304,85.03833479429638,25.487662286722884,3.308594450101832,4.338319461444308,10.453326543209874,9.510177526394422,1.8307130903681663,2.935472570065593,1.7346847470425368,25.2946083853702,2.2568653295128933,0.0,0.9355947101678808,8.641796061680706,9.362819935726383,9.257164527138043,9.38874158714155,8.312429838050798,9.241835860153001,9.241835860153001,9.714890509126525,8.826863065495603,12.37155117648822,10.6055422777057,13.063439670854128,24.180467200030975,27.76485725527134,27.164973040037207,23.519860867437078,24.14471773942472,23.02273584369495,9.154798893040248,5.396100606930699,5.133782323087483,8.6264971437418,7.260420274792302,5.675390687059898,5.526204290359851
82,Sebastien Haller,West Ham,29,27,11.665743605282058,12.529872761228876,19.36554368938324,23.75197081712062,4.366108647450109,0.0,22.358077647657833,21.674610785555902,27.02564284835056,16.455320535296863,7.437687059972248,3.484442181069958,15.391285388970946,2.7460696355522494,,11.301340953307392,0.2677264104523029,1.7564655685061843,0.8463244985673352,2.9014464636542234,3.620416169747564,13.74758382107023,32.82026988368706,16.800537050023372,3.569890526217924,35.73579074074073,5.663917074663401,25.588535214902976,5.108553066037734,2.2205160325554023,0.0,12.30049184266526,15.252718597861284,16.529401791022504,15.313293410718543,15.825223146138901,16.405963509650558,15.244831466536079,12.090074608202137,9.469357625694942,6.7714252715541825,5.824555022976505,5.3848687425594015,3.303228921673281,3.448953344039167,3.448953344039167,3.8566604886663067,9.2820844008721,11.78942964779163,12.24335731906673,17.715748031914483,18.056331516067118,20.029823415039246,15.411203945431021,12.981200442519695,12.38621868815004,8.480335538470795
83,Djibril Sidibe,Everton,29,21,11.618809185957232,16.045022209179034,25.81289720630372,2.169159730722154,3.391201199062503,22.24316404797322,20.37082099431261,,15.476321906354512,3.2496545495093656,3.208334012219958,31.697421286868174,25.684108695652167,43.83639037964618,5.62225461949836,0.0,50.63841583094555,0.31186490338929357,23.389906142294436,7.275818003144652,14.653433608949415,2.8135238435434893,15.540367871690423,18.09267127564674,1.4677362850327964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.910594180788118,11.15005373798906,11.32324945157203,16.040952799539642,16.614443574152798,20.52537180504173,20.52537180504173,18.88302725723237,18.34141816564747,26.24643180210174,21.01550573818859,20.6331386459623,14.539709916545382,16.044906414787224,16.513827055377806,10.66415239550195,13.627620124211525,9.973925148001252,8.76128881414381,6.319049879318908,5.850129238728328,3.260067926779923,0.24462271417213274,0.0,0.0
84,John Lundstram,Sheffield Utd,28,27,11.586636045114085,12.015770713451642,22.137063286163514,,1.2031252545824844,0.48620123456790115,11.441956814801038,,0.15769861336750335,1.3386320522615143,10.275934656556643,7.952555036426985,0.0,5.406473818395763,4.311198828920569,21.27816698351558,18.034740369496852,13.335979515050164,9.133620956232157,8.797147796817624,13.89177397749598,15.55800462134764,11.242048171275643,11.958446333536195,26.549648215336333,25.416989626227426,17.72111442262739,13.408370622568091,3.3852979942693406,11.028401341703592,16.934096085905537,22.04112263374485,6.127446209290659,4.150591437689514,4.150591437689514,5.2754964013302645,5.194462862235614,4.188549029501401,4.188549029501401,4.880799065426912,8.20405488730259,9.497189172792625,10.394426585896488,11.916696745268515,12.481809075005492,14.07857159976806,13.125211206073402,11.993095839703201,11.76350697611754,14.666178185968235,17.436151824203204,18.074375231725107,17.716102898595178,16.406644535760794,16.251637037122027,14.649045015550229,14.086400516803133
85,Joshua King,Bournemouth,29,19,11.394598256294108,17.391755233291008,0.0,24.261302292263608,42.46650318028224,0.0,0.0,,0.0,0.0,0.0,0.0,12.833336048879833,4.105138293601977,4.696756112104948,15.374895057306588,0.0,0.0,0.0,0.0,16.381851379598658,25.427372399020804,24.715308884094917,16.0996823899371,11.601477786266457,14.930845227475462,3.064770428015563,49.36596160589059,27.26802529542097,20.816216964510442,2.3946490174374446,14.639257070421568,11.121300912090973,11.121300912090973,7.07775053004704,0.0,2.138889341479972,2.8230790570803017,2.8230790570803017,3.605871742431127,6.168354251982225,6.168354251982225,6.168354251982225,4.029464910502252,3.345275194901923,5.292791072817541,6.968203963103243,11.087422110452396,13.770702508775246,15.704282139819655,18.192756344398898,15.973242852468383,19.963007720280014,20.388460455501022,21.174549551263247,19.640078089791746,19.591480063616096
86,Ruben Diogo da Silva Neves,Wolves,29,29,11.250824366027517,11.250824366027517,12.833336048879833,19.167131184140022,0.6192185534591192,7.271473412112258,6.386970318237453,,26.04071943300601,0.5746444552529182,3.1281927257525077,2.992869435183369,1.2474596135571743,73.01445798915404,11.378140919811315,22.508190748347914,26.76953691446028,3.073997546833184,8.027979683779568,10.129192386831273,22.236026590490557,11.690719923083892,4.116043060200668,0.6704185311284044,1.1038902935725232,0.3861767013139831,0.8238208906656749,3.244243911174784,6.32896943665264,25.734309530908366,1.6871242350061195,13.088652141802067,12.053141491639115,10.01002622603463,7.336869816303377,7.7324782965907515,6.728475996831571,17.83305727531767,17.83305727531767,15.38929418978522,19.044885238634386,22.985109270085683,22.99863062202732,24.12871730039772,13.647839700010588,15.45748731179046,13.654575507579791,9.878993198536522,9.47839669591906,8.32438179755122,6.700545849965006,3.131844899994191,1.7240988980093395,2.092919960751335,6.270235127381329,6.367440784286927,8.484520024368274
87,Benjamin Mendy,Man City,28,14,11.127164419198184,22.25432883839637,2.651195226438188,,10.180062776957161,10.363763157894734,0.0,,0.0,69.3840261249535,23.467560370886954,43.38220868396446,0.0,12.880747502378684,67.01874661496798,18.56236445802633,0.0,0.0,23.29680372073578,9.168515401146129,0.0,0.0,5.336646381717733,11.716563778356264,0.0,0.0,4.151399539125318,0.0,0.0,0.0,0.0,0.0,15.42984121437393,18.89923540511539,18.89923540511539,24.432926389616608,22.705632529967485,24.85242378036393,24.85242378036393,36.0222148828586,27.551937938370738,23.640677876556243,16.410309762562164,20.293110382684795,19.674405032479367,8.504613929984707,5.410886520313652,6.300327583933274,8.253088213659318,4.370287593536688,2.842201693345666,3.534101616533219,3.534101616533219,2.644660552913597,0.691899923187553,0.691899923187553,0.691899923187553
88,Jonathan Castro Otto,Wolves,29,26,11.045545990911027,12.320032066785377,0.0,0.0,19.73759139150943,23.389906142294436,2.169159730722154,,3.5864463889768756,10.5351483463035,3.210513586956521,2.2205160325554023,18.555961751662966,51.40974795780609,2.554276533018867,4.220285765315234,22.759119399185327,17.390043264942012,15.701783793274748,19.772183539094645,1.4367894104624666,32.037927117458906,18.851477215719058,2.7774482003891046,0.0,3.1859577858403605,15.286454304574187,6.065325573065902,0.0,5.1860015404492135,3.374248470012239,14.906520494830131,8.147183942250482,9.903041999967732,10.43812759779382,7.518615037968147,6.71295763952957,14.919722344043558,14.919722344043558,14.747694034717226,13.695216937885846,16.953317906590648,19.48157244532175,19.005876118923712,13.732948715805138,13.54670086204574,18.18297442073635,17.531700723491973,15.096268212733156,12.479304247187363,9.714933288311649,12.023210770663603,7.694443846598102,4.5525309773115925,4.9539565339882765,5.516331278990317,7.469758397155279
89,Aaron Cresswell,West Ham,29,23,11.003455025111622,13.873921553401612,16.509795311225343,18.10130034046692,2.3389867754197016,17.97764192389538,16.84375356415478,6.705095422869812,23.63228858936484,68.23779774427301,28.452104467512886,18.718747530864196,0.0,24.44001975641502,,3.16054450389105,2.2310534204358574,4.2155173644148425,22.70970737822349,11.342017994284692,13.209626565295167,6.421027173913042,4.486223940935642,0.0,1.1899635087393081,3.160308024691357,2.651195226438188,0.0,0.0,0.0,0.0,2.3654792005125502,13.07942888967199,14.266511102695238,22.622594003329585,26.97478028534512,27.098297886506586,24.291005625814122,27.24682634807166,23.83486900049269,12.833744946519834,8.794313762670162,9.459473737230043,11.349810069610825,9.478077871090848,9.478077871090848,10.021491649427848,10.397353402844479,9.694767175442006,6.108143197194643,4.744524868929086,2.9847863124529224,1.9146151168007493,1.166911126644809,1.166911126644809,0.9685838751882576,0.8361124044917897
90,Bamidele Alli,Spurs,29,22,10.938516121071155,14.418953068684704,2.7397743987278864,15.105603889153185,0.9873785816618909,9.031247722906933,0.9461916802050201,,4.4893345125786155,25.77729481270837,18.867826655052262,12.6421780155642,22.137063286163514,14.337242617107938,4.372676575931232,17.330460275927685,23.581629646193594,28.440094247246016,12.884332716049379,21.342325825156106,31.049392012265102,20.022557854137442,3.5864463889768756,26.742736565993326,0.0,0.0,0.0,0.0,0.8031792313569087,0.0,0.0,0.0,5.5499217975389215,9.389508533202337,10.016545660852183,11.959012233169233,14.14331482704533,16.375156649862483,16.375156649862483,16.35571366042125,14.947907904291137,15.733541736148027,18.366527774761664,16.824406013075976,17.991919881084,22.43803912047298,22.88672205017461,19.554191507305156,19.271298560429706,17.123909774421477,13.566855470228793,8.39195680151794,5.054863825828367,4.5909859662250385,0.13386320522615144,0.13386320522615144,0.13386320522615144
91,Alex Iwobi,Everton,29,18,10.88015851796418,17.52914427894229,0.0,0.0,11.24450923899672,0.0,13.03346366934693,,0.0,0.0,0.0,0.0,0.0,0.0,0.2677264104523029,3.735775091799265,27.505546203438392,49.742452090592316,19.754169436238303,17.338119496855338,13.312596546692603,12.133321575281299,4.5117197046843165,23.977180865298834,18.49347719141323,50.14815905086606,15.701783793274748,11.587796090534978,18.384339617031394,4.652460948164177,0.0,0.0,4.046328818057275,4.046328818057275,4.046328818057275,2.172243944891155,2.172243944891155,0.0,0.0,0.04462106840871715,0.6672502503752612,5.2515079509483265,13.541916632713713,16.834278205420095,19.72396478822932,21.898109810936035,23.297700891516374,19.465396475057364,15.171184604175115,14.961069230037603,20.429409155706058,20.827607030136413,20.736686116012027,23.048789434736545,19.828002781880762,16.745756583311895,8.387730074834217
92,Anthony Martial,Man Utd,29,23,10.852511075790563,13.683600921648972,2.6808764272475565,2.761732117812061,12.647286968032946,4.0905684097421195,18.852730435299712,,33.85578364142317,9.511879553373452,2.786483490566037,22.399776341176008,7.3386814251639825,11.771883152173912,39.67965606001176,15.534743162692843,19.39692944420291,0.0,1.9157192139499555,7.083511485687855,44.11459266802443,3.160308024691357,13.003589622641504,0.4677973550839404,0.0,0.0,0.0,0.0,0.0,11.991170741911489,3.8642242507136055,25.81289720630372,12.481496333259594,13.619996854280577,13.624122083072907,15.249536978596751,15.79088914783373,14.610747933979427,14.610747933979427,15.581393337077523,16.58520393863076,19.35361159757024,15.620315540707567,14.71648850550523,13.935093227757553,14.674249329093,12.611843472759418,11.546286835832516,11.62425306167984,11.304966526021515,10.124381278406872,2.771949167069467,2.2452311629542407,0.07796622584732339,1.9985284569852482,2.6425658321041823,6.944715366488135
