,Name,Team,Team games,Played,Creativity per fixture,Creativity per game,Creativity GW29,Creativity GW28,Creativity GW27,Creativity GW26,Creativity GW25,Creativity GW24*,Creativity GW24,Creativity GW23,Creativity GW22,Creativity GW21,Creativity GW20,Creativity GW19,Creativity GW18,Creativity GW17,Creativity GW16,Creativity GW15,Creativity GW14,Creativity GW13,Creativity GW12,Creativity GW11,Creativity GW10,Creativity GW9,Creativity GW8,Creativity GW7,Creativity GW6,Creativity GW5,Creativity GW4,Creativity GW3,Creativity GW2,Creativity GW1,Creativity GW29 6 - average,Creativity GW28 6 - average,Creativity GW27 6 - average,Creativity GW26 6 - average,Creativity GW25 6 - average,Creativity GW24* 6 - average,Creativity GW24 6 - average,Creativity GW23 6 - average,Creativity GW22 6 - average,Creativity GW21 6 - average,Creativity GW20 6 - average,Creativity GW19 6 - average,Creativity GW18 6 - average,Creativity GW17 6 - average,Creativity GW16 6 - average,Creativity GW15 6 - average,Creativity GW14 6 - average,Creativity GW13 6 - average,Creativity GW12 6 - average,Creativity GW11 6 - average,Creativity GW10 6 - average,Creativity GW9 6 - average,Creativity GW8 6 - average,Creativity GW7 6 - average,Creativity GW6 6 - average
128,Granit Xhaka,Arsenal,28,22,8.592857142857142,10.936363636363636,7.3,,7.2,9.2,13.3,,1.0,7.5,1.8,7.3,0.0,41.3,4.3,0.0,9.2,22.8,4.3,0.0,0.0,0.0,13.1,4.0,2.3,2.7,16.5,2.0,37.1,2.2,0.0,24.2,7.583333333333333,6.666666666666667,6.666666666666667,6.683333333333333,5.15,9.816666666666666,9.816666666666666,10.366666666666665,9.116666666666665,10.35,12.933333333333332,13.649999999999999,6.766666666666666,6.05,6.05,6.7,3.5666666666666664,3.233333333333334,3.6833333333333336,6.433333333333334,6.766666666666667,10.766666666666666,10.466666666666667,10.083333333333334,13.666666666666666
129,Chris Wood,Burnley,29,26,8.555172413793104,9.542307692307691,23.7,2.6,0.0,0.1,43.5,,13.2,2.2,13.1,24.3,2.1,0.8,1.7,3.4,1.7,11.6,15.6,11.8,1.3,0.0,0.0,17.7,1.1,1.3,14.4,0.4,13.2,13.8,12.8,0.7,13.850000000000001,10.266666666666667,12.016666666666666,16.066666666666666,16.4,9.283333333333333,9.283333333333333,7.366666666666667,7.566666666666666,5.666666666666668,3.5499999999999994,5.8,7.633333333333333,7.5666666666666655,7.0,6.716666666666666,7.733333333333333,5.316666666666667,3.566666666666667,5.75,5.816666666666666,8.016666666666666,7.366666666666667,9.316666666666668,9.216666666666667
130,Ryan Fredericks,West Ham,29,20,8.524137931034483,12.360000000000001,0.0,0.0,0.0,0.3,5.9,0.0,0.0,0.0,0.0,29.7,16.3,0.0,,14.3,12.8,3.7,1.6,21.3,12.7,2.1,0.0,1.4,57.3,13.3,3.8,22.4,12.0,2.9,11.6,1.8,1.0333333333333334,1.0333333333333334,1.0333333333333334,1.0333333333333334,5.933333333333334,7.666666666666667,7.666666666666667,10.049999999999999,12.183333333333332,12.799999999999999,8.116666666666669,8.950000000000001,11.066666666666668,11.066666666666668,9.033333333333335,6.8999999999999995,6.516666666666667,15.799999999999999,14.466666666666667,12.983333333333333,16.366666666666664,18.366666666666664,18.616666666666664,11.0,9.083333333333334
131,Harry Winks,Spurs,29,23,8.506896551724138,10.726086956521739,0.0,5.7,20.5,33.3,4.2,,2.2,13.1,5.9,0.0,0.0,6.9,0.0,0.0,0.0,2.5,0.1,17.3,14.9,0.0,0.8,15.2,3.5,4.0,16.0,3.6,22.1,24.5,0.8,29.6,10.983333333333334,13.166666666666666,13.200000000000001,9.783333333333333,4.233333333333333,4.683333333333334,4.683333333333334,4.316666666666666,2.1333333333333333,1.1500000000000001,1.5666666666666667,1.5833333333333333,3.316666666666667,5.800000000000001,5.800000000000001,5.933333333333334,8.049999999999999,8.616666666666667,6.3999999999999995,6.583333333333333,7.183333333333334,10.733333333333334,12.283333333333333,11.833333333333334,16.099999999999998
132,Georginio Wijnaldum,Liverpool,29,28,8.26896551724138,8.564285714285715,25.6,2.3,17.2,5.3,11.8,15.4,4.8,13.6,6.9,6.3,2.8,9.3,,1.8,0.0,15.1,13.3,13.3,3.1,14.2,4.0,2.8,2.1,6.5,2.9,10.3,13.2,8.3,2.4,5.2,12.933333333333335,9.466666666666667,11.35,9.633333333333333,9.799999999999999,8.299999999999999,7.283333333333334,6.783333333333334,4.516666666666667,5.883333333333333,7.05,8.799999999999999,7.766666666666667,7.766666666666667,9.833333333333334,10.5,8.450000000000001,6.583333333333333,5.45,5.416666666666667,4.766666666666667,6.3,7.216666666666666,7.266666666666667,7.050000000000001
133,Matteo Guendouzi,Arsenal,28,22,8.267857142857144,10.522727272727273,0.0,,0.0,0.0,3.9,,1.5,0.0,0.9,0.3,2.2,0.0,0.0,6.8,2.3,0.0,15.4,19.8,12.6,12.8,22.5,15.1,20.4,4.5,37.8,14.9,18.1,1.4,3.9,14.4,0.9,1.05,1.05,1.1,1.4666666666666668,0.8166666666666668,0.8166666666666668,0.5666666666666668,1.7,1.9333333333333336,1.8833333333333335,4.083333333333333,7.383333333333333,9.483333333333333,10.483333333333334,13.850000000000001,16.366666666666667,17.2,14.65,18.849999999999998,19.2,18.46666666666667,16.183333333333334,13.433333333333335,15.083333333333336
134,Shane Long,Southampton,29,19,8.196551724137931,12.510526315789475,8.3,4.5,36.4,16.3,31.9,,13.8,0.4,23.3,3.0,0.0,0.0,11.0,14.5,23.9,23.2,1.8,21.4,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.2,0.0,0.0,0.0,18.533333333333335,17.216666666666665,20.349999999999998,14.783333333333333,12.066666666666668,6.75,6.75,6.283333333333334,8.633333333333333,8.733333333333333,12.1,12.399999999999999,15.966666666666663,14.133333333333331,11.716666666666663,7.733333333333333,3.8666666666666667,3.8666666666666667,0.3,0.3,0.3,0.6666666666666666,0.6666666666666666,0.3666666666666667,0.3666666666666667
135,Ondrej Duda,Norwich,29,7,8.182758620689656,33.9,27.6,36.0,12.8,21.8,73.1,,41.8,24.2,,,,,,,,,,,,,,,,,,,,,,,35.51666666666667,34.949999999999996,,,,,,,,,,,,,,,,,,,,,,,
136,Jack O'Connell,Sheffield Utd,28,28,8.142857142857144,8.142857142857144,1.8,,31.8,21.1,5.8,,1.4,11.3,1.2,15.2,5.9,22.2,1.2,2.3,1.7,4.9,1.4,11.1,12.3,10.9,24.3,11.2,3.0,1.3,0.3,1.6,1.1,15.9,1.2,4.6,12.200000000000001,12.100000000000001,12.100000000000001,9.333333333333334,6.8,9.533333333333333,9.533333333333333,9.5,8.0,8.083333333333334,6.366666666666667,5.616666666666666,3.766666666666667,5.616666666666667,7.050000000000001,10.816666666666668,11.866666666666667,12.133333333333333,10.5,8.5,6.949999999999999,3.083333333333334,3.8666666666666667,3.566666666666667,4.116666666666666
137,Alex Oxlade-Chamberlain,Liverpool,29,21,8.110344827586207,11.2,19.4,25.6,30.6,28.1,13.6,15.4,2.3,6.6,15.2,0.0,0.0,0.0,,0.8,8.9,0.0,13.8,2.2,0.3,14.9,0.0,2.6,0.0,0.0,0.0,20.3,1.3,0.1,13.2,0.0,22.116666666666664,19.26666666666667,16.099999999999998,13.533333333333333,8.85,6.583333333333333,4.016666666666667,3.766666666666666,4.1499999999999995,1.616666666666667,3.9166666666666665,4.283333333333333,4.333333333333333,4.333333333333333,6.683333333333334,5.2,5.633333333333334,3.3333333333333335,2.966666666666667,2.9166666666666665,3.816666666666667,4.033333333333334,3.616666666666667,5.816666666666667,5.816666666666667
138,Frederic Guilbert,Aston Villa,28,23,8.057142857142859,9.808695652173913,0.8,,14.5,19.9,19.1,,17.7,2.0,0.0,4.9,11.2,0.0,5.4,1.6,0.3,0.0,14.5,7.4,1.5,0.5,15.7,16.8,11.9,16.1,15.8,11.3,15.6,1.1,0.0,0.0,12.333333333333334,12.200000000000001,12.200000000000001,10.6,9.149999999999999,5.966666666666666,5.966666666666666,3.9166666666666665,3.85,3.9000000000000004,3.083333333333334,3.6333333333333333,4.866666666666667,4.216666666666666,4.033333333333334,6.599999999999999,9.399999999999999,8.966666666666667,10.416666666666666,12.799999999999999,14.6,14.583333333333334,11.966666666666663,9.983333333333334,7.300000000000001
139,Declan Rice,West Ham,29,29,8.003448275862072,8.003448275862072,5.8,11.4,15.2,12.4,11.3,20.1,5.3,2.9,1.6,11.9,27.1,6.3,,14.8,3.7,5.0,2.8,1.4,11.5,6.4,3.8,11.3,3.3,2.7,2.2,15.2,1.2,1.8,11.9,1.8,12.699999999999998,12.616666666666667,11.200000000000003,8.933333333333334,8.85,11.483333333333334,9.183333333333332,10.766666666666666,10.9,11.466666666666667,9.950000000000001,5.666666666666667,6.533333333333334,6.533333333333334,5.133333333333333,5.15,6.2,6.283333333333334,6.5,4.95,6.416666666666667,5.983333333333334,4.3999999999999995,5.833333333333333,5.683333333333333
140,Marcos Alonso,Chelsea,29,11,7.934482758620692,20.91818181818182,4.7,51.2,25.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,17.9,17.3,27.3,43.3,17.6,0.0,0.0,0.0,0.0,13.516666666666667,12.733333333333334,4.2,0.0,0.0,0.0,0.0,3.1833333333333336,3.1833333333333336,3.1833333333333336,3.1833333333333336,3.1833333333333336,3.1833333333333336,0.0,0.0,1.0833333333333333,4.066666666666666,6.95,11.5,18.716666666666665,21.650000000000002,20.566666666666666,17.583333333333332,14.699999999999998,10.15
141,Jamie Vardy,Leicester,29,26,7.893103448275864,8.803846153846155,0.3,0.0,3.4,2.3,16.7,,5.3,1.3,20.8,0.0,0.0,1.6,15.5,5.3,21.7,3.3,16.7,12.8,21.8,0.9,3.0,16.5,1.8,12.8,11.2,11.3,13.6,1.8,2.3,4.9,4.666666666666667,4.833333333333333,8.299999999999999,7.733333333333334,7.3500000000000005,4.833333333333333,4.833333333333333,6.533333333333334,7.2,7.3500000000000005,7.8999999999999995,10.683333333333332,12.549999999999999,13.6,12.866666666666667,9.749999999999998,11.949999999999998,9.466666666666667,9.466666666666667,7.7,9.433333333333332,11.199999999999998,8.75,8.833333333333332,7.516666666666666
142,Harry Wilson,Bournemouth,29,23,7.875862068965518,9.930434782608698,0.0,0.0,28.9,5.8,16.1,,13.4,11.6,3.4,0.9,1.4,11.0,0.0,0.0,0.0,15.1,0.6,1.0,1.4,3.3,24.2,6.4,14.8,20.5,0.8,2.3,13.5,27.7,4.3,0.0,10.700000000000001,12.633333333333333,13.200000000000001,8.533333333333333,7.8,6.949999999999999,6.949999999999999,4.716666666666667,2.783333333333333,2.216666666666667,4.583333333333333,4.45,2.783333333333333,3.016666666666666,3.5666666666666664,7.599999999999999,6.1499999999999995,8.516666666666666,11.766666666666666,11.666666666666666,11.5,9.716666666666667,13.266666666666666,11.516666666666666,8.1
143,Ahmed El Mohamady,Aston Villa,28,12,7.8428571428571425,18.3,0.7,,0.0,0.0,0.0,,0.0,0.0,30.5,0.0,17.3,17.1,0.0,0.0,30.8,34.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,14.5,1.8,0.0,0.3,70.6,1.0,0.11666666666666665,5.083333333333333,5.083333333333333,5.083333333333333,7.966666666666666,10.816666666666668,10.816666666666668,10.816666666666668,10.816666666666668,10.866666666666667,16.683333333333334,13.800000000000002,10.950000000000001,10.950000000000001,10.966666666666667,5.833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,2.433333333333333,2.716666666666667,2.716666666666667,2.766666666666667,14.533333333333331,14.699999999999998
144,Matt Doherty,Wolves,29,27,7.83448275862069,8.414814814814816,6.4,2.3,36.4,26.2,2.4,,2.2,0.8,3.3,3.5,0.0,8.6,26.6,14.5,4.7,2.2,13.8,4.7,13.8,16.3,14.0,1.4,0.3,12.8,2.1,1.7,0.0,3.6,0.8,1.8,12.65,11.716666666666667,11.883333333333333,6.3999999999999995,2.033333333333333,3.0666666666666664,3.0666666666666664,7.133333333333333,9.416666666666666,9.65,9.433333333333335,11.733333333333334,11.083333333333336,8.950000000000001,9.25,10.799999999999999,10.666666666666666,8.416666666666666,9.766666666666666,7.816666666666666,5.383333333333334,3.0500000000000003,3.4166666666666674,3.5000000000000004,1.666666666666667
145,Pedro Rodriguez Ledesma,Chelsea,29,9,7.827586206896552,25.22222222222222,25.8,40.3,0.0,40.8,6.8,,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,26.8,55.3,18.95,14.649999999999999,7.933333333333333,7.933333333333333,1.1333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.9333333333333336,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,2.2666666666666666,2.2666666666666666,2.2666666666666666,2.2666666666666666,2.2666666666666666,6.733333333333333,13.683333333333332
146,Dale Stephens,Brighton,29,24,7.817241379310344,9.445833333333333,0.2,0.0,0.0,0.0,13.3,,2.2,13.0,6.7,0.0,0.7,12.4,16.6,0.0,14.3,22.8,14.2,4.1,2.1,15.0,4.8,25.2,4.0,2.7,25.6,7.8,1.8,3.3,2.6,11.3,2.6166666666666667,4.75,5.866666666666667,5.866666666666667,5.983333333333334,5.833333333333333,5.833333333333333,8.233333333333333,6.066666666666667,7.333333333333333,11.133333333333333,13.383333333333333,12.0,9.583333333333334,12.083333333333334,10.5,10.899999999999999,9.200000000000001,8.966666666666667,12.883333333333335,11.683333333333335,11.183333333333332,7.533333333333332,7.3,8.733333333333333
147,Francisco Femenia Far,Watford,29,19,7.6896551724137945,11.73684210526316,7.1,1.6,0.0,0.0,0.0,,0.0,0.0,0.0,5.9,2.0,1.8,17.8,1.7,19.5,13.4,5.3,8.0,0.0,14.8,0.0,0.1,0.0,0.0,1.7,38.7,16.3,30.5,1.9,34.9,1.45,0.26666666666666666,0.0,0.9833333333333334,1.3166666666666667,1.616666666666667,1.616666666666667,4.583333333333333,4.866666666666666,8.116666666666667,9.366666666666665,9.916666666666666,10.949999999999998,7.983333333333333,10.166666666666666,6.916666666666667,4.7,3.816666666666667,2.4833333333333334,2.766666666666667,6.75,9.466666666666667,14.533333333333333,14.850000000000001,20.666666666666668
148,Will Hughes,Watford,29,21,7.6689655172413795,10.59047619047619,4.6,11.2,29.2,18.3,0.0,,0.0,0.0,0.0,0.0,6.1,2.0,17.0,2.8,0.0,5.2,3.1,3.9,34.8,10.7,2.5,0.0,0.0,0.0,0.4,12.9,13.7,33.9,6.8,3.3,10.549999999999999,9.783333333333333,7.916666666666667,3.0500000000000003,1.0166666666666666,1.3499999999999999,1.3499999999999999,4.183333333333334,4.65,4.65,5.516666666666667,5.016666666666667,5.333333333333333,8.299999999999999,9.616666666666667,10.033333333333333,9.166666666666666,8.649999999999999,8.0,2.2666666666666666,2.6333333333333333,4.5,10.15,11.283333333333333,11.833333333333334
149,Luke Shaw,Man Utd,29,18,7.655172413793102,12.333333333333332,1.2,35.8,2.7,6.1,31.6,,23.4,0.4,0.0,15.3,0.3,8.9,17.1,5.2,1.4,13.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,29.7,3.0,16.8,16.666666666666668,10.700000000000001,12.799999999999999,11.833333333333334,8.049999999999999,8.049999999999999,7.0,7.800000000000001,8.033333333333333,7.650000000000001,7.800000000000001,6.316666666666667,3.466666666666667,2.6,2.3666666666666667,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,4.283333333333333,9.233333333333333,9.733333333333333
150,Etienne Capoue,Watford,29,24,7.651724137931035,9.245833333333335,13.9,14.1,3.2,10.8,11.8,,2.7,3.0,14.8,1.7,37.8,1.4,1.6,11.9,2.3,5.8,16.1,28.3,2.8,0.0,0.0,0.0,0.0,5.4,10.9,14.4,0.0,2.4,2.2,2.6,9.416666666666666,7.600000000000001,7.716666666666666,7.466666666666668,11.966666666666667,10.233333333333333,10.233333333333333,10.049999999999999,11.533333333333333,9.45,10.133333333333331,6.516666666666667,11.0,11.200000000000001,9.216666666666667,8.833333333333334,7.866666666666667,5.183333333333334,1.3666666666666665,2.716666666666667,5.116666666666667,5.116666666666667,5.516666666666667,5.883333333333334,5.416666666666667
151,Christian Benteke,Crystal Palace,29,20,7.627586206896553,11.060000000000002,46.8,24.3,2.1,21.8,22.5,,0.0,0.0,0.0,0.0,0.0,0.0,12.7,18.5,0.3,0.0,0.0,0.8,0.0,0.2,10.3,0.0,0.0,0.0,11.3,21.7,0.3,0.3,12.3,15.0,19.583333333333332,11.783333333333333,7.733333333333334,7.383333333333333,3.75,0.0,0.0,2.1166666666666667,5.2,5.25,5.25,5.25,5.383333333333333,3.266666666666667,0.21666666666666667,1.8833333333333335,1.8833333333333335,1.8833333333333335,1.75,3.6333333333333333,7.216666666666666,5.55,5.599999999999999,7.649999999999999,10.149999999999999
152,Bukayo Saka,Arsenal,28,18,7.567857142857144,11.772222222222224,37.2,,27.1,15.4,1.1,,2.0,5.2,0.0,0.8,12.2,11.6,2.0,1.1,0.0,0.0,4.8,0.0,0.0,1.4,0.7,17.7,26.3,30.0,15.3,0.0,,,,,14.66666666666667,8.466666666666667,8.466666666666667,4.083333333333333,3.5500000000000003,5.3,5.3,5.3,4.616666666666667,4.616666666666667,4.483333333333333,3.25,1.3166666666666667,0.9833333333333334,1.0333333333333332,1.15,4.1,7.683333333333333,12.683333333333332,15.233333333333333,15.0,,,,
153,Michail Antonio,West Ham,29,15,7.517241379310343,14.533333333333331,7.3,49.1,37.0,2.2,6.1,0.0,1.8,0.0,0.0,0.0,3.8,18.7,,43.1,3.2,0.0,5.9,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.2,12.3,16.95,16.03333333333333,7.8500000000000005,1.6833333333333336,1.3166666666666667,0.9333333333333332,4.05,10.933333333333332,11.466666666666667,11.466666666666667,12.450000000000001,13.766666666666667,10.65,10.65,3.466666666666667,2.9333333333333336,2.9333333333333336,1.95,0.0,0.0,0.0,0.0,2.433333333333333,2.6333333333333333,4.683333333333334
154,Sean Longstaff,Newcastle,29,21,7.441379310344828,10.276190476190477,0.5,0.0,16.9,11.3,1.3,,3.3,0.4,12.6,0.2,0.0,15.2,1.3,2.1,0.0,0.0,0.0,0.0,0.0,0.0,34.7,1.3,48.0,11.2,0.0,0.0,41.7,0.5,11.5,1.8,5.55,5.533333333333332,7.633333333333333,4.85,2.966666666666667,5.283333333333333,5.283333333333333,4.95,5.233333333333333,3.1333333333333333,3.1,3.1,0.5666666666666668,0.35000000000000003,0.0,5.783333333333334,6.0,14.0,15.866666666666667,15.866666666666667,15.866666666666667,17.033333333333335,16.900000000000002,10.816666666666668,9.25
155,Paul Pogba,Man Utd,29,7,7.434482758620691,30.800000000000004,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,29.3,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,47.5,27.6,17.3,47.8,0.0,0.0,0.0,0.0,0.0,4.883333333333334,4.883333333333334,7.933333333333334,7.933333333333334,7.933333333333334,7.933333333333334,7.933333333333334,3.0500000000000003,0.0,0.0,0.0,0.0,0.0,4.633333333333334,4.633333333333334,4.633333333333334,12.549999999999999,17.150000000000002,20.033333333333335,23.366666666666664
156,Scott McTominay,Man Utd,29,20,7.406896551724138,10.74,0.1,3.2,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.3,2.2,46.3,0.7,1.8,0.0,0.0,21.8,14.2,5.7,1.7,13.6,12.0,14.6,2.4,32.2,14.6,3.9,1.2,0.6,0.5833333333333334,0.049999999999999996,0.0,0.0,3.716666666666667,3.716666666666667,4.083333333333333,11.799999999999999,11.916666666666666,12.216666666666667,12.216666666666667,8.5,11.766666666666666,6.416666666666667,7.25,7.233333333333334,9.500000000000002,11.5,10.299999999999999,8.333333333333334,12.75,14.9,13.283333333333333,11.483333333333334
157,Steven Alzate,Brighton,29,19,7.382758620689656,11.268421052631581,0.0,1.4,0.0,1.4,0.0,,24.3,4.1,2.6,3.1,23.5,2.8,0.0,0.3,24.4,18.4,19.6,0.0,23.6,26.0,3.8,0.1,3.8,6.5,24.4,0.0,,,,,4.516666666666667,5.2,5.3999999999999995,5.916666666666667,9.6,10.066666666666666,10.066666666666666,6.016666666666666,5.383333333333333,9.016666666666667,11.566666666666668,10.916666666666666,10.45,14.383333333333333,18.666666666666668,15.233333333333333,12.183333333333332,9.549999999999999,10.633333333333333,10.766666666666666,6.433333333333333,,,,
158,Jeff Hendrick,Burnley,29,24,7.36896551724138,8.904166666666667,12.2,23.1,2.8,20.9,30.8,,1.3,1.9,1.6,0.0,0.8,0.0,0.1,1.4,2.0,11.7,48.4,11.3,7.7,3.1,12.4,2.4,11.5,2.8,2.8,0.7,0.0,0.0,0.0,0.0,15.183333333333332,13.466666666666667,9.883333333333333,9.416666666666666,6.066666666666666,0.9333333333333335,0.9333333333333335,0.7333333333333333,0.65,0.7166666666666667,2.6666666666666665,10.6,12.483333333333333,13.75,14.033333333333331,15.766666666666666,14.216666666666669,8.066666666666666,6.6499999999999995,5.833333333333332,5.433333333333334,3.3666666666666667,2.966666666666667,1.05,0.5833333333333334
159,Theo Walcott,Everton,29,21,7.351724137931033,10.15238095238095,0.2,4.0,0.0,14.6,3.4,,41.6,13.1,16.2,1.6,11.0,0.0,0.0,0.0,13.8,0.0,0.0,3.2,39.1,14.3,2.1,27.0,0.0,0.0,5.2,0.7,0.0,0.6,1.5,0.0,10.633333333333333,12.783333333333333,14.816666666666668,15.083333333333334,14.483333333333333,13.916666666666666,13.916666666666666,6.983333333333333,4.8,4.3999999999999995,4.133333333333334,2.3000000000000003,2.8333333333333335,9.35,11.733333333333334,9.783333333333335,14.283333333333337,14.283333333333337,13.75,8.100000000000001,5.833333333333335,5.483333333333334,1.0833333333333333,1.3333333333333333,1.3333333333333333
160,Dominic Calvert-Lewin,Everton,29,27,7.303448275862068,7.844444444444442,1.9,3.8,5.2,13.9,5.6,,38.1,7.9,4.8,2.0,55.0,2.6,3.3,3.1,17.2,0.7,5.0,21.3,1.2,0.3,0.6,0.0,0.8,1.7,0.0,0.8,0.6,2.5,0.7,11.2,11.416666666666666,12.416666666666666,12.583333333333334,12.049999999999999,18.900000000000002,18.4,18.4,12.6,11.799999999999997,13.866666666666667,13.65,5.316666666666666,8.433333333333334,8.083333333333334,7.616666666666667,4.8500000000000005,4.733333333333333,4.033333333333334,0.7666666666666667,0.5666666666666667,0.6499999999999999,0.65,1.0666666666666667,1.05,2.6333333333333333
161,Douglas Luiz Soares de Paulo,Aston Villa,28,26,7.217857142857143,7.773076923076924,4.1,,4.7,16.6,24.6,,2.4,11.0,2.1,26.7,17.7,4.2,21.8,1.2,1.6,4.2,0.8,3.8,3.4,3.3,4.9,1.9,0.6,0.0,0.0,14.9,1.4,0.6,13.6,10.0,10.566666666666666,10.233333333333334,10.233333333333334,13.9,14.083333333333334,10.683333333333335,10.683333333333335,13.916666666666666,12.283333333333333,12.200000000000001,8.450000000000001,5.633333333333333,5.566666666666666,2.5,2.85,3.4,3.016666666666667,2.983333333333334,2.35,1.7833333333333332,3.716666666666667,3.133333333333333,2.9166666666666665,5.083333333333333,6.75
162,Andriy Yarmolenko,West Ham,29,15,7.1862068965517265,13.893333333333338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4,0.0,1.3,0.1,1.2,17.5,0.6,48.6,14.8,18.6,29.3,14.8,12.8,24.3,22.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.2833333333333334,0.30000000000000004,0.5,3.4166666666666665,3.4166666666666665,3.4500000000000006,11.550000000000002,13.799999999999999,16.883333333333336,21.566666666666666,21.116666666666664,23.150000000000002,19.099999999999998,20.433333333333334,17.55,12.666666666666666
163,Lucas Torreira,Arsenal,28,24,7.1678571428571445,8.362500000000002,0.0,,10.6,0.9,21.5,,11.7,6.7,4.1,2.2,3.0,13.9,13.2,11.8,13.6,13.3,0.8,2.1,2.1,2.8,0.0,0.0,0.5,5.3,17.6,0.6,27.3,14.8,0.3,0.0,8.566666666666668,9.250000000000002,9.250000000000002,7.8500000000000005,8.200000000000001,6.933333333333334,6.933333333333334,7.183333333333333,8.033333333333333,9.616666666666665,11.466666666666667,11.100000000000001,9.133333333333335,7.283333333333334,5.783333333333334,3.5166666666666675,1.3,1.25,1.7833333333333332,4.366666666666667,4.000000000000001,8.55,11.016666666666667,10.983333333333334,10.1
164,Jose Holebas,Watford,29,12,7.16551724137931,17.316666666666666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,11.2,27.6,0.0,0.0,4.3,1.6,21.4,10.5,20.8,0.0,44.8,27.9,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6499999999999995,7.516666666666666,12.116666666666665,12.116666666666665,12.116666666666665,12.83333333333333,7.449999999999999,9.15,6.3,9.766666666666666,9.766666666666666,16.516666666666666,20.900000000000002,17.966666666666665
165,Cedric Soares,Arsenal,28,16,7.0392857142857155,12.318750000000001,0.0,,0.0,0.0,0.0,0.0,0.3,30.5,1.5,17.6,2.7,1.0,1.4,32.8,15.2,15.5,20.9,1.8,0.3,0.0,0.0,0.0,0.0,0.0,47.1,2.8,5.7,0.0,0.0,0.0,0.049999999999999996,5.133333333333334,5.133333333333334,5.383333333333333,8.316666666666666,8.766666666666667,8.933333333333334,9.116666666666667,9.5,11.783333333333333,11.433333333333332,14.466666666666663,14.599999999999996,14.416666666666666,8.949999999999998,6.416666666666665,3.8333333333333335,0.35000000000000003,0.049999999999999996,7.8500000000000005,8.316666666666666,9.266666666666667,9.266666666666667,9.266666666666667,9.266666666666667
166,Philip Billing,Bournemouth,29,27,7.027586206896554,7.548148148148151,25.6,13.3,3.2,3.2,22.8,,22.1,0.9,2.0,0.0,3.2,11.4,5.8,2.1,0.5,6.4,0.0,1.3,14.6,1.4,1.0,3.9,1.5,1.1,13.8,12.2,3.6,1.3,1.3,24.3,15.033333333333337,10.916666666666666,9.033333333333333,8.5,8.500000000000002,6.6000000000000005,6.6000000000000005,3.8833333333333333,4.083333333333334,3.833333333333334,4.900000000000001,4.366666666666667,2.6833333333333336,4.1499999999999995,4.033333333333333,4.116666666666666,3.6999999999999997,3.9499999999999997,3.9166666666666665,3.7833333333333337,5.583333333333333,6.016666666666667,5.583333333333333,5.55,9.416666666666666
167,David McGoldrick,Sheffield Utd,28,21,6.9750000000000005,9.3,0.3,,14.8,0.0,0.0,,0.0,0.0,0.8,6.5,1.0,25.6,2.7,15.1,23.7,0.8,3.2,3.9,44.8,18.3,13.9,2.3,0.0,0.0,0.0,4.1,2.7,3.0,2.5,5.3,2.516666666666667,2.6,2.6,1.2166666666666666,1.3833333333333335,5.650000000000001,5.650000000000001,6.100000000000001,8.616666666666669,12.433333333333335,11.483333333333333,11.85,8.233333333333333,15.25,15.783333333333331,14.15,14.4,13.866666666666667,13.216666666666667,5.75,3.383333333333333,1.5166666666666666,1.6333333333333335,2.0500000000000003,2.9333333333333336
