,Name,Team,Team games,Played,Threat per fixture adj,Threat per game adj,Threat GW29adj,Threat GW28adj,Threat GW27adj,Threat GW26adj,Threat GW25adj,Threat GW24adj*,Threat GW24adj,Threat GW23adj,Threat GW22adj,Threat GW21adj,Threat GW20adj,Threat GW19adj,Threat GW18adj,Threat GW17adj,Threat GW16adj,Threat GW15adj,Threat GW14adj,Threat GW13adj,Threat GW12adj,Threat GW11adj,Threat GW10adj,Threat GW9adj,Threat GW8adj,Threat GW7adj,Threat GW6adj,Threat GW5adj,Threat GW4adj,Threat GW3adj,Threat GW2adj,Threat GW1adj,Threat GW29adj 6 - average,Threat GW28adj 6 - average,Threat GW27adj 6 - average,Threat GW26adj 6 - average,Threat GW25adj 6 - average,Threat GW24adj* 6 - average,Threat GW24adj 6 - average,Threat GW23adj 6 - average,Threat GW22adj 6 - average,Threat GW21adj 6 - average,Threat GW20adj 6 - average,Threat GW19adj 6 - average,Threat GW18adj 6 - average,Threat GW17adj 6 - average,Threat GW16adj 6 - average,Threat GW15adj 6 - average,Threat GW14adj 6 - average,Threat GW13adj 6 - average,Threat GW12adj 6 - average,Threat GW11adj 6 - average,Threat GW10adj 6 - average,Threat GW9adj 6 - average,Threat GW8adj 6 - average,Threat GW7adj 6 - average,Threat GW6adj 6 - average
11,Tammy Abraham,Chelsea,29,25,45.84372281667341,53.178718467341156,,,59.30936793532683,,0.0,,41.94084902191406,89.53736061337769,71.97480086513112,20.079669446621324,64.16715271865782,25.34367224252775,16.971782231827735,27.872273881875238,71.474983889078,51.51250380034469,,13.137795761945705,85.47793306940635,83.68007240592353,7.748482883844913,73.16589471712575,20.93091511830111,115.56012403558516,70.05177547074048,127.9523620434592,138.1956505415902,21.846800548543698,18.2517998012375,13.283938639143402,47.1403413137285,47.1403413137285,47.1403413137285,47.949972110950334,47.949972110950334,52.17391748470496,52.17391748470496,48.0124063530239,37.7348918977735,37.65158906843131,42.89039479405187,34.38550196793319,44.40787877241295,55.52592713476225,52.171961968423865,52.45378043976515,47.3568489927579,47.3568489927579,64.42723703836447,61.85621077192016,69.23492571150945,90.97612032113365,82.4229379597033,81.97641874019271,64.93038784078574
12,Sadio Mane,Liverpool,29,26,44.41339313917764,49.53801542446737,50.973265466488726,0.0,63.27513806475394,7.265902479816176,,,0.0,87.4323623309891,13.628765043027409,157.63186447580713,87.67584439866015,132.43817845408972,,13.141623077758528,,68.6570974992933,47.931904794232,33.82293980666095,78.68942099050025,60.34718889920881,18.424323075192348,0.0,87.55187316383538,105.04724798925325,13.513980100322236,67.06785273558891,39.199695901981215,26.500712086731685,27.771220201960407,0.0,34.82444472367465,28.600361319764435,54.87233873239896,58.939123121383325,79.8011691170956,79.8011691170956,79.8011691170956,81.99143963005535,78.86222882477271,84.57941878330679,63.94459800511577,62.446860770422454,50.431695844608974,50.431695844608974,51.31214584418128,51.31214584418128,39.869296260965726,46.4726243225663,58.34334235299834,47.480768871302,48.60087951069869,52.06344164849683,56.480226996285445,46.51678483597295,29.00891017109741
13,Pierre-Emerick Aubameyang,Arsenal,28,26,42.01527505067662,45.24721928534405,1.9007301702500228,,50.64363688601381,43.84301066744482,75.63012687571926,,,,41.77565808926056,14.494565236915344,60.77288122573872,52.349075853426,91.40758238563522,14.574541154829088,48.65217716836338,21.31529940962374,92.21482213287427,44.52934668325406,15.156514671550026,69.19210311548922,14.96240713521361,9.667526707323573,65.52054784813168,57.181975795382144,42.23407406382722,71.60164353372166,54.3509975765369,41.921301361813754,22.716516841694357,57.8186388289129,38.04795465426731,47.859979830182084,47.859979830182084,48.144219658084126,56.071648277782515,45.895717324300826,45.895717324300826,45.895717324300826,45.895717324300826,47.04180383748462,48.178592866269355,53.41891635079195,52.1156281557633,39.407116870082426,48.51004386352579,42.895082191334154,40.95378674095078,36.50474102682703,38.61351254551504,43.12643911089457,43.52802918059998,50.09279425415386,55.46842336323555,48.334418195496006,48.44052870108447
14,Danny Ings,Southampton,29,29,40.705602562046,40.705602562046,1.7986748115565685,4.574090117367772,30.792208147760427,4.485822263493225,42.56944552676414,,0.0,17.54550109131136,188.68495947158647,49.79595629945563,61.904530532278415,0.0,53.3058981610778,4.399802852708,14.925654598647307,64.20319376038894,83.86032861476245,40.52028987008115,76.22422730885395,3.2115990083230765,2.1259153119683645,119.28803054111896,133.0900613154897,49.55049394126467,11.851055230829951,0.0,6.258684650196026,1.783615570747464,113.71243530130243,0.0,14.036706811157023,16.66117785778282,47.3463227501526,50.51361410876847,60.083398820232674,52.98849123243864,52.98849123243864,61.87280759261827,59.68185788618438,30.721973740694526,33.123179984183416,36.78247966459742,43.535861309610944,47.355582834240295,47.15754886017614,45.02425897906298,54.20506510918466,62.41002055930587,63.9150545711698,53.18619255816579,52.65092605677861,53.33972094648322,33.75565178475463,30.526047449056758,22.267631792179312
15,Teemu Pukki,Norwich,29,28,40.355978507921215,41.797263454632684,68.2469598655796,17.676579769592877,29.537843986510847,15.53379252897392,51.657010238081874,,88.82455659440888,99.02112644070776,,12.662929404580531,0.0,9.304364445256322,114.13649989677396,92.45487776150725,22.863076690290725,35.12229052115004,14.338279425215235,10.725804883924368,17.502831231341144,14.266525867397188,73.9051733877475,5.294182669614053,10.586699296529519,6.00277751241689,43.98085809550325,131.8106308776801,3.747615068631878,20.028469675705114,92.03379083465649,69.057829759938,45.246123830524674,50.37515159304602,49.539543198877304,44.61656920112549,43.57833118717256,53.991579463621235,53.991579463621235,54.596632991470976,41.9036246997348,41.9036246997348,45.64685155249638,48.03656479003226,48.27347152981026,32.167860085571455,19.136468103219787,27.64348421946258,22.67213291087325,22.0468695560923,21.259698327507714,25.672702804868067,45.263386973248544,33.57046058672928,36.026175087744456,49.60069034409895,60.1098657186858
16,Neal Maupay,Brighton,29,28,36.44319374560475,37.744736379376356,0.0,54.85156324055294,70.96461771750322,0.0,,,110.54982513698003,15.931463705880951,7.1506921927465195,53.41225192163715,19.50921011212478,0.0,3.435327579325976,122.58123199998326,40.799322461736836,37.7932371871522,0.0,12.394750187623847,6.259077290646327,77.01834422120126,93.95380222724548,22.931083380010698,105.33411482296907,0.0,50.97489405848942,18.255870664885666,14.406003210497742,42.004669624683814,38.675377796692246,37.66588788196824,42.04957830015286,43.24136033227728,43.00147511245799,34.425573844894906,34.425573844894906,34.425573844894906,34.425573844894906,16.573157585285895,34.34811896763628,39.956224012468,37.35305489005384,34.10151987136638,36.167311569303685,36.63793652119041,29.044121891393413,37.90320185231152,35.42617621778793,52.98186202161611,50.91607032367881,58.368706451652656,48.57496085893339,35.3169943561421,38.495925396920946,27.38613589254148,33.66378387286952
17,Diogo Jota,Wolves,29,25,35.12340667116703,40.74315173855376,5.744045481311055,127.75924590300743,128.4176002811057,7.898829876072789,37.082466582538345,,103.99875369835641,,,4.384377663873522,6.460922947927124,83.21549016699487,9.580600572405306,19.061946014776087,148.441415914495,9.59035130919643,16.13112345370331,12.920765183537767,51.41601967846672,65.97538658711535,43.70018037159456,0.0,,,62.42617203079369,5.508673369411538,0.0,21.371622474189387,0.0,47.49280390297147,68.48349030373195,68.2568790008257,48.040491841645654,40.506806822627176,40.78710193868259,37.78368184405555,37.78368184405555,45.19079221341198,45.19079221341198,45.19079221341198,46.05845448763247,47.6701545719285,35.95436707468565,42.926936925695884,50.745843687752426,33.28897109726902,31.69057921240295,39.40642064191801,38.17107200623031,29.60173539315252,22.16777470766486,14.8844113123991,22.79987862956101,22.79987862956101,22.79987862956101
18,Anthony Martial,Man Utd,29,23,34.327216548686366,43.28214260486541,174.8247524988633,11.221323258813818,47.468422124336215,19.40536799951304,0.0,,37.93874830290476,53.244403319004114,45.44009337562424,0.0,99.30139152245535,43.42303800430854,19.0017901428524,4.02184382296024,31.523133980131384,,53.57355076695682,5.069037661276523,17.24409614734915,1.613929651566847,182.57719932467964,0.0,,,,,,28.17364004632693,15.094415681070364,105.3291022809108,48.47643569740518,28.21304416742866,33.9161725202304,26.004768832841023,39.320772753331404,46.55794575404949,46.55794575404949,43.401786060707444,35.19802614470013,32.87853291211798,41.80745803994412,26.10206572974765,21.738908753587754,18.840932005040163,48.6001579219934,43.34630225863816,43.34630225863816,39.11298380519985,40.78388014183216,55.46471449742577,,,,,
19,Richarlison de Andrade,Everton,29,27,33.867810076431425,36.376536748759676,12.22728413122076,134.34887789795343,94.13305099673674,26.278503598643127,11.746638441409113,,,,44.79006492013083,93.39258868929646,11.851572604459399,4.871287070352986,10.477040565417687,0.0,91.43613366153036,54.74307607788921,89.51625050727421,5.8684382411853635,41.026299842323766,22.70501352726962,18.371666588739128,15.311988140060164,10.726614280722995,14.738637886893267,48.65411205552891,16.56518485877422,59.842747734775315,1.2215997578526065,32.647390512174404,14.674429627897238,53.92073666434899,67.44828742402828,47.03206987511262,32.15510922071532,29.52153204851108,27.563758974942896,27.563758974942896,27.563758974942896,27.563758974942896,35.33810376517615,28.89651832994161,41.840631313744076,42.00682317554947,47.09836638836716,50.88253530957876,38.70512413078021,32.13327614114204,19.001670103383507,20.480036711001492,21.75133874653568,20.728033968453115,27.639880826125808,25.29148276242455,28.944945467666454,28.934244091167116
20,Callum Wilson,Bournemouth,29,28,31.175554388812838,32.288967045556156,112.46537501751035,34.57683648716211,72.66119932664832,55.45506979645734,21.649625189373985,,85.7999857452546,5.644213909333397,14.132387986916351,0.0,4.073852714490069,9.410633580106198,0.0,,0.0,0.0,6.039082070521769,15.84201408539717,4.700925222695482,14.594055477061122,0.0,5.398004458260181,4.80592204016351,113.40842120676186,46.67830027336707,96.78757042988703,35.29530590397751,55.28533878844102,3.100954973402004,86.28600259238378,63.76801526040112,45.964488409038296,42.557080325663996,30.446880437889277,21.883344257561404,19.843512322683438,19.843512322683438,5.543514698474336,4.602812380252104,2.2474143824327113,3.2539280608530063,5.215288289337523,4.430336896435737,6.862679475945924,6.862679475945924,6.862679475945924,7.762346885655955,7.556820213929577,23.817888067490358,30.814117242602293,44.5130364014066,50.395587385402855,58.71014310709967,58.42598192930608,53.90557882690973
