,Name,Team,Team games,Played,Creativity per fixture adj,Creativity per game adj,Creativity GW29 adj,Creativity GW28 adj,Creativity GW27 adj,Creativity GW26 adj,Creativity GW25 adj,Creativity GW24 adj*,Creativity GW24 adj,Creativity GW23 adj,Creativity GW22 adj,Creativity GW21 adj,Creativity GW20 adj,Creativity GW19 adj,Creativity GW18 adj,Creativity GW17 adj,Creativity GW16 adj,Creativity GW15 adj,Creativity GW14 adj,Creativity GW13 adj,Creativity GW12 adj,Creativity GW11 adj,Creativity GW10 adj,Creativity GW9 adj,Creativity GW8 adj,Creativity GW7 adj,Creativity GW6 adj,Creativity GW5 adj,Creativity GW4 adj,Creativity GW3 adj,Creativity GW2 adj,Creativity GW1 adj,Creativity GW29 adj 6 - average,Creativity GW28 adj 6 - average,Creativity GW27 adj 6 - average,Creativity GW26 adj 6 - average,Creativity GW25 adj 6 - average,Creativity GW24 adj* 6 - average,Creativity GW24 adj 6 - average,Creativity GW23 adj 6 - average,Creativity GW22 adj 6 - average,Creativity GW21 adj 6 - average,Creativity GW20 adj 6 - average,Creativity GW19 adj 6 - average,Creativity GW18 adj 6 - average,Creativity GW17 adj 6 - average,Creativity GW16 adj 6 - average,Creativity GW15 adj 6 - average,Creativity GW14 adj 6 - average,Creativity GW13 adj 6 - average,Creativity GW12 adj 6 - average,Creativity GW11 adj 6 - average,Creativity GW10 adj 6 - average,Creativity GW9 adj 6 - average,Creativity GW8 adj 6 - average,Creativity GW7 adj 6 - average,Creativity GW6 adj 6 - average
62,Marcus Rashford,Man Utd,29,22,10.347253655540056,13.639561636848255,,,,,,,,,0.0,0.0,0.0,0.0,8.347175267127733,2.6975266832033626,11.808532114079012,0.0,7.523142408620175,61.04823439169749,66.82766283708696,5.1996587484734675,86.76013579635901,6.2774133316711325,5.665773551852218,4.788541621723881,0.9723851564078086,1.6112789275232344,9.260045594329197,6.188433899436498,15.094415681070364,0.0,1.840783658388516,1.840783658388516,1.840783658388516,1.840783658388516,1.840783658388516,1.840783658388516,1.840783658388516,1.840783658388516,1.840783658388516,3.8088723440683516,3.8088723440683516,5.062729412171714,15.237435144121298,24.984183072447834,25.401205083326186,37.89313903037285,38.93937458565137,38.62981310952338,29.253197647861114,18.277318034414584,17.679254730922878,4.762573030584579,4.747743125212139,6.31918348008183,5.521093209794517
63,Sergio Aguero,Man City,28,22,10.180776084004032,12.957351379641494,0.0,,37.52694806252147,4.021288692612363,0.0,,15.971303787736362,0.0,13.895832971513856,,0.0,0.0,0.0,,,,,23.192140100737472,0.0,0.0,0.0,,9.485922822513896,0.0,115.52677140313592,5.687055182194262,32.376964790576,22.311559267097756,5.065943271473479,0.0,9.586590090478365,11.902562252397344,11.902562252397344,5.6480709086437635,4.977856126541703,4.977856126541703,4.977856126541703,6.181328845375222,6.181328845375222,3.865356683456245,3.865356683456245,3.865356683456245,5.446343820541895,5.446343820541895,5.446343820541895,5.446343820541895,5.446343820541895,5.446343820541895,20.835449037608303,21.783291567974015,27.179452366403343,30.898045577586302,30.898045577586302,30.161382319079568,30.161382319079568
64,Ismaila Sarr,Watford,29,19,10.100773955507822,15.41697077419615,1.296108424290752,49.702536236310415,0.0,,,,,58.11828122919695,40.53582378309807,38.90292350790363,3.6861380691207803,0.0,0.0,7.099126237859971,36.7847458707142,6.296980352994616,0.0,0.0,,,,,0.0,2.523927591329883,0.0,47.97585340690761,,0.0,,,31.425945530133305,31.82428380427164,23.540527764886573,23.540527764886573,23.540527764886573,23.540527764886573,23.540527764886573,23.540527764886573,15.03733526633041,14.41215561426643,8.977831755114927,8.363475410261463,8.363475410261463,8.363475410261463,7.600942302506449,1.4701513240540833,8.416630166372915,8.416630166372915,,,,,,,
65,Alexandre Lacazette,Arsenal,28,20,10.040708660649951,14.05699212490993,4.944043999782983,,,49.06339482007395,11.247276627578914,,0.0,2.7827433670871624,47.63921760077166,20.303576992530857,0.0,13.777733569127546,0.0,,,16.551946407313498,7.199905179158687,4.566954939273307,0.0,74.46340758084341,9.8707293908841,2.4218003547053013,,,,,13.59878703581168,0.0,2.708324633255587,,19.27944606921578,21.839368234673756,21.839368234673756,21.839368234673756,13.662135764661434,14.083878588252873,14.083878588252873,14.083878588252873,16.37874576162393,9.638860358021766,7.016090015812174,7.016090015812174,17.130369017764817,18.775490582912166,18.775490582912166,18.775490582912166,16.4204662408108,17.486946550252963,16.725787393707414,17.177174832583344,,,,,
66,Ilkay Gundogan,Man City,28,25,10.039797883279446,11.24457362927298,5.745368917843091,,5.504697369796595,0.0,53.20762875739095,,,5.763887813536426,0.0,9.918858146124569,0.0,0.0,8.516416326480723,8.653398656647399,10.268004910022125,,1.9948228096232012,8.232666363876454,18.187337082603825,52.64364601272939,10.74790590774501,60.443592456986956,6.578780677970313,0.0,,1.2263014347509316,0.0,5.225569499823639,8.255457587872908,0.0,11.70359714309451,12.399178681141422,12.399178681141422,11.481729119508657,11.481729119508657,4.033193714356953,4.033193714356953,4.033193714356953,4.514778854875448,6.226113006545802,4.905440450462241,6.277551511108316,9.308774358208954,16.6633126392504,17.012397181100003,25.374995105594138,25.374995105594138,26.13898808365199,24.766877023005915,21.940037748363764,13.166096746242204,12.245707344921973,3.5476848667362986,2.451221420407913,
67,Allan Saint-Maximin,Newcastle,29,18,9.980905494244483,16.080347740727223,48.91469279693516,0.0,4.182719024971162,85.06579527068264,2.257853248327101,,,57.08252915705157,,,,,,,1.9204991944662444,3.820565262897814,0.0,0.0,8.022935842161228,36.26213668431786,2.442418247995754,18.86452945441971,10.129177359479547,,10.480407789384206,,,0.0,,0.0,32.91726491632794,25.08489931591645,25.721660193066086,25.024540355570892,10.84690781045712,11.807754909429477,11.807754909429477,11.807754909429477,8.33768949730719,8.33768949730719,8.33768949730719,8.33768949730719,8.33768949730719,8.33768949730719,8.33768949730719,8.424676006228776,10.932003371482423,12.620199598062348,14.36693422962638,13.029778255932845,6.986088808546536,,,,
68,Joshua King,Bournemouth,29,19,9.956865919917307,15.197321667242205,,7.009616230831275,87.9213583172516,0.0,,,,,,,10.944513994991295,0.0,0.0,8.691700575794368,,,,,4.700925222695482,10.590576840334004,31.985132261393133,4.736571602486314,1.5541884861146604,25.783414468951634,0.0,75.45846675595689,3.849942756840503,11.841400390969431,0.0,3.6813037729912184,17.64591475717903,17.64591475717903,17.926262148006213,4.056189965580191,5.821286105635857,5.821286105635857,5.821286105635857,5.821286105635857,5.821286105635857,5.821286105635857,5.821286105635857,9.32805581670283,10.117484417117216,10.37651583146966,13.225134813662537,13.225134813662537,13.225134813662537,13.225134813662537,13.225134813662537,12.441647276546624,23.252962262483774,18.563764011725002,19.747902143138855,19.48887072878641,15.805185612793005
69,Tammy Abraham,Chelsea,29,25,9.853106738486515,11.429603816644358,,,0.0,,6.489806954517069,,5.125331632566113,0.0,8.288251355374467,9.599567541101441,0.0,0.0,0.0,2.556279158324201,0.0,9.661378057977226,,20.887387169051646,0.0,68.11142437042929,11.241318744555585,0.0,42.188662031670916,10.206259020308769,0.0,0.0,80.97621701062717,7.72615926134244,2.6820531082625916,0.0,4.917159580593182,4.917159580593182,4.917159580593182,4.917159580593182,4.917159580593182,3.83552508817367,3.83552508817367,2.981303149412651,3.407349675800018,2.0259744499042736,2.036276202716904,5.517507397558845,5.517507397558845,16.86941145929706,18.31691805700229,18.31691805700229,23.738132052617903,23.738132052617903,21.957944027827427,21.957944027827427,10.606039966089211,22.228523010434476,23.51621622065822,16.931781400090163,15.230738230038702
70,Ross Barkley,Chelsea,29,13,9.61301526068916,21.44441865846043,67.37826957868272,0.0,6.5050305666671875,,0.0,,0.0,0.0,12.164177914706494,,,,,,,,,,,,,0.0,,34.16805281958566,,130.28416265147825,0.0,24.8881126568109,,3.3896363720543827,12.313883357558318,3.111534746895613,3.111534746895613,7.722038455715359,7.722038455715359,29.436065564295067,29.436065564295067,29.436065564295067,33.584084340430216,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,32.1216607499882,,,
71,Jonjo Shelvey,Newcastle,29,17,9.546347592302292,16.28494589275097,30.553258064828235,13.95247170089393,,,,,,18.238347350791337,,83.05444605233151,7.66549770244635,,1.2253257369194548,,12.57167726588998,9.25412894331446,2.880445746217907,18.94994381205682,29.92865172647061,0.0,0.0,,,,36.98939753966221,0.0,,,11.580488534943646,0.0,25.78155776803513,22.78462763487876,22.001570508615515,22.001570508615515,22.001570508615515,22.001570508615515,22.001570508615515,22.001570508615515,19.441920241186608,19.441920241186608,8.75783653447416,12.46836220514487,12.46836220514487,12.264141248991628,12.264141248991628,10.168861704676631,14.791406470734591,14.311332179698274,13.083089633512742,8.094981012434308,,,,,
72,Aaron Mooy,Brighton,29,22,9.520953739207892,12.55034811077404,3.1334425459192645,31.983596823043957,12.746671830919633,2.147543606481716,0.0,,67.2657730263582,0.0,,9.815698329596433,18.34415357003632,2.700427666055867,13.30225461531035,3.7448609363320213,0.0,31.359265253905736,6.210897866850158,68.50335033653666,,,,0.0,2.324942849008619,0.0,2.5247791806739097,0.0,,,0.0,,19.546171305453797,19.023930881133918,15.329281132225999,16.26219475541211,16.35434209867447,18.571384534559527,18.571384534559527,7.984565852888498,7.984565852888498,7.984565852888498,11.575160340273383,9.552951056409022,20.520104834822487,18.303062398937428,18.06640938438353,18.06640938438353,13.260661705511557,12.22551206103653,0.808287004947088,0.808287004947088,0.808287004947088,0.808287004947088,,,
73,Jack Stacey,Bournemouth,29,12,9.434397558511314,22.799794099735678,0.0,163.44743894266614,41.06705925096976,,,,,,,,0.0,60.23292727392611,1.9705090513576193,0.0,,,0.0,,,,,,0.0,6.879594677908471,0.0,0.0,,,,,44.45298908648661,44.45298908648661,17.211749262708917,10.367239387547288,10.367239387547288,10.367239387547288,10.367239387547288,10.367239387547288,10.367239387547288,10.367239387547288,10.367239387547288,11.513838500532032,1.475017288211015,1.146599112984745,,,,,,,,,,,
74,Sofiane Boufal,Southampton,29,19,9.370603033024,14.302499366194528,0.0,13.114896394952854,,7.806378562966681,0.0,,,0.0,,,0.0,0.0,,,4.006829382538833,,12.0891676186353,41.62416272937617,0.0,,,0.0,0.0,13.891324366806387,1.5264167862178408,41.14708524636285,62.99988980898652,67.50596813115196,,6.0353689297005895,3.486879159653256,3.486879159653256,1.9688679909175857,1.9688679909175857,2.6826661668623557,9.620026621758383,9.620026621758383,9.620026621758383,9.620026621758383,9.620026621758383,9.620026621758383,9.620026621758383,9.620026621758383,9.620026621758383,9.620026621758383,11.267442452469643,11.267442452469643,9.506983980400067,9.427471066564513,19.927452701395598,19.927452701395598,19.927452701395598,31.178447389920922,32.18434221153769,
75,Benjamin Chilwell,Leicester,29,23,9.368685835948824,11.812690836631127,,9.562134586867563,0.0,8.71324829017274,13.317925898071774,,0.0,,2.5746436425790384,0.0,,0.0,0.0,8.591106513265185,11.811329890851765,,15.410209537365393,54.88301459808605,11.359852378180232,2.489369249708289,89.48287047130776,0.0,0.0,4.617116300242255,2.341399745169464,0.0,21.6767370637873,,,14.860931076861128,5.694658736281852,5.694658736281852,4.100969638470592,4.100969638470592,2.6487615901084687,1.8609583593073706,1.8609583593073706,3.829513341115998,3.829513341115998,5.968774323580391,15.115943423261399,15.115943423261399,17.009252152958105,17.424147027909488,30.906107687583248,28.93755270577462,28.93755270577462,26.36918444954706,17.991534733239757,16.48845929440463,16.07356441945325,4.772542184866503,7.249364031010025,,
76,Bukayo Saka,Arsenal,28,18,9.296225113891008,14.460794621608235,32.17014768108652,,73.47601023248866,39.623203290004774,0.0,,0.0,0.0,,0.0,11.400399625691518,0.0,0.0,0.0,,,0.0,,,0.0,0.0,7.368622195285431,7.5083645538308605,65.41567802732988,23.331877583230565,,,,,,24.21156020059666,18.849868920415574,18.849868920415574,8.503933819282716,1.9000666042819196,1.9000666042819196,1.9000666042819196,1.9000666042819196,1.9000666042819196,1.9000666042819196,1.9000666042819196,0.0,1.2281036992142385,2.479497791519382,13.382110796074363,13.382110796074363,13.382110796074363,17.270757059946124,17.270757059946124,17.270757059946124,,,,,
77,Djibril Sidibe,Everton,29,21,9.237614467234204,12.756705692847234,2.2027232780381203,0.0,0.0,18.78147448297923,1.1800751355871426,,3.8032722534460386,0.0,0.0,11.553822529348919,6.566612082937923,12.561650903620205,0.0,,106.4554404654986,0.0,41.59965146452924,0.0,32.05862853272626,0.0,1.5019875855104978,29.62548083556971,0.0,,,,,,,,4.327924191675089,3.960803645335402,3.960803645335402,5.886440733560222,3.8506303335533367,5.747559628225514,5.747559628225514,5.113680919317841,22.856254330234275,22.856254330234275,27.863892486097658,26.769457138941338,30.018953410459016,30.018953410459016,30.018953410459016,12.526711263794333,17.464291403055952,10.531016158967745,,,,,,,
78,James McArthur,Crystal Palace,29,28,9.237195820851197,9.567095671595881,8.549276597750598,28.054498563139692,4.021378122646788,7.285391784456061,43.850282157135744,,0.0,12.092166884510455,0.0,0.0,0.0,0.0,1.3816968366910025,0.0,0.0,22.560803556950013,0.0,15.017405390582113,0.0,0.0,56.867852521970896,21.385664736521488,0.0,11.950470012933117,17.228249159154387,,8.28772999733873,0.0,0.0,9.345812482903607,15.293471204188146,15.883952918648125,11.20820315812484,10.537973471017043,9.323741506941033,2.015361147418409,2.015361147418409,2.2456439535335764,0.23028280611516708,0.23028280611516708,3.9904167322735025,3.9904167322735025,6.493317630703854,6.263034824588687,6.263034824588687,15.74101024491717,15.545153774845751,15.545153774845751,15.033997878570915,17.90537273842998,19.286661071319767,9.808685650991286,6.244408194904373,7.80204360872164,
79,Wilfried Zaha,Crystal Palace,29,29,9.230141743948884,9.230141743948884,0.0,0.0,6.025493086981532,6.177042420097425,21.859841243683686,,5.220872296064869,12.152194882573196,10.382771776991165,59.487664142306215,2.330510293508613,4.633412292921847,10.694122562886719,3.4598164657499475,8.441068545852914,1.2203778400784906,13.615396308712175,0.0,8.06962264669262,9.634230599369737,0.0,2.4959158350918154,45.78518313591166,27.959928972362185,0.0,0.0,5.902056388607345,0.0,2.1265888380735456,0.0,6.547208174471252,8.572573988233453,10.303035951065313,19.213397793619425,18.572309105854625,15.701237614060984,15.701237614060984,16.613445991864626,15.164716255727418,14.841099050537709,5.129884666833089,7.010699002700349,6.238463620546708,5.801046967847692,6.830115990117656,5.4232712324755035,5.635860898311058,10.997492036177638,15.657480198238,14.312543090455899,12.706837990560942,13.690514055328833,13.274528082813532,5.998095699840512,1.3381075377801483
80,Callum Wilson,Bournemouth,29,28,9.085231439076152,9.409703990471728,0.0,0.0,0.0,13.245781368921046,44.38210238848809,,12.103225547842486,0.0,0.0,9.909512252130138,0.0,29.867353855150792,0.0,,0.0,2.479851585419272,1.6899098792431093,5.051037283568956,0.0,17.27894325910867,0.0,25.878274891143036,36.02345967886175,4.578506063242352,0.0,0.0,12.484993219108809,30.835028200392347,17.66373226058757,0.0,11.62185155087527,11.62185155087527,11.62185155087527,13.273436926230294,11.065806698076786,8.646681942520571,8.646681942520571,6.6294776845468215,6.6294776845468215,7.042786282116701,5.672852553302196,6.514692100563688,1.5367997913718898,4.4166236678900015,4.4166236678900015,4.4166236678900015,8.316360885510628,14.038619185447068,13.959863982059302,13.959863982059302,11.080040105541189,13.16087230872599,13.986997860267543,10.927043290555178,10.163958946681454
81,Calum Chambers,Arsenal,28,14,9.029254299160636,18.05850859832127,,,,,,,,,,,49.37247853799211,,72.21753729683155,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,11.194705385276553,54.60430885141028,61.835478178907735,3.5946121260795816,,,,,0.0,20.265002639137276,20.265002639137276,20.265002639137276,20.265002639137276,20.265002639137276,20.265002639137276,20.265002639137276,20.265002639137276,20.265002639137276,20.265002639137276,20.265002639137276,12.036256216138591,12.036256216138591,0.0,0.0,1.8657842308794255,1.8657842308794255,10.966502372781138,21.272415402599094,21.871517423612357,21.871517423612357,,,,
82,Christian Benteke,Crystal Palace,29,20,8.7585771730375,12.699936900904374,56.992061835109475,38.900360743740926,0.0,5.240260836235984,4.06038580744385,,,,,,,,6.325826441233554,6.3768242303189995,0.0,,0.0,0.0,,0.0,7.189296070633206,0.0,0.0,,52.10009339772874,11.947453429755978,0.0,0.0,4.492640081159948,60.37353514472685,18.5864826106273,10.150609676495552,3.667216219205398,3.667216219205398,2.793839413166067,2.117108445258759,2.117108445258759,2.117108445258759,2.117108445258759,2.117108445258759,2.117108445258759,2.117108445258759,2.117108445258759,2.261020050158701,1.198216011772201,1.198216011772201,1.198216011772201,9.881564911393658,11.872807149686322,11.872807149686322,11.872807149686322,10.67459113791412,11.423364484774112,21.485620342228586,21.485620342228586
83,Nathan Redmond,Southampton,29,23,8.620077295382002,10.868793111568612,,,,,5.423699980028003,,10.245728411244801,25.572633162364134,62.335062349150036,16.74658304932454,0.7755361953391867,0.0,5.570041951180846,0.0,0.0,6.898103785126174,0.0,39.05615792041292,0.0,7.69039489655079,0.0,0.0,0.0,10.03291402979985,11.727361611034645,,,38.59243955061331,9.315584673908837,0.0,20.183207191241785,20.183207191241785,20.183207191241785,20.183207191241785,20.183207191241785,19.27925719457045,19.27925719457045,18.499976117893123,14.237870590832435,3.848693532640761,2.207280321941034,2.078024289384503,8.587383942786657,7.659043617589849,8.940776100348314,8.940776100348314,7.791092136160619,7.791092136160619,2.95388482105844,4.908445089564214,10.0587858652413,11.611383310892771,11.611383310892771,,
84,Anthony Martial,Man Utd,29,23,8.60569280764728,10.850656148772659,0.0,0.0,11.210860181894695,0.0,3.4692858889714864,,14.234492321344053,0.0,0.0,7.450701345430942,0.0,4.073579169130695,88.31627552247149,2.1773579837936357,10.8264533474623,,0.0,0.0,82.86027961955847,0.0,9.677134702675353,0.0,,,,,,7.650116967905954,0.0,7.618554371132095,4.819106398701706,4.819106398701706,4.819106398701706,4.19241325929108,4.19241325929108,4.293128805984282,4.293128805984282,16.640092672838854,17.002985670137793,18.80739456138151,17.56561100380969,17.56561100380969,30.69672774554765,15.9773484918024,17.227311278282688,15.422902387038969,15.422902387038969,16.69792188168996,16.69792188168996,4.1576343402855676,,,,,
85,Felipe Anderson Pereira Gomes,West Ham,29,22,8.499548308465501,11.203950042977253,0.0,0.0,0.0,,,,,,9.430696164594472,0.0,23.825539561196642,0.0,,,9.376485799028172,17.966307721367684,0.0,0.0,0.0,18.37413554537885,0.0,0.0,7.887242775335169,5.70063543628395,18.325088077073985,3.882122678509088,22.353080445039637,109.3655667416919,,0.0,5.542705954298519,5.542705954298519,7.105453587469881,10.099838207697829,10.099838207697829,10.099838207697829,10.099838207697829,10.099838207697829,10.099838207697829,8.52805551359875,8.52805551359875,4.55713225339931,7.619488177629118,7.619488177629118,7.619488177629118,6.056740544457756,3.062355924229808,4.37689638678567,5.3270022928329945,8.381183639011992,5.965848161200365,9.691361568706972,27.91895602565562,26.60441556309976,
86,John McGinn,Aston Villa,28,18,8.434589366134713,13.120472347320664,,,,,,,,,,,,,0.0,5.180294170543674,5.459842860366294,14.425016004265384,16.351659631441766,7.4450297761826105,9.200811948329896,65.86006716264096,0.0,20.5496322611934,9.952405988081098,11.40394417573737,15.034349857327415,4.402096882959923,4.631117440575068,29.73852358163131,3.368634518535908,13.165075991959906,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,8.143640407133288,9.67710906518827,19.790404563871153,18.880430753810103,19.90120012996477,18.834657856071328,19.494476922663786,20.466733240830038,10.223738194216535,10.995591100979047,12.527072987718697,11.4297777427945,11.723299712164922
87,Frederico Rodrigues de Paula Santos,Man Utd,29,25,8.288518302115882,9.614681230454423,0.0,8.193275582219231,10.014213124024588,44.38467656267237,4.510072177481761,,8.901551507940479,8.161787388721303,0.0,25.120691965941987,0.0,8.063218133514274,14.986052197832787,18.24060405172458,33.5171302883886,4.177840896172132,15.493059178222014,0.0,3.009033992186366,19.907468236165165,0.0,0.0,0.0,5.2576016445222225,8.428753833630699,0.0,,,,,12.667298159056406,14.027596057176623,12.662050126806749,15.179796600459651,7.782350506680921,8.374541499353008,8.374541499353008,9.388624947668392,11.068427724835606,16.654616106233707,13.16414092793873,15.746317457642398,14.40244776872335,12.406278067782281,12.684088765189045,7.097900383790947,6.401593567762258,3.819417038058589,4.695683978812292,5.598970619053014,2.2810592463588204,,,,
88,Jose Angel Esmoris Tasende,Man City,28,6,8.067965413907611,37.650505264902186,,,,,,,,,,,,,,,0.0,31.397551171927343,,,110.16195441828154,8.128308793147148,0.0,,,,76.2152172060571,,,,,,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,37.650505264902186,,,,,,,,,,
89,Pablo Fornals,West Ham,29,27,7.997048258399705,8.58942220346635,1.8250246862098112,79.1233392553062,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.00743753322308,3.371438662841763,,12.48964219330304,9.951041552706455,36.03360378594239,8.656804375125166,0.0,0.0,,52.345426009757965,0.0,0.0,9.1512949099657,6.5573142842453045,3.402032244964532,0.0,0.0,0.0,0.0,13.49139399025267,13.1872232092177,0.0,0.0,0.0,1.5012395888705132,2.0631460326774738,4.144753064894647,5.8032599903457225,11.808860621336121,13.251661350523648,11.750421761653136,11.188515317846175,11.188515317846175,17.831145953921993,16.172639028470922,10.167038397480523,10.249453486620611,11.342339200661494,11.90934457482225,11.90934457482225,3.185106906529256,3.185106906529256,3.185106906529256,1.6598910882016396
90,Pedro Lomba Neto,Wolves,29,21,7.963567869157664,10.997308009789155,,14.850896538751636,0.0,11.14543105429395,15.61119133749975,,0.0,52.29663081837761,0.0,1.1812383753449074,5.169941809045851,0.0,34.825372563817474,,0.0,9.598334545559409,,,0.0,0.0,0.0,,,86.26443116288169,0.0,,0.0,0.0,0.0,,15.65069162482049,15.65069162482049,13.175542201695217,13.372415264252702,12.376500390044685,9.77463516712806,9.77463516712806,15.578863927764308,6.862758791368038,8.46248121562794,8.265608153070456,7.4039511848961475,7.4039511848961475,15.977127618073517,15.977127618073517,15.977127618073517,14.377405193813615,14.377405193813615,14.377405193813615,14.377405193813615,14.377405193813615,,,,
91,Anwar El Ghazi,Aston Villa,28,25,7.93034485536163,8.881986238005025,0.0,,0.0,7.749703174051657,11.897849630623107,,10.098067360096675,0.0,0.0,,0.0,0.0,11.386954127712716,10.31599775349517,5.2386306817419515,,2.700885171642624,17.584975292277516,19.771142876994947,10.624966512023052,0.0,0.0,69.52378368556934,0.0,37.857696853430454,7.2990028304664385,,0.0,0.0,0.0,4.95760336079524,4.95760336079524,4.95760336079524,4.95760336079524,3.6659861651199637,3.5808369146348986,3.5808369146348986,3.6171586468679813,4.49026376049164,4.940411289098744,4.940411289098744,7.87124050447833,11.166430983977486,11.03943304802921,9.320100089113348,8.44699497548969,8.44699497548969,19.58414472781081,16.653315512431224,19.667741175170473,19.113413894911037,19.113413894911037,19.113413894911037,7.526116613982815,
92,Callum Hudson-Odoi,Chelsea,29,17,7.858599367606572,13.40584598003474,,,,,0.0,,48.73772420676989,39.653196151764256,23.535390306958856,0.0,0.0,17.71116171718298,,0.0,0.0,0.0,0.0,,0.0,0.0,2.128656828671177,67.84652008497964,17.72690858740829,10.559823776855486,,,,,,,18.654385110915502,18.654385110915502,18.654385110915502,18.654385110915502,18.654385110915502,21.606245397112662,21.606245397112662,13.483291362651014,6.874425337356972,2.9518602861971632,2.9518602861971632,2.9518602861971632,0.0,0.0,0.3547761381118628,11.662529485608472,14.617014250176519,16.376984879652433,16.376984879652433,,,,,,
93,Mesut Ozil,Arsenal,28,18,7.832828524847435,12.184399927540454,41.060450867195975,,3.435760812395713,12.960250971358798,15.96769436939694,,0.0,10.905818516115147,0.0,15.144207178282516,19.399633790985163,19.444992359166427,,2.404246679210494,9.168746962882723,3.756920396126931,9.340354016942811,24.42410612569168,8.787719399472936,21.61999171135428,,,,,,1.4983045391496295,,,,,14.054995922743762,7.2115874448777655,7.2115874448777655,9.162995172525568,10.236225642463294,10.815775307424877,10.815775307424877,11.216483087293291,10.926971161754553,11.553124561109042,10.585815700885759,11.423227756670178,9.647015596721262,9.647015596721262,12.849639768745226,11.571232698123042,,,,,,,,,
94,Isaac Hayden,Newcastle,29,24,7.792680249466144,9.416155301438257,1.2364257247746293,15.438897054341643,,0.0,0.0,,5.046850860758152,0.0,0.0,0.0,10.656213372236769,,0.0,32.87285042461623,0.0,0.0,0.0,0.0,8.669895464637749,38.01741987659888,,,,0.0,35.120916624832724,0.0,40.52057406569859,0.0,24.595164147166447,13.812519618856356,3.620362273312404,3.414291319183299,0.8411418101263587,0.8411418101263587,2.6171773721658202,2.6171773721658202,2.6171773721658202,7.254843966142167,7.254843966142167,7.254843966142167,7.254843966142167,5.478808404102705,5.478808404102705,6.9237909815423295,7.781219223539438,7.781219223539438,13.634705327678224,13.634705327678224,20.38813433862799,18.943151761188364,16.70610913961629,16.70610913961629,16.70610913961629,16.70610913961629,19.008195742759018
95,Sebastien Haller,West Ham,29,27,7.645120650868188,8.211425884265832,45.67386325023829,51.564036322028834,0.0,,12.965695691678297,2.233616941307794,20.704509580848264,11.983149266988292,0.0,0.0,0.9371825894383238,0.0,,7.726904700873349,0.0,0.0,0.0,0.0,0.0,1.0565080235326139,15.265052628307483,15.28819077297566,0.0,24.888675113612216,0.0,11.421113993348095,0.0,0.0,,0.0,22.190286964350246,16.575167967141912,7.981161913470441,7.981161913470441,7.981161913470441,5.976409729763778,5.6041402395458135,3.4412060928833275,1.4440145483852787,1.4440145483852787,1.4440145483852787,1.2878174501455582,1.2878174501455582,1.2878174501455582,0.17608467058876898,2.720260108640016,5.2682919041359595,5.2682919041359595,9.416404423071329,9.416404423071329,11.143838751373911,8.599663313322662,6.051631517826718,6.051631517826718,
96,Michail Antonio,West Ham,29,15,7.587963416776729,14.670062605768344,0.0,81.40820787865493,56.49586037739437,0.0,0.0,,0.0,,,,0.0,33.51851795522145,,28.447352846224558,0.0,,0.0,5.441920764182585,,,,,,,,,,3.3419576919979974,0.0,11.397121572849253,22.984011376008215,22.984011376008215,15.002396388769304,10.327645133574334,10.327645133574334,10.327645133574334,10.327645133574334,11.234631927604765,11.234631927604765,11.234631927604765,11.234631927604765,11.791624876271095,6.205205217067523,6.205205217067523,3.363500004838306,,,,,,,,,,
97,Todd Cantwell,Norwich,29,29,7.465631958875825,7.465631958875825,0.0,9.91021393587224,10.805396892407787,25.869827852012033,6.715848591737422,,9.76261840021112,8.987274526521887,0.0,6.530491171401606,0.0,0.0,0.0,0.0,2.1114722477774372,2.060669294297487,10.655269351145792,15.083720982084595,2.1091064743743697,0.0,4.333545304464876,7.893154665858714,8.590063139683247,0.0,2.1253597401386615,6.892355888745866,0.0,0.0,54.67425728380413,21.392681064859644,10.510650945373433,12.00853003312708,10.356827710481708,9.644343423647344,5.332705448312006,4.213397349689102,4.213397349689102,2.586294282987249,1.088415195233601,1.4403272365298407,0.695356923679154,2.4712351488701194,4.985188645884218,5.33670639161328,5.33670639161328,5.707051901061187,6.679132796321391,6.334931761077634,3.8209782640635344,3.823687141690917,4.972413123148561,4.250155572404415,2.9346297947612956,10.615328818781443,14.180775662924717
