,Name,Team,Creativity per fixture,Creativity per game,Creativity GW14,Creativity GW13,Creativity GW12,Creativity GW11,Creativity GW10,Creativity GW9,Creativity GW8,Creativity GW7,Creativity GW6,Creativity GW5,Creativity GW4,Creativity GW3,Creativity GW2,Creativity GW1
148,Jordan Ayew,Crystal Palace,8.057142857142857,8.676923076923076,3.1,13.3,3.9,3.4,12.5,2.7,2.1,26.6,1.8,13.6,14.9,2.1,0.0,12.8
149,Pedro Rodríguez Ledesma,Chelsea,7.978571428571429,27.925,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,26.8,55.3
150,Oriol Romeu Vidal,Southampton,7.8571428571428585,9.166666666666668,0.0,0.0,1.5,2.5,3.4,12.3,4.8,5.9,34.1,2.9,12.7,2.9,14.4,12.6
151,Anthony Martial,Man Utd,7.749999999999999,12.055555555555554,2.8,6.0,44.0,3.9,16.8,0.3,0.0,0.0,0.0,0.0,0.0,13.1,3.3,18.3
152,Granit Xhaka,Arsenal,7.742857142857143,10.84,4.3,0.0,0.0,0.0,13.1,4.0,2.3,2.7,16.5,2.0,37.1,2.2,0.0,24.2
153,Daryl Janmaat,Watford,7.742857142857142,13.549999999999999,0.0,0.0,10.4,25.8,2.5,14.8,28.3,18.4,0.0,5.2,3.0,0.0,0.0,0.0
154,Ainsley Maitland-Niles,Arsenal,7.728571428571428,18.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,12.2,41.7,9.6,19.8,12.3
155,José Ángel Esmorís Tasende,Man City,7.6571428571428575,26.8,0.0,0.0,37.5,34.3,0.7,0.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0
156,Wesley Moraes,Aston Villa,7.5857142857142845,7.5857142857142845,1.1,23.0,1.7,3.8,4.3,1.3,15.9,12.2,1.1,4.0,2.5,23.0,11.2,1.1
157,Toby Alderweireld,Spurs,7.528571428571427,8.107692307692306,13.3,0.1,0.0,3.2,10.1,30.8,2.0,0.3,0.3,12.8,0.1,5.8,0.1,26.5
158,Seamus Coleman,Everton,7.492857142857143,11.655555555555557,0.0,21.8,0.0,0.0,0.0,0.0,11.8,12.3,9.1,6.8,14.5,24.1,1.2,3.3
159,Chris Wood,Burnley,7.435714285714285,8.674999999999999,15.6,11.8,1.3,0.0,0.0,17.7,1.1,1.3,14.4,0.4,13.2,13.8,12.8,0.7
160,David McGoldrick,Sheffield Utd,7.428571428571429,9.454545454545455,3.2,3.9,44.8,18.3,13.9,2.3,0.0,0.0,0.0,4.1,2.7,3.0,2.5,5.3
161,Jack Cork,Burnley,7.392857142857141,8.624999999999998,1.8,4.8,23.3,4.1,16.0,0.0,0.0,2.0,23.1,1.3,21.4,1.8,1.8,2.1
162,Marc Albrighton,Leicester,7.378571428571428,14.757142857142856,0.5,0.0,0.0,0.0,16.2,0.0,4.8,30.5,0.0,0.0,25.3,0.0,10.9,15.1
163,Jeff Hendrick,Burnley,7.364285714285715,9.372727272727273,48.4,11.3,7.7,3.1,12.4,2.4,11.5,2.8,2.8,0.7,0.0,0.0,0.0,0.0
164,Gabriel Fernando de Jesus,Man City,7.35,9.354545454545454,12.6,1.3,0.7,12.8,23.6,24.5,2.3,6.7,0.0,12.8,0.0,0.0,0.8,4.8
165,Georginio Wijnaldum,Liverpool,7.257142857142858,7.257142857142858,13.3,13.3,3.1,14.2,4.0,2.8,2.1,6.5,2.9,10.3,13.2,8.3,2.4,5.2
166,Dominic Solanke,Bournemouth,7.249999999999999,8.458333333333332,46.5,0.0,1.8,0.0,0.5,1.3,11.9,2.4,12.4,11.8,2.1,0.3,10.5,0.0
167,Maximillian Aarons,Norwich,7.214285714285714,8.416666666666666,1.8,11.4,3.7,0.8,22.4,12.5,14.0,4.4,0.0,0.0,12.3,2.1,14.2,1.4
168,Lys Mousset,Sheffield Utd,7.2,9.163636363636364,26.3,11.1,0.4,45.2,0.6,2.8,0.9,1.7,1.0,0.3,10.5,0.0,0.0,0.0
169,Jack O'Connell,Sheffield Utd,7.157142857142857,7.157142857142857,1.4,11.1,12.3,10.9,24.3,11.2,3.0,1.3,0.3,1.6,1.1,15.9,1.2,4.6
170,Cheikhou Kouyaté,Crystal Palace,7.057142857142856,8.233333333333333,2.3,32.4,1.9,2.2,13.2,12.1,3.8,3.4,3.0,11.1,12.3,1.1,0.0,0.0
171,Matt Ritchie,Newcastle,7.0,32.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,35.2,32.5
172,João Pedro Cavaco Cancelo,Man City,6.921428571428571,16.15,0.0,2.8,0.0,0.0,6.0,55.2,29.8,0.0,3.1,0.0,0.0,0.0,0.0,0.0
173,Joseph Willock,Arsenal,6.7857142857142865,8.636363636363638,1.9,0.1,1.6,0.0,0.0,1.1,10.9,21.0,11.8,0.7,0.0,15.9,28.3,1.7
174,Jeffrey Schlupp,Crystal Palace,6.707142857142857,7.825,0.7,0.6,3.3,22.9,0.0,0.6,16.8,7.8,11.8,0.8,17.3,10.9,0.4,0.0
175,Theo Walcott,Everton,6.692857142857144,9.370000000000001,0.0,3.2,39.1,14.3,2.1,27.0,0.0,0.0,5.2,0.7,0.0,0.6,1.5,0.0
176,Calum Chambers,Arsenal,6.5857142857142845,9.219999999999999,3.2,1.9,0.8,11.8,6.6,30.9,13.0,12.8,11.0,0.0,0.0,0.0,0.0,0.2
177,Aaron Mooy,Brighton,6.557142857142857,11.475,15.9,42.3,0.0,0.0,0.0,1.5,14.9,0.8,15.0,0.9,0.0,0.0,0.5,0.0
178,Lucas Rodrigues Moura da Silva,Spurs,6.535714285714286,7.625,0.1,14.3,0.6,3.1,0.3,14.6,11.4,0.0,1.7,0.1,0.0,5.8,0.1,39.4
179,André Filipe Tavares Gomes,Everton,6.457142857142856,11.299999999999999,0.0,0.0,0.0,11.5,4.1,13.4,1.5,0.0,0.0,0.0,18.3,8.4,21.9,11.3
180,Brandon Williams,Man Utd,6.325,10.120000000000001,3.0,23.3,12.8,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Ahmed El Mohamady,Aston Villa,6.307142857142857,14.716666666666667,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,14.5,1.8,0.0,0.3,70.6,1.0
182,Bernard Anício Caldeira Duarte,Everton,6.235714285714287,10.912500000000001,0.0,0.0,0.0,0.0,0.7,12.8,0.0,0.0,12.6,4.6,1.5,1.7,34.9,18.5
183,Matt Doherty,Wolves,6.22142857142857,6.699999999999998,13.8,4.7,13.8,16.3,14.0,1.4,0.3,12.8,2.1,1.7,0.0,3.6,0.8,1.8
184,Etienne Capoue,Watford,6.078571428571429,9.455555555555556,16.1,28.3,2.8,0.0,0.0,0.0,0.0,5.4,10.9,14.4,0.0,2.4,2.2,2.6
185,Djibril Sidibé,Everton,6.057142857142858,12.114285714285716,19.3,9.4,15.3,3.2,15.5,20.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Demarai Gray,Leicester,6.0,9.333333333333334,0.0,0.0,16.3,11.3,1.3,15.1,0.0,0.7,0.0,24.3,15.0,0.0,0.0,0.0
187,Isaac Hayden,Newcastle,5.957142857142857,7.581818181818182,0.7,1.8,13.3,12.3,0.0,0.0,0.0,1.1,12.5,0.3,14.2,0.5,14.7,12.0
188,Philip Billing,Bournemouth,5.807142857142857,6.253846153846154,0.0,1.3,14.6,1.4,1.0,3.9,1.5,1.1,13.8,12.2,3.6,1.3,1.3,24.3
189,Juan Mata,Man Utd,5.707142857142857,9.9875,13.2,0.0,0.0,0.0,0.0,0.0,2.8,0.0,14.3,13.2,34.1,0.7,0.7,0.9
190,Cédric Soares,Southampton,5.614285714285714,13.1,20.9,1.8,0.3,0.0,0.0,0.0,0.0,0.0,47.1,2.8,5.7,0.0,0.0,0.0
191,Arthur Masuaku,West Ham,5.614285714285714,13.1,0.3,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,17.5,27.0,15.7,2.8,0.0
192,Declan Rice,West Ham,5.521428571428572,5.521428571428572,2.8,1.4,11.5,6.4,3.8,11.3,3.3,2.7,2.2,15.2,1.2,1.8,11.9,1.8
193,Adam Webster,Brighton,5.5,7.7,14.3,10.8,0.0,0.4,2.4,1.8,10.8,11.2,22.2,2.3,0.8,0.0,0.0,0.0
194,Che Adams,Southampton,5.5,8.555555555555555,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,23.5,12.6,12.8,13.0,12.2,1.8
195,Robbie Brady,Burnley,5.357142857142857,10.714285714285714,17.8,0.0,0.1,1.0,34.7,21.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
196,Marvelous Nakamba,Aston Villa,5.357142857142857,9.375,0.0,0.0,1.7,1.3,11.9,12.9,11.4,33.3,1.2,1.3,0.0,0.0,0.0,0.0
197,Lucas Torreira,Arsenal,5.3,6.745454545454546,0.8,2.1,2.1,2.8,0.0,0.0,0.5,5.3,17.6,0.6,27.3,14.8,0.3,0.0
198,Lewis Cook,Bournemouth,5.271428571428571,9.225,45.1,9.1,15.3,0.0,0.0,3.0,0.0,0.2,0.1,1.0,0.0,0.0,0.0,0.0
199,Christian Benteke,Crystal Palace,5.157142857142857,6.016666666666666,0.0,0.8,0.0,0.2,10.3,0.0,0.0,0.0,11.3,21.7,0.3,0.3,12.3,15.0
200,Adam Smith,Bournemouth,5.071428571428571,7.888888888888889,0.0,2.3,11.9,30.3,3.3,13.2,0.0,0.0,0.0,0.0,1.3,0.5,1.2,7.0
201,Billy Sharp,Sheffield Utd,4.971428571428572,8.700000000000001,0.0,1.3,0.0,10.8,0.9,11.2,0.3,0.0,0.0,30.8,0.0,13.8,0.0,0.5
202,Alex Oxlade-Chamberlain,Liverpool,4.9071428571428575,6.87,13.8,2.2,0.3,14.9,0.0,2.6,0.0,0.0,0.0,20.3,1.3,0.1,13.2,0.0
203,Onel Hernández,Norwich,4.8999999999999995,9.799999999999999,23.9,12.9,18.6,11.3,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
204,Jannik Vestergaard,Southampton,4.564285714285715,5.8090909090909095,0.0,0.0,0.3,0.5,0.0,0.3,0.0,23.1,1.9,0.8,0.7,20.8,14.2,1.3
205,Lewis Dunk,Brighton,4.528571428571429,4.876923076923077,2.3,0.0,10.8,1.6,10.3,10.7,10.6,0.3,0.6,0.9,0.7,0.8,0.5,13.3
206,Jefferson Lerma,Bournemouth,4.507142857142857,5.258333333333333,12.5,1.9,0.0,1.4,22.2,0.0,3.0,12.2,0.8,0.0,1.8,1.7,2.3,3.3
207,Aaron Cresswell,West Ham,4.499999999999999,6.999999999999999,16.1,12.9,13.5,7.8,3.8,0.0,1.3,3.9,2.2,0.0,0.0,0.0,0.0,1.5
208,Aaron Connolly,Brighton,4.4818181818181815,4.93,1.7,0.0,1.3,5.8,0.3,10.6,23.8,0.6,4.8,0.3,0.1,0.0,0.0,0.0
209,Joel Ward,Crystal Palace,4.392857142857142,4.73076923076923,0.0,0.8,0.5,2.3,2.7,1.5,6.3,2.8,7.3,14.8,16.9,0.8,3.9,0.9
210,Divock Origi,Liverpool,4.364285714285714,5.554545454545454,0.0,0.6,0.0,11.6,0.0,3.5,0.3,16.5,0.0,0.8,0.8,0.0,0.6,26.4
211,Nathan Aké,Bournemouth,4.3571428571428585,4.3571428571428585,3.5,0.3,11.2,0.0,0.7,0.3,10.3,10.4,0.1,0.1,2.2,0.2,0.0,21.7
212,DeAndre Yedlin,Newcastle,4.35,8.7,0.0,28.3,0.8,0.8,18.3,7.4,5.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
213,Tyrone Mings,Aston Villa,4.292857142857142,4.292857142857142,0.3,21.0,0.8,0.0,10.2,1.2,0.3,0.3,0.3,0.5,0.8,0.0,14.4,10.0
214,Benjamin Mendy,Man City,4.264285714285713,11.939999999999998,28.3,6.5,0.0,0.0,7.8,12.8,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
215,Luke Shaw,Man Utd,4.257142857142857,14.899999999999999,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,29.7,3.0
216,Douglas Luiz Soares de Paulo,Aston Villa,4.228571428571429,4.933333333333334,0.8,3.8,3.4,3.3,4.9,1.9,0.6,0.0,0.0,14.9,1.4,0.6,13.6,10.0
217,Giovani Lo Celso,Spurs,4.1499999999999995,8.299999999999999,0.1,0.0,33.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,23.6,0.3,0.0
218,Fikayo Tomori,Chelsea,4.0928571428571425,5.209090909090909,1.2,0.3,4.9,10.7,11.1,1.8,0.8,1.1,10.8,0.8,13.8,0.0,0.0,0.0
219,Fabian Delph,Everton,4.078571428571428,8.157142857142857,0.0,0.0,0.0,2.7,0.6,0.0,13.0,8.8,16.1,12.0,3.9,0.0,0.0,0.0
220,Morgan Schneiderlin,Everton,4.0285714285714285,6.266666666666667,0.1,4.9,12.4,0.0,0.0,0.0,13.4,2.8,2.1,2.5,0.0,5.1,0.0,13.1
221,Willy Boly,Wolves,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,10.8,1.2,0.0,20.8,21.8,0.3,0.3
222,Olivier Giroud,Chelsea,3.9714285714285715,11.120000000000001,3.9,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,12.4,33.8,0.6
223,James Milner,Liverpool,3.964285714285714,5.549999999999999,0.0,0.1,0.3,0.0,0.0,0.0,26.9,0.5,0.9,1.0,0.0,1.4,24.1,0.3
224,Kieran Tierney,Arsenal,3.942857142857143,18.400000000000002,0.0,35.6,0.0,3.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,David Luiz Moreira Marinho,Arsenal,3.942857142857143,4.246153846153846,4.8,1.0,16.8,7.6,0.5,4.1,3.4,7.1,0.8,3.3,1.0,0.7,4.1,0.0
226,Ben Mee,Burnley,3.9214285714285713,3.9214285714285713,0.4,0.1,10.5,1.1,10.5,0.4,10.3,0.0,0.3,0.1,0.3,0.2,20.6,0.1
227,James Tarkowski,Burnley,3.9071428571428575,3.9071428571428575,0.3,0.3,10.3,0.3,10.8,10.3,10.4,0.3,0.0,10.3,0.6,0.5,0.1,0.2
228,Phil Foden,Man City,3.8642857142857143,9.016666666666667,11.6,2.2,0.0,1.0,38.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
229,Luke Freeman,Sheffield Utd,3.85,7.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,14.1,20.1,13.4,6.0
230,José Ignacio Peleteiro Romallo,Aston Villa,3.835714285714286,10.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,11.3,28.3,11.8,0.8
231,Oliver McBurnie,Sheffield Utd,3.8285714285714283,4.466666666666666,1.3,0.2,0.0,3.5,0.0,0.5,14.3,1.7,2.6,12.1,10.8,3.8,1.4,1.4
232,Leander Dendoncker,Wolves,3.6785714285714284,3.6785714285714284,0.9,1.1,4.6,0.4,1.6,2.8,0.9,4.0,2.9,4.3,1.7,1.3,3.1,21.9
233,Virgil van Dijk,Liverpool,3.6,3.6,3.7,4.7,0.1,11.8,2.6,1.3,3.4,14.1,0.5,4.5,1.0,0.8,1.1,0.8
234,Reiss Nelson,Arsenal,3.5928571428571425,12.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.4,0.0,0.0,12.3,28.8
235,Cenk Tosun,Everton,3.4071428571428575,11.925,0.0,13.3,24.1,0.3,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
236,Ashley Barnes,Burnley,3.364285714285714,3.6230769230769226,0.9,1.9,5.1,1.2,11.3,0.0,0.1,10.8,3.0,1.3,4.0,2.2,3.5,1.8
237,Moise Kean,Everton,3.342857142857144,4.6800000000000015,0.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,18.8,1.4,12.3,10.8,0.7,1.2
238,Dominic Calvert-Lewin,Everton,3.335714285714286,3.891666666666667,5.0,21.3,1.2,0.3,0.6,0.0,0.8,1.7,0.0,0.8,0.6,2.5,0.7,11.2
239,Michail Antonio,West Ham,3.2642857142857147,9.14,5.9,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.2,12.3
240,Ben Davies,Spurs,3.2500000000000004,7.583333333333335,0.0,15.8,8.8,15.6,0.0,0.0,3.7,0.0,0.0,0.4,0.0,1.2,0.0,0.0
241,Morgan Gibbs-White,Wolves,3.085714285714286,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,12.3,0.0,25.6,0.0,0.0
242,Dennis Praet,Leicester,3.0500000000000003,4.7444444444444445,0.0,2.4,5.2,10.1,0.0,0.3,3.1,8.4,0.7,0.0,0.0,12.4,0.1,0.0
243,Kyle Walker-Peters,Spurs,3.0357142857142856,14.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.9,19.3
244,Adam Lallana,Liverpool,3.035714285714285,7.083333333333332,0.0,0.0,0.0,40.8,0.0,1.3,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0
245,Hamza Choudhury,Leicester,2.9642857142857144,5.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.2,10.3,1.8,1.6,1.8,11.7,12.4
246,Eric Dier,Spurs,2.95,8.260000000000002,13.5,13.3,3.3,0.0,0.0,0.0,11.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
247,Charlie Taylor,Burnley,2.9499999999999997,8.26,0.8,0.9,6.1,18.9,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Nacho Monreal,Arsenal,2.914285714285714,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,24.0,15.6
249,Sung-yueng Ki,Newcastle,2.8428571428571425,13.266666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,22.9,0.0,0.0,0.0,16.1,0.0
250,Callum Robinson,Sheffield Utd,2.8285714285714287,3.3000000000000003,0.5,10.6,0.0,0.0,11.1,0.0,1.7,6.1,0.3,0.1,4.0,2.0,2.3,0.9
251,Yan Valery,Southampton,2.8214285714285716,4.9375,0.7,0.0,0.0,4.1,0.5,0.8,1.0,0.0,0.0,0.0,0.0,1.1,16.1,15.2
252,Chris Basham,Sheffield Utd,2.7642857142857147,2.7642857142857147,1.1,1.5,1.7,1.3,0.6,0.7,3.2,1.2,1.0,1.1,11.3,1.7,10.8,1.5
253,Matthew Longstaff,Newcastle,2.7600000000000002,9.200000000000001,0.0,0.0,0.0,0.0,11.4,1.4,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Fernando Luiz Rosa,Man City,2.757142857142857,3.8600000000000003,2.8,1.3,0.4,13.0,1.9,3.2,2.3,11.3,1.6,0.0,0.8,0.0,0.0,0.0
255,Tom Trybull,Norwich,2.5500000000000003,3.966666666666667,11.5,1.9,3.2,1.5,0.0,1.3,0.0,0.0,0.0,0.0,1.5,0.9,13.3,0.6
256,Federico Fernández,Newcastle,2.507142857142857,4.3875,0.1,15.1,1.0,0.3,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Steve Cook,Bournemouth,2.507142857142857,2.507142857142857,0.2,11.0,1.1,0.1,0.3,0.7,0.3,0.0,0.0,10.3,0.2,10.7,0.1,0.1
258,Adam Masina,Watford,2.4571428571428577,6.880000000000001,0.4,11.5,0.0,10.3,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Ismaïla Sarr,Watford,2.4357142857142864,4.871428571428573,1.8,0.8,0.0,0.0,0.0,0.0,0.5,13.3,0.7,15.8,0.0,1.2,0.0,0.0
260,Henrikh Mkhitaryan,Arsenal,2.4214285714285713,11.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.5,0.0,19.4
261,Romain Saïss,Wolves,2.4,3.3600000000000003,0.0,4.3,0.4,0.4,26.0,0.0,0.0,0.4,1.0,0.8,0.2,0.0,0.0,0.1
262,Patrick Cutrone,Wolves,2.392857142857143,3.7222222222222223,0.0,0.0,0.3,0.0,0.0,11.3,1.5,3.3,0.1,1.3,15.7,0.0,0.0,0.0
263,Jonny Evans,Leicester,2.3785714285714277,2.3785714285714277,2.6,0.3,12.0,0.3,2.8,0.8,0.8,11.9,0.1,0.4,0.3,0.4,0.3,0.3
264,Jay Rodriguez,Burnley,2.3714285714285714,2.3714285714285714,11.6,0.3,0.3,1.6,5.3,1.8,0.6,10.3,0.8,0.0,0.5,0.1,0.0,0.0
265,Pedro Lomba Neto,Wolves,2.364285714285714,4.137499999999999,0.0,0.0,0.3,0.1,5.8,0.0,0.0,21.9,0.7,0.0,1.3,1.4,1.6,0.0
266,Arnaut Danjuma Groeneveld,Bournemouth,2.357142857142857,4.714285714285714,3.4,15.0,0.6,0.0,13.1,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
267,Ryan Bennett,Wolves,2.3285714285714283,4.657142857142857,0.0,0.0,0.1,0.0,0.0,0.3,0.2,0.0,0.0,0.0,10.7,20.0,0.9,0.4
268,John Stones,Man City,2.2500000000000004,3.9375000000000004,2.0,1.5,0.8,8.3,1.6,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.8
269,Victor Lindelöf,Man Utd,2.2285714285714286,2.4,1.2,0.9,0.1,1.4,0.6,0.3,0.0,0.5,10.7,0.4,11.3,2.8,0.9,0.1
270,Yerry Mina,Everton,2.221428571428572,2.3923076923076927,10.1,14.0,0.3,1.0,0.0,0.3,0.4,0.7,0.8,0.5,0.3,1.8,0.1,0.8
271,Nicolás Otamendi,Man City,2.207142857142857,3.8625,0.0,0.0,0.0,0.0,0.0,0.0,1.4,11.1,0.4,3.6,0.9,2.4,11.1,0.0
272,Nick Pope,Burnley,2.164285714285714,2.164285714285714,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.0
273,Sokratis Papastathopoulos,Arsenal,2.1357142857142857,2.4916666666666667,0.0,4.4,0.0,0.4,0.3,0.8,0.7,0.3,10.5,0.2,0.2,0.3,11.4,0.4
274,Glenn Murray,Brighton,2.1142857142857143,2.96,0.0,0.0,0.3,0.0,0.5,0.0,0.1,0.1,0.0,1.8,0.1,10.3,13.3,3.1
275,Charlie Daniels,Bournemouth,2.1142857142857143,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0
276,Mason Holgate,Everton,2.0714285714285716,4.142857142857143,0.2,4.4,10.4,0.6,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
277,James McCarthy,Crystal Palace,2.05,3.1888888888888887,0.0,0.0,0.7,1.3,0.0,0.0,4.1,0.6,11.0,10.2,0.0,0.0,0.8,0.0
278,Christian Fuchs,Leicester,2.042857142857143,9.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.1,22.1,0.0
279,Neil Taylor,Aston Villa,2.0357142857142856,3.5625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1.9,3.9,2.1,0.9,16.9,1.0
280,Kevin Danso,Southampton,2.0000000000000004,4.333333333333334,0.0,0.0,0.0,0.3,11.3,0.0,0.0,0.0,0.5,0.0,12.3,1.6,0.0,0.0
281,Gaëtan Bong,Brighton,1.992857142857143,6.9750000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,26.6,0.8,0.0,0.0,0.0,0.0,0.0
282,Moussa Djenepo,Southampton,1.9785714285714289,3.9571428571428577,12.8,0.9,0.6,0.3,0.0,0.0,0.0,0.0,0.0,11.3,0.0,1.3,0.5,0.0
283,Troy Deeney,Watford,1.9714285714285715,9.200000000000001,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,14.5
284,Danny Welbeck,Watford,1.9714285714285713,5.52,0.0,0.0,0.0,0.0,0.0,0.3,2.3,13.8,0.0,0.0,0.0,10.4,0.8,0.0
285,Martin Kelly,Crystal Palace,1.9571428571428573,3.0444444444444447,0.8,14.1,0.8,0.0,0.0,0.0,10.4,0.4,0.0,0.0,0.1,0.0,0.8,0.0
286,Aymeric Laporte,Man City,1.957142857142857,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,24.3,1.7,0.9
287,Shane Long,Southampton,1.9428571428571428,4.533333333333333,1.8,21.4,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,2.2,0.0,0.0,0.0
288,Michael Obafemi,Southampton,1.9428571428571428,4.533333333333333,2.5,23.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4
289,Andy Carroll,Newcastle,1.9214285714285713,3.8428571428571425,0.0,11.8,1.2,0.3,0.0,1.1,0.5,1.4,10.6,0.0,0.0,0.0,0.0,0.0
290,Nathaniel Chalobah,Watford,1.8714285714285714,5.24,0.0,0.0,0.0,23.9,0.3,0.6,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
291,Yves Bissouma,Brighton,1.8571428571428572,5.2,15.9,1.0,0.0,0.0,0.0,0.0,0.4,2.3,6.4,0.0,0.0,0.0,0.0,0.0
292,Gary Cahill,Crystal Palace,1.842857142857143,2.3454545454545457,0.0,0.0,0.3,0.5,0.5,1.0,10.8,0.8,10.6,0.0,1.3,0.0,0.0,0.0
293,Keinan Davis,Aston Villa,1.6642857142857144,3.8833333333333333,0.0,0.0,0.0,0.0,0.6,0.5,0.0,10.1,0.0,0.5,11.3,0.0,0.3,0.0
294,Mario Vrancic,Norwich,1.6285714285714286,7.6000000000000005,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.2,0.0
295,Paul Dummett,Newcastle,1.6214285714285719,2.0636363636363644,0.6,0.3,0.1,0.0,0.0,0.0,0.0,5.0,12.8,0.1,1.8,0.1,1.1,0.8
296,Albian Ajeti,West Ham,1.6142857142857143,5.65,0.0,0.0,0.8,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Conor Coady,Wolves,1.6,1.6,0.3,0.0,10.1,0.0,0.3,0.3,0.1,0.1,0.2,0.2,10.0,0.7,0.1,0.0
298,Henri Lansbury,Aston Villa,1.5714285714285712,4.3999999999999995,0.0,0.5,20.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.0,0.0
299,Simon Francis,Bournemouth,1.55,5.425,0.0,1.7,19.4,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
300,Çaglar Söyüncü,Leicester,1.542857142857143,1.542857142857143,1.8,0.3,2.3,0.7,1.0,0.9,0.4,1.3,0.6,0.4,0.3,10.6,0.5,0.5
301,Joel Matip,Liverpool,1.492857142857143,2.985714285714286,0.0,0.0,0.0,0.0,0.0,1.3,0.0,2.0,0.3,3.9,0.8,11.3,1.3,0.0
302,Aaron Lennon,Burnley,1.4857142857142858,2.3111111111111113,11.6,0.0,0.0,0.0,0.0,2.4,0.8,0.0,1.4,1.6,2.4,0.3,0.3,0.0
303,Héctor Bellerín,Arsenal,1.4785714285714284,10.35,0.0,5.8,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Tom Davies,Everton,1.4571428571428573,2.5500000000000003,1.4,2.6,2.1,5.3,2.3,5.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1
