,Name,Team,Creativity per fixture adj,Creativity per game adj,Creativity GW13adj,Creativity GW12adj,Creativity GW11adj,Creativity GW10adj,Creativity GW9adj,Creativity GW8adj,Creativity GW7adj,Creativity GW6adj,Creativity GW5adj,Creativity GW4adj,Creativity GW3adj,Creativity GW2adj,Creativity GW1adj
20,Ashley Young,Man Utd,19.416521982116247,28.046087307501246,0.0,0.0,14.333226527570792,13.999895678092402,4.2499683308494784,73.4161195976155,32.749755961251864,8.333271236959762,24.749815573770494,11.999910581222059,68.58282228017885,0.0,0.0
21,Ilkay Gündogan,Man City,19.352419895678093,20.96512155365127,8.583269374068555,29.999776453055144,35.33307004470939,26.499802533532044,35.24973733233979,34.33307749627422,12.333241430700449,0.0,19.416521982116247,1.916652384500745,11.166583457526082,33.58308308494784,3.1666430700447092
22,Ashley Westwood,Burnley,19.339599478390465,19.339599478390465,7.999940387481372,13.999895678092402,15.666549925484354,2.6666467958271243,26.583135245901644,32.83308867362146,16.333211624441134,41.916354321907605,26.999798807749627,12.749904992548437,25.24981184798808,18.833192995529064,9.583261922503727
23,Dwight McNeil,Burnley,18.73062965722802,18.73062965722802,21.499839791356187,54.999590163934435,1.0833252608047692,21.916503353204178,14.333226527570792,1.916652384500745,25.16647913561848,29.166449329359168,5.24996087928465,16.083213487332344,25.333144560357674,22.333166915052164,4.416633755588673
24,Riyad Mahrez,Man City,18.217812965722803,26.314618728266268,14.083228390461997,0.0,0.0,0.0,0.0,4.0833029061102835,49.749629284649785,43.16634500745157,15.666549925484354,55.249588301043225,11.333248882265277,0.8333271236959763,42.66634873323399
25,Nicolas Pépé,Arsenal,18.07678837555887,19.58318740685544,1.4166561102831596,0.9166598360655739,0.0,55.83291728763041,29.833111028315948,16.333211624441134,4.999962742175858,51.49961624441133,11.833245156482862,24.333152011922508,14.749890089418777,21.916503353204178,1.3333233979135621
26,Willian Borges Da Silva,Chelsea,17.999865871833087,19.499854694485844,11.833245156482862,46.916317064083465,45.08299739195232,29.416447466467957,37.333055141579734,34.8330737704918,11.833245156482862,7.999940387481372,5.3332935916542485,2.3333159463487334,0.24999813710879287,0.8333271236959763,0.0
27,Luka Milivojevic,Crystal Palace,17.384485842026827,18.83319299552906,9.74992734724292,12.916570417287632,12.58323956780924,2.8333122205663193,1.3333233979135621,0.0,18.499862146050674,16.749875186289124,27.333129657228017,84.41603763040239,9.083265648286142,18.166531296572284,12.333241430700449
28,Felipe Anderson Pereira Gomes,West Ham,16.756285394932938,18.15264251117735,0.9166598360655739,7.999940387481372,44.83299925484352,6.916615126676604,3.583306631892698,13.666564828614009,23.16649403874814,22.499832339791357,28.24978949329359,31.08310171385991,33.58308308494784,0.0,1.3333233979135621
29,Marcus Rashford,Man Utd,16.685773099850973,16.685773099850973,16.749875186289124,23.333159463487338,20.749845380029807,24.416484724292104,9.999925484351715,20.166516393442627,19.24985655737705,10.416589046199702,13.33323397913562,18.166531296572284,15.249886363636366,20.9998435171386,4.0833029061102835
30,Bernardo Mota Veiga de Carvalho e Silva,Man City,16.371672876304025,19.34834067199567,0.0,20.249849105812224,20.916510804769008,39.83303651266766,35.41640275707899,4.0833029061102835,0.24999813710879287,27.499795081967218,27.666460506706414,0.9166598360655739,18.166531296572284,17.83320044709389,0.0
31,Raúl Jiménez,Wolves,16.1921870342772,16.1921870342772,20.166516393442627,38.5830458271237,11.999910581222059,26.91646609538003,2.9999776453055147,25.833140834575264,9.999925484351715,34.666408345752615,4.416633755588673,2.3333159463487334,20.33318181818182,2.0833178092399405,10.16659090909091
32,Diego Rico,Bournemouth,16.153725782414305,20.999843517138597,12.999903129657229,1.4999888226527573,8.249938524590165,13.749897540983609,32.749755961251864,15.999880774962744,71.91613077496275,12.499906855439642,26.499802533532044,0.0,0.0,0.0,13.833230253353207
33,John McGinn,Aston Villa,15.967829731743668,15.967829731743668,12.333241430700449,14.333226527570792,14.916555514157974,1.7499869597615503,31.499765275707897,15.166553651266767,19.833185543964234,9.999925484351715,11.749912444113265,25.499809985096874,13.999895678092402,25.333144560357674,11.166583457526082
34,Benjamin Chilwell,Leicester,15.749882637853947,18.613497662918302,26.416469821162448,22.74983047690015,10.83325260804769,63.999523099850975,4.666631892697467,3.9166374813710885,22.666497764530554,10.4999217585693,3.749972056631893,21.333174366616994,0.0,0.0,13.916562965722804
35,Roberto Firmino,Liverpool,15.346039493293594,15.346039493293594,3.333308494783905,9.166598360655739,37.91638412816692,12.333241430700449,4.833297317436662,22.083168777943374,12.416574143070045,10.4999217585693,41.33302533532042,22.41649962742176,4.833297317436662,5.999955290611029,12.333241430700449
36,Ryan Fraser,Bournemouth,15.205014903129657,16.47209947839046,13.999895678092402,26.083138971684058,20.249849105812224,30.916436289120718,6.3332861400894185,13.33323397913562,0.0,0.08333271236959763,2.7499795081967213,35.49973546944859,1.6666542473919526,26.16647168405365,20.583179955290614
37,David Silva,Man City,15.179374068554399,16.4443219076006,14.749890089418777,0.0,4.749964605067064,26.499802533532044,23.249826751117734,14.333226527570792,0.24999813710879287,18.249864008941877,7.999940387481372,35.33307004470939,24.4998174366617,0.49999627421758575,26.91646609538003
38,Adama Traoré,Wolves,15.134502608047692,16.39571115871833,28.58312034277198,15.666549925484354,22.74983047690015,27.999791356184804,3.083310357675112,11.916577868852462,17.083206035767514,41.499690760059615,13.166568554396425,1.0833252608047692,0.6666616989567811,13.249901266766022,0.0
39,Heung-Min Son,Spurs,15.076810730253355,17.818049044844873,30.83310357675112,24.5831501490313,10.666587183308497,2.0833178092399405,3.9166374813710885,1.999985096870343,28.99978390461997,30.16644187779434,12.833237704918034,20.583179955290614,29.333114754098364,0.0,0.0
40,Mohamed Salah,Liverpool,15.025529061102834,17.757443435848803,0.0,2.7499795081967213,0.9999925484351715,12.749904992548437,0.0,31.416432563338304,11.083250745156485,12.749904992548437,34.8330737704918,31.999761549925488,13.833230253353207,9.83326005961252,33.08308681073026
41,Robert Snodgrass,West Ham,14.679377794336814,23.853988915797324,56.4162462742176,11.666579731743669,61.08287816691506,30.416440014903134,0.0,0.0,0.0,0.0,0.0,13.499899403874814,0.0,4.583299180327869,13.166568554396425
42,César Azpilicueta,Chelsea,14.25630402384501,15.444329359165428,11.083250745156485,0.0,6.66661698956781,10.999918032786885,4.416633755588673,1.8333196721311478,10.083258196721314,45.74965909090909,10.416589046199702,26.33313710879285,18.333196721311477,25.416477272727278,13.999895678092402
43,Abdoulaye Doucouré,Watford,14.172971311475411,14.172971311475411,20.833178092399404,2.3333159463487334,24.333152011922508,11.083250745156485,9.74992734724292,6.249953427719821,4.416633755588673,0.8333271236959763,33.166419523099854,3.083310357675112,38.7497112518629,10.16659090909091,19.24985655737705
44,Todd Cantwell,Norwich,13.980665052160957,13.980665052160957,9.916592771982117,11.833245156482862,1.0833252608047692,9.416596497764532,11.499914307004474,31.08310171385991,2.0833178092399405,12.916570417287632,10.666587183308497,2.5833140834575263,1.8333196721311478,48.58297131147541,28.24978949329359
45,Joshua King,Bournemouth,13.7883587928465,14.937388692250375,0.0,16.583209761549927,17.5832023099851,21.333174366616994,17.333204172876307,10.83325260804769,14.166561102831597,2.6666467958271243,35.749733606557385,18.749860283159467,10.999918032786885,2.916644932935917,10.333256333830105
46,Jorge Luiz Frello Filho,Chelsea,13.55759128166915,14.687390555141581,2.6666467958271243,0.0,30.249774590163934,3.249975782414307,16.83320789865872,2.9999776453055147,35.33307004470939,14.833222801788377,32.333092399403874,18.666527570789867,11.333248882265277,4.166635618479881,3.583306631892698
47,Andreas Pereira,Man Utd,13.493489195231003,14.61794662816692,2.7499795081967213,30.083109165424744,9.74992734724292,37.91638412816692,26.583135245901644,4.166635618479881,18.58319485842027,14.833222801788377,11.083250745156485,2.6666467958271243,0.0,0.24999813710879287,16.749875186289124
48,Harvey Barnes,Leicester,13.429387108792847,14.54850270119225,23.583157600596127,15.833215350223549,1.0833252608047692,41.916354321907605,31.999761549925488,0.6666616989567811,19.91651825633383,19.416521982116247,1.0833252608047692,13.083235842026825,4.2499683308494784,0.0,1.7499869597615503
49,Anwar El Ghazi,Aston Villa,13.30759314456036,14.41655923994039,20.416514530551417,25.916473546944864,21.833170640834577,0.24999813710879287,2.7499795081967213,29.999776453055144,1.6666542473919526,25.083146423248888,30.99976900149032,0.0,0.41666356184798814,9.249931073025337,4.416633755588673
50,Andriy Yarmolenko,West Ham,13.243491058122206,14.347115312965725,0.9999925484351715,14.583224664679584,0.49999627421758575,40.49969821162445,12.333241430700449,15.49988450074516,24.416484724292104,12.333241430700449,10.666587183308497,20.249849105812224,18.999858420268257,1.0833252608047692,0.0
51,Christian Eriksen,Spurs,13.038364381520122,15.408976087251052,0.08333271236959763,0.0,7.583276825633384,5.3332935916542485,0.0,4.416633755588673,31.333099850968708,4.499966467958272,24.749815573770494,23.916488450074517,22.16650149031297,11.416581594634874,33.99974664679583
52,Erik Lamela,Spurs,12.980672503725783,18.749860283159464,0.0,0.0,0.0,0.0,22.666497764530554,20.749845380029807,9.83326005961252,32.99975409836066,15.999880774962744,9.916592771982117,12.083243293591657,12.58323956780924,31.91642883755589
53,Teemu Pukki,Norwich,12.967852086438155,12.967852086438155,9.416596497764532,31.749763412816694,11.666579731743669,1.916652384500745,11.499914307004474,25.916473546944864,27.499795081967218,1.999985096870343,8.999932935916544,0.7499944113263787,8.999932935916544,10.4999217585693,17.666535022354694
54,Daniel James,Man Utd,12.94862146050671,12.94862146050671,14.749890089418777,19.166523845007454,31.249767138599108,23.666490312965724,21.833170640834577,3.083310357675112,2.8333122205663193,13.749897540983609,1.1666579731743667,27.499795081967218,3.583306631892698,5.3332935916542485,0.41666356184798814
55,Fabio Henrique Tavares,Liverpool,12.743494783904623,13.805452682563342,5.24996087928465,0.9166598360655739,0.0,27.499795081967218,20.499847242921017,5.583291728763041,13.749897540983609,13.666564828614009,15.249886363636366,10.666587183308497,42.49968330849479,0.24999813710879287,9.83326005961252
56,Leandro Trossard,Brighton,12.70503353204173,23.595062273791786,11.916577868852462,23.999821162444118,44.749666542473925,11.916577868852462,0.0,0.0,0.0,0.0,0.0,3.1666430700447092,67.49949701937408,1.916652384500745,0.0
57,Matteo Guendouzi,Arsenal,12.705033532041728,12.705033532041728,16.49987704918033,10.4999217585693,10.666587183308497,18.749860283159467,12.58323956780924,16.999873323397914,3.749972056631893,31.499765275707897,12.416574143070045,15.08322093889717,1.1666579731743667,3.249975782414307,11.999910581222059
58,Pierre-Emile Højbjerg,Southampton,12.653751862891209,13.70823118479881,18.833192995529064,0.0,1.0833252608047692,28.166456780923994,26.499802533532044,25.16647913561848,6.66661698956781,5.6666244411326385,32.749755961251864,12.083243293591657,2.3333159463487334,4.333301043219077,0.9166598360655739
59,Oleksandr Zinchenko,Man City,12.647341654247391,23.48792021503087,0.0,0.0,0.0,0.0,0.0,40.833029061102835,15.33321907600596,0.0,12.166576005961254,5.999955290611029,54.416261177347245,14.833222801788377,20.833178092399404
60,Rodrigo Hernandez,Man City,12.615290611028321,14.90897981303347,10.16659090909091,3.9166374813710885,0.0,0.0,12.333241430700449,41.833021609538015,20.749845380029807,11.916577868852462,23.08316132637854,15.583217213114755,1.6666542473919526,20.166516393442627,2.5833140834575263
61,John Lundstram,Sheffield Utd,12.538368107302535,12.538368107302535,6.083288002980627,13.166568554396425,13.249901266766022,10.666587183308497,11.166583457526082,22.916495901639344,13.583232116244414,12.833237704918034,11.666579731743669,1.999985096870343,7.583276825633384,15.41655178837556,22.666497764530554
62,Callum Wilson,Bournemouth,12.326831222056633,12.326831222056633,11.166583457526082,2.0833178092399405,18.58319485842027,3.6666393442622955,12.166576005961254,18.91652570789866,10.249923621460509,0.6666616989567811,0.8333271236959763,19.49985469448584,17.083206035767514,43.41634314456036,1.916652384500745
63,Enda Stevens,Sheffield Utd,12.288369970193743,12.288369970193743,15.49988450074516,14.499891952309985,21.833170640834577,11.499914307004474,2.3333159463487334,6.416618852459017,39.499705663189275,1.4166561102831596,19.749852831594637,10.249923621460509,3.1666430700447092,10.999918032786885,2.5833140834575263
64,Christian Pulisic,Chelsea,12.140935171385992,15.78321572280179,13.833230253353207,31.749763412816694,8.583269374068555,33.99974664679583,11.916577868852462,11.249916169895679,0.0,0.0,0.0,3.416641207153502,30.333107302533534,2.916644932935917,9.83326005961252
65,Pierre-Emerick Aubameyang,Arsenal,12.096063710879289,12.096063710879289,9.249931073025337,25.24981184798808,8.833267511177347,10.333256333830105,3.9166374813710885,10.666587183308497,21.41650707898659,1.3333233979135621,1.8333196721311478,22.16650149031297,21.0831762295082,15.749882637853949,5.416626304023845
66,Ricardo Domingos Barbosa Pereira,Leicester,11.955039120715352,11.955039120715352,4.2499683308494784,13.999895678092402,1.8333196721311478,6.166620715350224,56.4162462742176,2.7499795081967213,15.33321907600596,10.249923621460509,2.416648658718331,11.416581594634874,2.7499795081967213,5.999955290611029,21.833170640834577
67,Joelinton Cássio Apolinário de Lira,Newcastle,11.92939828614009,11.92939828614009,21.41650707898659,10.666587183308497,11.833245156482862,10.999918032786885,4.333301043219077,10.249923621460509,1.0833252608047692,19.833185543964234,20.33318181818182,11.749912444113265,20.249849105812224,10.249923621460509,2.0833178092399405
68,Daniel Ceballos Fernández,Arsenal,11.73068181818182,13.863533057851242,0.0,0.0,15.166553651266767,14.499891952309985,4.166635618479881,34.41641020864382,1.8333196721311478,13.166568554396425,6.499951564828614,18.91652570789866,1.1666579731743667,40.249700074515644,2.416648658718331
69,Alex Iwobi,Everton,11.711451192250374,13.840805954477714,18.666527570789867,11.58324701937407,11.499914307004474,3.749972056631893,22.74983047690015,15.749882637853949,26.499802533532044,11.083250745156485,11.916577868852462,13.083235842026825,5.6666244411326385,0.0,0.0
70,Wilfried Zaha,Crystal Palace,11.54478576751118,11.54478576751118,8.083273099850969,9.916592771982117,18.499862146050674,5.499959016393443,12.333241430700449,12.416574143070045,48.916302160953805,5.416626304023845,1.8333196721311478,12.499906855439642,1.6666542473919526,12.333241430700449,0.6666616989567811
71,Tom Cleverley,Watford,11.461453055141583,16.555432190760065,0.0,0.0,0.0,0.16666542473919527,1.4999888226527573,23.916488450074517,21.583172503725784,9.83326005961252,31.16643442622951,31.16643442622951,29.416447466467957,0.24999813710879287,0.0
72,Diogo Jota,Wolves,11.429402011922503,13.507475104999322,34.666408345752615,6.66661698956781,40.249700074515644,4.583299180327869,9.333263785394934,0.0,0.0,14.999888226527572,3.999970193740686,0.6666616989567811,12.083243293591657,11.083250745156485,10.249923621460509
73,Mateo Kovacic,Chelsea,11.166583457526079,11.166583457526079,18.999858420268257,13.833230253353207,20.33318181818182,13.583232116244414,2.499981371087929,0.49999627421758575,17.666535022354694,3.583306631892698,3.583306631892698,3.999970193740686,22.083168777943374,0.33333084947839053,24.166486587183314
74,José Holebas,Watford,11.147352831594635,14.491558681073025,9.333263785394934,22.999828614008948,0.0,0.0,3.583306631892698,1.3333233979135621,17.83320044709389,8.74993479880775,17.333204172876307,0.0,37.333055141579734,23.249826751117734,3.1666430700447092
75,Davy Pröpper,Brighton,11.12812220566319,13.151417152147406,3.583306631892698,2.1666505216095384,24.166486587183314,14.083228390461997,24.666482861400898,0.0,0.0,37.333055141579734,10.749919895678094,1.1666579731743667,2.249983233979136,10.916585320417289,13.583232116244414
76,Sébastien Haller,West Ham,11.083250745156484,12.006854973919523,2.7499795081967213,3.083310357675112,13.916562965722804,23.16649403874814,12.166576005961254,3.249975782414307,36.74972615499255,3.9166374813710885,31.16643442622951,5.499959016393443,1.916652384500745,0.0,6.499951564828614
77,Danny Rose,Spurs,11.044789493293592,14.35822634128167,0.0,0.0,0.0,24.08315387481371,8.083273099850969,0.0,10.333256333830105,13.583232116244414,20.416514530551417,0.24999813710879287,22.41649962742176,0.24999813710879287,44.16633755588675
78,Kenny McLean,Norwich,10.967866989567812,11.881855905365128,61.58287444113265,21.99983606557377,2.7499795081967213,2.9999776453055147,10.749919895678094,11.58324701937407,1.6666542473919526,2.499981371087929,0.9166598360655739,23.999821162444118,1.3333233979135621,0.0,0.49999627421758575
79,Matthew Lowton,Burnley,10.929405737704919,12.91657041728763,0.0,0.0,3.1666430700447092,10.83325260804769,14.416559239940389,4.0833029061102835,12.749904992548437,33.33308494783905,1.4999888226527573,11.749912444113265,24.666482861400898,12.833237704918034,12.749904992548437
80,Richarlison de Andrade,Everton,10.839662816691506,10.839662816691506,1.4999888226527573,10.666587183308497,3.4999739195231006,19.833185543964234,15.249886363636366,9.499929210134129,1.3333233979135621,14.416559239940389,34.083079359165424,11.083250745156485,2.499981371087929,0.33333084947839053,16.916540611028317
81,Nathan Redmond,Southampton,10.820432190760062,12.787783498170983,19.416521982116247,2.8333122205663193,19.58318740685544,2.1666505216095384,4.166635618479881,1.916652384500745,15.666549925484354,33.66641579731744,0.0,0.0,19.58318740685544,19.083191132637854,2.5833140834575263
82,Paul Pogba,Man Utd,10.76915052160954,27.9997913561848,0.0,0.0,0.0,0.0,0.0,0.0,23.16649403874814,0.0,0.0,39.58303837555887,22.999828614008948,14.416559239940389,39.83303651266766
83,Tammy Abraham,Chelsea,10.615305514157974,10.615305514157974,18.91652570789866,1.4999888226527573,10.999918032786885,10.249923621460509,2.1666505216095384,8.583269374068555,23.583157600596127,0.6666616989567811,1.5833215350223546,38.99970938897168,10.416589046199702,9.666594634873324,0.6666616989567811
84,Roberto Pereyra,Watford,10.480691132637856,12.386271338572014,0.0,10.333256333830105,12.166576005961254,3.6666393442622955,10.249923621460509,10.83325260804769,31.249767138599108,1.1666579731743667,18.249864008941877,29.499780178837554,0.0,6.083288002980627,2.7499795081967213
85,Ryan Fredericks,West Ham,10.42299925484352,11.29158252608048,17.749867734724294,10.583254470938897,1.7499869597615503,0.0,1.1666579731743667,47.74964418777944,11.083250745156485,3.1666430700447092,18.666527570789867,9.999925484351715,2.416648658718331,9.666594634873324,1.4999888226527573
86,Dan Burn,Brighton,10.403768628912074,10.403768628912074,14.416559239940389,1.2499906855439644,11.499914307004474,1.5833215350223546,18.166531296572284,21.499839791356187,0.9166598360655739,18.666527570789867,13.33323397913562,1.2499906855439644,10.4999217585693,21.0831762295082,1.0833252608047692
87,James McArthur,Crystal Palace,10.333256333830105,11.194361028315948,17.4165368852459,0.6666616989567811,2.916644932935917,21.499839791356187,18.749860283159467,1.7499869597615503,20.749845380029807,19.24985655737705,0.0,18.416529433681074,0.6666616989567811,2.5833140834575263,9.666594634873324
88,Sergio Agüero,Man City,10.326846125186291,11.187416635618483,18.58319485842027,1.4166561102831596,0.9166598360655739,0.24999813710879287,0.0,10.4999217585693,2.3333159463487334,31.749763412816694,11.083250745156485,19.24985655737705,28.833118479880778,9.083265648286142,0.24999813710879287
89,Conor Hourihane,Aston Villa,10.288384873323398,16.718625419150523,34.74974105812221,0.0,0.49999627421758575,0.0,25.333144560357674,30.249774590163934,12.166576005961254,0.8333271236959763,0.0,20.916510804769008,0.0,0.0,8.999932935916544
90,Serge Aurier,Spurs,10.256333830104323,16.666542473919524,21.916503353204178,23.333159463487338,9.74992734724292,11.749912444113265,19.91651825633383,0.0,0.8333271236959763,21.833170640834577,23.999821162444118,0.0,0.0,0.0,0.0
91,Jonjo Shelvey,Newcastle,10.102488822652758,16.41654433681073,13.999895678092402,33.166419523099854,4.749964605067064,0.0,0.0,0.0,0.0,40.333032786885255,1.3333233979135621,0.0,0.0,33.74974850968704,3.999970193740686
92,Patrick van Aanholt,Crystal Palace,9.916592771982117,9.916592771982117,13.249901266766022,10.16659090909091,1.4999888226527573,22.333166915052164,14.249893815201194,20.249849105812224,15.583217213114755,2.6666467958271243,1.0833252608047692,14.499891952309985,0.9166598360655739,11.999910581222059,0.41666356184798814
93,Mesut Özil,Arsenal,9.807619225037259,31.874762481371093,50.58295640834576,15.583217213114755,45.666326378539495,0.0,0.0,0.0,0.0,0.0,15.666549925484354,0.0,0.0,0.0,0.0
94,Harry Winks,Spurs,9.762747764530552,10.576310078241432,14.416559239940389,12.416574143070045,0.0,0.6666616989567811,12.666572280178837,2.916644932935917,3.333308494783905,13.33323397913562,2.9999776453055147,18.416529433681074,20.416514530551417,0.6666616989567811,24.666482861400898
95,Sean Longstaff,Newcastle,9.660184426229508,15.69779969262295,0.0,0.0,0.0,28.916451192250378,1.0833252608047692,39.99970193740686,9.333263785394934,0.0,0.0,34.74974105812221,0.41666356184798814,9.583261922503727,1.4999888226527573
96,Christian Atsu,Newcastle,9.544800670640836,11.280218974393716,0.49999627421758575,0.0,1.3333233979135621,0.16666542473919527,12.083243293591657,0.0,5.916622578241431,3.749972056631893,34.083079359165424,40.16636736214606,26.083138971684058,0.0,0.0
97,Francisco Femenía Far,Watford,9.416596497764532,13.601750496770991,6.66661698956781,0.0,12.333241430700449,0.0,0.08333271236959763,0.0,0.0,1.4166561102831596,32.249759687034285,13.583232116244414,25.416477272727278,1.5833215350223546,29.08311661698957
98,Ryan Bertrand,Southampton,9.371725037257825,15.229053185543966,18.499862146050674,0.0,0.0,0.0,21.499839791356187,9.083265648286142,43.99967213114754,22.249834202682568,0.0,0.0,0.0,0.9166598360655739,5.583291728763041
99,Emerson Palmieri dos Santos,Chelsea,9.33967399403875,15.176970240312967,5.916622578241431,11.083250745156485,21.99983606557377,0.0,0.0,0.0,0.0,0.08333271236959763,0.0,2.8333122205663193,44.749666542473925,18.333196721311477,16.41654433681073
100,Martín Montoya,Brighton,9.288392324888228,10.062425018628913,2.249983233979136,0.41666356184798814,24.24981929955291,2.0833178092399405,15.666549925484354,3.416641207153502,21.0831762295082,3.416641207153502,0.0,14.499891952309985,1.4999888226527573,21.66650521609538,10.4999217585693
101,Matt Targett,Aston Villa,9.173008569299553,17.035587342984886,11.083250745156485,0.8333271236959763,12.166576005961254,15.833215350223549,37.24972242921014,27.749793219076007,14.333226527570792,0.0,0.0,0.0,0.0,0.0,0.0
102,Ayoze Pérez,Leicester,9.089675856929956,9.847148845007453,17.999865871833087,6.083288002980627,4.833297317436662,12.999903129657229,4.91663002980626,8.583269374068555,18.083198584202684,10.333256333830105,2.3333159463487334,0.0,20.583179955290614,8.41660394932936,2.9999776453055147
103,Solomon March,Brighton,9.076855439642324,14.749890089418777,8.083273099850969,5.083295454545455,0.0,0.0,9.74992734724292,0.0,0.0,0.0,33.166419523099854,13.999895678092402,20.33318181818182,26.16647168405365,1.4166561102831596
