,Name,Team,Threat per fixture adj,Threat per game adj,Threat GW13adj,Threat GW12adj,Threat GW11adj,Threat GW10adj,Threat GW9adj,Threat GW8adj,Threat GW7adj,Threat GW6adj,Threat GW5adj,Threat GW4adj,Threat GW3adj,Threat GW2adj,Threat GW1adj
20,Heung-Min Son,Spurs,27.75620342771983,32.80278586912343,28.333122205663194,61.66620715350224,9.999925484351715,47.49964605067064,11.666579731743669,6.66661698956781,30.83310357675112,16.666542473919524,53.33293591654248,31.666430700447098,62.499534277198215,0.0,0.0
21,Chris Wood,Burnley,27.43569299552906,32.42400081289798,29.166449329359168,64.16618852459017,0.0,0.0,46.666318926974675,6.66661698956781,30.83310357675112,92.49931073025337,4.999962742175858,14.166561102831597,54.166263040238455,6.66661698956781,6.66661698956781
22,Gabriel Fernando de Jesus,Man City,26.474161698956785,34.416410208643825,0.0,1.6666542473919526,22.499832339791357,39.99970193740686,106.66587183308496,8.333271236959762,49.1663002980626,0.0,40.833029061102835,0.0,0.0,39.99970193740686,34.999739195231
23,Ashley Barnes,Burnley,26.21775335320418,28.402566132637862,38.33304769001491,30.83310357675112,14.999888226527572,30.83310357675112,0.0,9.999925484351715,4.999962742175858,44.999664679582715,0.8333271236959763,4.166635618479881,19.166523845007454,67.49949701937408,74.16611400894189
24,Christian Pulisic,Chelsea,25.961345007451563,33.74974850968703,4.999962742175858,83.33271236959762,59.166225782414315,91.66598360655738,20.833178092399404,1.6666542473919526,0.0,0.0,0.0,34.16641207153503,31.666430700447098,3.333308494783905,6.66661698956781
25,Danny Ings,Southampton,25.576732488822657,25.576732488822657,21.66650521609538,29.166449329359168,5.833289865871834,0.8333271236959763,68.33282414307006,50.832954545454555,37.499720566318935,36.666393442622955,1.6666542473919526,19.99985096870343,10.83325260804769,49.1663002980626,0.0
26,Harry Kane,Spurs,25.063915797317442,27.152575447093895,24.999813710879284,15.833215350223549,0.0,15.833215350223549,36.666393442622955,9.999925484351715,25.833140834575264,71.66613263785396,4.166635618479881,31.666430700447098,6.66661698956781,3.333308494783905,79.16607675111774
27,David Silva,Man City,24.486997019374073,26.527580104321913,4.999962742175858,0.0,65.83284277198213,49.1663002980626,28.333122205663194,23.333159463487338,0.0,74.16611400894189,9.166598360655739,12.499906855439642,36.666393442622955,0.0,14.166561102831597
28,Mason Mount,Chelsea,24.102384500745163,24.102384500745163,0.8333271236959763,36.666393442622955,36.666393442622955,29.999776453055144,15.833215350223549,21.66650521609538,6.66661698956781,8.333271236959762,24.166486587183314,7.499944113263786,44.16633755588675,64.16618852459017,16.666542473919524
29,John McGinn,Aston Villa,23.076751117734723,23.076751117734723,24.999813710879284,21.66650521609538,4.999962742175858,21.66650521609538,57.49957153502236,8.333271236959762,29.999776453055144,45.83299180327869,25.833140834575264,0.0,3.333308494783905,35.83306631892698,19.99985096870343
30,Callum Wilson,Bournemouth,22.1793219076006,22.1793219076006,8.333271236959762,24.999813710879284,9.999925484351715,1.6666542473919526,14.166561102831597,14.166561102831597,69.999478390462,17.4998695976155,44.999664679582715,15.833215350223549,15.833215350223549,21.66650521609538,29.166449329359168
31,Jordan Ayew,Crystal Palace,22.115219821162448,23.95815480625932,9.999925484351715,0.0,19.166523845007454,48.33297317436663,9.166598360655739,49.1663002980626,40.833029061102835,15.833215350223549,33.33308494783905,31.666430700447098,14.166561102831597,0.0,15.833215350223549
32,Anwar El Ghazi,Aston Villa,21.730607302533535,23.54149124441133,30.83310357675112,10.83325260804769,14.166561102831597,0.0,29.999776453055144,50.832954545454555,24.999813710879284,7.499944113263786,9.166598360655739,0.0,61.66620715350224,35.83306631892698,6.66661698956781
33,Alexandre Lacazette,Arsenal,21.60240312965723,35.103905085693,49.99962742175857,42.49968330849479,22.499832339791357,56.66624441132639,1.6666542473919526,0.0,0.0,0.0,0.0,57.49957153502236,1.6666542473919526,48.33297317436663,0.0
34,James Maddison,Leicester,21.08958643815202,22.847051974664684,29.166449329359168,28.333122205663194,8.333271236959762,20.833178092399404,29.166449329359168,17.4998695976155,0.0,36.666393442622955,17.4998695976155,24.166486587183314,38.33304769001491,13.33323397913562,10.83325260804769
35,Anthony Martial,Man Utd,20.64087183308495,33.541416728763046,19.99985096870343,37.499720566318935,9.166598360655739,88.3326751117735,0.0,0.0,0.0,0.0,0.0,0.0,29.999776453055144,24.166486587183314,59.166225782414315
36,Mahmoud Ahmed Ibrahim Hassan,Aston Villa,20.576769746646796,24.31800060967349,0.0,30.83310357675112,32.499757824143074,52.49960879284651,8.333271236959762,2.499981371087929,1.6666542473919526,32.499757824143074,0.0,23.333159463487338,3.333308494783905,50.832954545454555,29.166449329359168
37,Ayoze Pérez,Leicester,20.512667660208646,22.2220566318927,45.83299180327869,9.166598360655739,9.999925484351715,107.49919895678093,8.333271236959762,3.333308494783905,19.166523845007454,17.4998695976155,6.66661698956781,0.0,3.333308494783905,25.833140834575264,9.999925484351715
38,Todd Cantwell,Norwich,19.99985096870343,19.99985096870343,32.499757824143074,4.999962742175858,0.0,9.166598360655739,4.999962742175858,40.833029061102835,43.33301043219076,23.333159463487338,27.499795081967218,6.66661698956781,30.83310357675112,34.16641207153503,1.6666542473919526
39,Kevin De Bruyne,Man City,19.93574888226528,21.59706128912072,16.666542473919524,31.666430700447098,44.999664679582715,9.999925484351715,15.833215350223549,0.0,14.999888226527572,33.33308494783905,1.6666542473919526,22.499832339791357,13.33323397913562,31.666430700447098,22.499832339791357
40,Willian Borges Da Silva,Chelsea,18.653707153502236,20.208182749627422,27.499795081967218,27.499795081967218,19.166523845007454,49.1663002980626,29.166449329359168,9.166598360655739,60.83288002980627,8.333271236959762,3.333308494783905,1.6666542473919526,3.333308494783905,3.333308494783905,0.0
41,Riyad Mahrez,Man City,18.269094634873326,26.388692250372586,50.832954545454555,0.0,0.0,0.0,0.0,18.333196721311477,50.832954545454555,41.66635618479881,0.0,36.666393442622955,1.6666542473919526,4.999962742175858,32.499757824143074
42,Aaron Connolly,Brighton,18.24986400894188,20.27762667660209,0.0,3.333308494783905,38.33304769001491,1.6666542473919526,17.4998695976155,89.16600223546946,0.0,14.999888226527572,17.4998695976155,0.0,0.0,0.0,0.0
43,Felipe Anderson Pereira Gomes,West Ham,17.884482116244413,19.37485562593145,1.6666542473919526,1.6666542473919526,26.66646795827124,18.333196721311477,0.0,19.166523845007454,49.99962742175857,17.4998695976155,14.999888226527572,29.999776453055144,52.49960879284651,0.0,0.0
44,Daniel James,Man Utd,17.756277943368108,17.756277943368108,9.166598360655739,30.83310357675112,2.499981371087929,3.333308494783905,0.0,15.833215350223549,14.999888226527572,6.66661698956781,4.999962742175858,56.66624441132639,54.999590163934435,16.666542473919524,14.166561102831597
45,Harvey Barnes,Leicester,17.756277943368108,19.235967771982114,22.499832339791357,27.499795081967218,5.833289865871834,37.499720566318935,34.999739195231,3.333308494783905,7.499944113263786,40.833029061102835,3.333308494783905,20.833178092399404,17.4998695976155,0.0,9.166598360655739
46,Gylfi Sigurdsson,Everton,17.4998695976155,17.4998695976155,36.666393442622955,32.499757824143074,1.6666542473919526,5.833289865871834,11.666579731743669,10.83325260804769,25.833140834575264,14.166561102831597,17.4998695976155,28.333122205663194,3.333308494783905,8.333271236959762,30.83310357675112
47,Nathan Redmond,Southampton,17.179359165424742,20.302879013683786,24.999813710879284,1.6666542473919526,1.6666542473919526,24.166486587183314,23.333159463487338,7.499944113263786,42.49968330849479,29.999776453055144,0.0,0.0,34.16641207153503,9.166598360655739,24.166486587183314
48,Nicolas Pépé,Arsenal,17.11525707898659,18.541528502235472,4.999962742175858,0.0,0.0,10.83325260804769,15.833215350223549,6.66661698956781,19.166523845007454,58.332898658718335,4.166635618479881,62.499534277198215,32.499757824143074,7.499944113263786,0.0
49,Miguel Almirón,Newcastle,16.858848733233984,16.858848733233984,2.499981371087929,24.999813710879284,42.49968330849479,14.166561102831597,6.66661698956781,24.166486587183314,0.0,29.999776453055144,1.6666542473919526,19.99985096870343,29.999776453055144,4.999962742175858,17.4998695976155
50,Harry Wilson,Bournemouth,16.666542473919524,18.055421013412815,8.333271236959762,29.166449329359168,54.166263040238455,17.4998695976155,9.999925484351715,1.6666542473919526,0.0,14.166561102831597,12.499906855439642,14.999888226527572,20.833178092399404,33.33308494783905,0.0
51,Matt Doherty,Wolves,16.602440387481376,17.985977086438158,17.4998695976155,39.99970193740686,32.499757824143074,29.166449329359168,3.333308494783905,0.0,27.499795081967218,27.499795081967218,29.999776453055144,0.0,8.333271236959762,0.0,0.0
52,Theo Walcott,Everton,16.602440387481373,21.583172503725784,21.66650521609538,21.66650521609538,4.999962742175858,44.999664679582715,84.99936661698958,0.0,0.0,24.999813710879284,7.499944113263786,0.0,4.999962742175858,0.0,0.0
53,Jack Grealish,Aston Villa,16.538338301043222,19.5453089012329,43.33301043219076,0.0,0.0,0.0,71.66613263785396,35.83306631892698,15.833215350223549,4.999962742175858,8.333271236959762,16.666542473919524,9.166598360655739,9.166598360655739,0.0
54,Alex Iwobi,Everton,16.217827868852456,19.16652384500745,2.499981371087929,22.499832339791357,1.6666542473919526,22.499832339791357,23.333159463487338,48.33297317436663,4.999962742175858,1.6666542473919526,48.33297317436663,17.4998695976155,17.4998695976155,0.0,0.0
55,Abdoulaye Doucouré,Watford,16.15372578241431,16.15372578241431,17.4998695976155,26.66646795827124,19.99985096870343,7.499944113263786,16.666542473919524,10.83325260804769,7.499944113263786,0.0,27.499795081967218,18.333196721311477,50.832954545454555,4.999962742175858,1.6666542473919526
56,Youri Tielemans,Leicester,16.025521609538004,16.025521609538004,1.6666542473919526,20.833178092399404,4.999962742175858,35.83306631892698,20.833178092399404,0.0,27.499795081967218,8.333271236959762,0.8333271236959763,36.666393442622955,0.8333271236959763,19.166523845007454,30.83310357675112
57,Joshua King,Bournemouth,15.961419523099853,17.291537816691505,0.0,14.166561102831597,46.666318926974675,15.833215350223549,1.6666542473919526,6.66661698956781,30.83310357675112,16.666542473919524,19.166523845007454,1.6666542473919526,12.499906855439642,23.333159463487338,18.333196721311477
58,John Lundstram,Sheffield Utd,15.833215350223547,15.833215350223547,34.999739195231,10.83325260804769,64.16618852459017,18.333196721311477,1.6666542473919526,4.999962742175858,31.666430700447098,0.0,0.0,3.333308494783905,14.999888226527572,18.333196721311477,2.499981371087929
59,David McGoldrick,Sheffield Utd,15.705011177347245,20.416514530551417,25.833140834575264,7.499944113263786,19.166523845007454,53.33293591654248,3.333308494783905,0.0,0.0,0.0,44.16633755588675,0.0,0.0,44.16633755588675,6.66661698956781
60,Joelinton Cássio Apolinário de Lira,Newcastle,15.705011177347243,15.705011177347243,10.83325260804769,34.16641207153503,4.166635618479881,14.166561102831597,4.999962742175858,4.999962742175858,1.6666542473919526,29.166449329359168,4.999962742175858,31.666430700447098,33.33308494783905,9.999925484351715,19.99985096870343
61,James Ward-Prowse,Southampton,15.512704918032789,15.512704918032789,74.99944113263787,5.833289865871834,27.499795081967218,12.499906855439642,21.66650521609538,0.8333271236959763,9.166598360655739,28.333122205663194,0.0,1.6666542473919526,3.333308494783905,1.6666542473919526,14.166561102831597
62,Lucas Rodrigues Moura da Silva,Spurs,15.512704918032787,18.333196721311477,34.16641207153503,12.499906855439642,9.166598360655739,0.0,19.99985096870343,21.66650521609538,0.0,1.6666542473919526,0.0,0.0,20.833178092399404,54.999590163934435,26.66646795827124
63,Andre Gray,Watford,14.743479880774963,15.972103204172877,1.6666542473919526,31.666430700447098,16.666542473919524,1.6666542473919526,0.0,9.166598360655739,41.66635618479881,32.499757824143074,4.999962742175858,3.333308494783905,34.16641207153503,0.0,14.166561102831597
64,Yerry Mina,Everton,14.422969448584208,15.624883569299557,3.333308494783905,28.333122205663194,3.333308494783905,0.0,28.333122205663194,3.333308494783905,59.166225782414315,3.333308494783905,1.6666542473919526,36.666393442622955,19.99985096870343,0.0,0.0
65,Andriy Yarmolenko,West Ham,14.358867362146052,15.55543964232489,0.0,26.66646795827124,0.0,29.999776453055144,9.166598360655739,1.6666542473919526,22.499832339791357,39.16637481371088,17.4998695976155,29.166449329359168,10.83325260804769,0.0,0.0
66,Lys Mousset,Sheffield Utd,14.294765275707903,18.583194858420274,9.166598360655739,51.66628166915053,29.166449329359168,14.166561102831597,34.16641207153503,9.999925484351715,1.6666542473919526,15.833215350223549,19.99985096870343,0.0,0.0,0.0,0.0
67,Scott McTominay,Man Utd,14.294765275707901,15.485995715350226,0.0,30.83310357675112,20.833178092399404,20.833178092399404,5.833289865871834,18.333196721311477,19.99985096870343,20.833178092399404,0.0,0.8333271236959763,35.83306631892698,9.999925484351715,1.6666542473919526
68,Ryan Fraser,Bournemouth,14.230663189269752,15.416551788375564,16.666542473919524,33.33308494783905,33.33308494783905,24.166486587183314,6.66661698956781,14.999888226527572,0.0,0.0,5.833289865871834,16.666542473919524,0.0,29.166449329359168,4.166635618479881
69,Nicolás Otamendi,Man City,13.71784649776453,22.291500558867362,0.0,0.0,0.0,0.0,0.0,6.66661698956781,1.6666542473919526,42.49968330849479,46.666318926974675,1.6666542473919526,33.33308494783905,45.83299180327869,0.0
70,Marco Stiepermann,Norwich,13.333233979135619,15.75745833897846,0.0,3.333308494783905,0.8333271236959763,3.333308494783905,0.0,74.16611400894189,19.166523845007454,3.333308494783905,4.999962742175858,29.166449329359168,0.0,19.166523845007454,15.833215350223549
71,Andreas Pereira,Man Utd,13.205029806259317,14.305448956780927,0.0,29.166449329359168,17.4998695976155,4.999962742175858,14.166561102831597,14.166561102831597,39.99970193740686,13.33323397913562,15.833215350223549,19.166523845007454,0.0,0.0,3.333308494783905
72,Dominic Calvert-Lewin,Everton,13.140927719821162,15.530187305243192,3.333308494783905,16.666542473919524,5.833289865871834,15.833215350223549,0.0,0.0,47.49964605067064,0.0,53.33293591654248,6.66661698956781,14.999888226527572,1.6666542473919526,4.999962742175858
73,James Tarkowski,Burnley,13.076825633383011,13.076825633383011,74.99944113263787,3.333308494783905,0.0,3.333308494783905,0.0,4.999962742175858,5.833289865871834,0.0,1.6666542473919526,6.66661698956781,17.4998695976155,21.66650521609538,29.999776453055144
74,Allan Saint-Maximin,Newcastle,12.6922131147541,18.333196721311477,24.166486587183314,24.999813710879284,40.833029061102835,38.33304769001491,2.499981371087929,12.499906855439642,0.0,9.166598360655739,0.0,0.0,1.6666542473919526,0.0,10.83325260804769
75,Dominic Solanke,Bournemouth,12.499906855439644,14.772617192792307,0.0,8.333271236959762,0.0,6.66661698956781,43.33301043219076,6.66661698956781,21.66650521609538,3.333308494783905,18.333196721311477,7.499944113263786,44.999664679582715,1.6666542473919526,0.0
76,Pascal Groß,Brighton,12.435804769001491,13.472121833084948,0.0,17.4998695976155,9.999925484351715,7.499944113263786,33.33308494783905,24.999813710879284,15.833215350223549,12.499906855439642,14.166561102831597,0.0,0.0,22.499832339791357,3.333308494783905
77,Jeffrey Schlupp,Crystal Palace,12.37170268256334,14.621103170302128,7.499944113263786,1.6666542473919526,14.166561102831597,0.0,0.0,29.999776453055144,13.33323397913562,34.16641207153503,16.666542473919524,30.83310357675112,3.333308494783905,9.166598360655739,0.0
78,Emiliano Buendía,Norwich,12.243498509687036,12.243498509687036,0.0,3.333308494783905,7.499944113263786,6.66661698956781,1.6666542473919526,43.33301043219076,32.499757824143074,24.166486587183314,4.166635618479881,1.6666542473919526,7.499944113263786,6.66661698956781,19.99985096870343
79,Sofiane Boufal,Southampton,12.179396423248884,15.833215350223549,26.66646795827124,9.166598360655739,0.0,0.0,0.0,0.0,10.83325260804769,49.1663002980626,18.333196721311477,37.499720566318935,1.6666542473919526,0.0,4.999962742175858
80,Ilkay Gündogan,Man City,12.051192250372582,13.055458271236963,0.0,12.499906855439642,49.1663002980626,30.83310357675112,15.833215350223549,2.499981371087929,28.333122205663194,0.0,0.0,2.499981371087929,1.6666542473919526,13.33323397913562,0.0
81,Jeff Hendrick,Burnley,12.051192250372582,15.666549925484356,15.833215350223549,19.99985096870343,4.999962742175858,3.333308494783905,29.999776453055144,29.166449329359168,29.999776453055144,17.4998695976155,5.833289865871834,0.0,0.0,0.0,0.0
82,Andrew Robertson,Liverpool,11.730681818181818,11.730681818181818,0.0,0.0,29.166449329359168,13.33323397913562,1.6666542473919526,17.4998695976155,2.499981371087929,1.6666542473919526,30.83310357675112,1.6666542473919526,30.83310357675112,17.4998695976155,5.833289865871834
83,John Fleck,Sheffield Utd,11.666579731743667,13.787776046606153,30.83310357675112,5.833289865871834,15.833215350223549,1.6666542473919526,8.333271236959762,14.166561102831597,19.99985096870343,1.6666542473919526,52.49960879284651,0.0,0.0,0.8333271236959763,0.0
84,Roberto Pereyra,Watford,11.41017138599106,13.484748001625798,0.0,0.0,15.833215350223549,12.499906855439642,16.666542473919524,9.999925484351715,6.66661698956781,4.999962742175858,24.166486587183314,9.166598360655739,0.0,23.333159463487338,24.999813710879284
85,Trent Alexander-Arnold,Liverpool,11.410171385991058,11.410171385991058,1.6666542473919526,1.6666542473919526,24.166486587183314,14.166561102831597,3.333308494783905,6.66661698956781,0.8333271236959763,5.833289865871834,29.999776453055144,0.0,46.666318926974675,3.333308494783905,9.999925484351715
86,Onel Hernández,Norwich,11.217865126676601,24.30537444113264,48.33297317436663,19.99985096870343,4.999962742175858,52.49960879284651,1.6666542473919526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.333196721311477
87,Tom Cleverley,Watford,11.15376304023845,16.110991058122206,0.0,0.0,0.0,0.0,0.0,1.6666542473919526,30.83310357675112,14.999888226527572,64.16618852459017,16.666542473919524,16.666542473919524,0.0,0.0
88,Che Adams,Southampton,10.961456780923994,15.833215350223547,0.0,0.0,0.0,0.0,0.0,3.333308494783905,0.0,9.999925484351715,43.33301043219076,8.333271236959762,46.666318926974675,13.33323397913562,17.4998695976155
89,Harry Maguire,Man Utd,10.705048435171388,10.705048435171388,4.999962742175858,11.666579731743669,3.333308494783905,19.99985096870343,0.0,25.833140834575264,12.499906855439642,17.4998695976155,17.4998695976155,0.0,15.833215350223549,3.333308494783905,6.66661698956781
90,Leandro Trossard,Brighton,10.640946348733236,19.761757504790296,9.999925484351715,0.0,29.166449329359168,6.66661698956781,0.0,0.0,0.0,0.0,0.0,49.1663002980626,14.166561102831597,29.166449329359168,0.0
91,Virgil van Dijk,Liverpool,10.192231743666172,10.192231743666172,46.666318926974675,1.6666542473919526,3.333308494783905,14.166561102831597,0.0,3.333308494783905,1.6666542473919526,0.0,24.166486587183314,1.6666542473919526,16.666542473919524,1.6666542473919526,17.4998695976155
92,Steven Alzate,Brighton,10.092517386984602,12.976093783265915,0.0,1.6666542473919526,28.333122205663194,29.166449329359168,6.66661698956781,1.6666542473919526,18.333196721311477,4.999962742175858,0.0,0.0,0.0,0.0,0.0
93,Ross Barkley,Chelsea,10.064027570789866,21.805393070044712,0.0,0.0,0.0,0.0,4.999962742175858,0.0,42.49968330849479,0.0,1.6666542473919526,24.166486587183314,42.49968330849479,0.0,14.999888226527572
94,Michail Antonio,West Ham,9.999925484351715,32.499757824143074,36.666393442622955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.999664679582715,48.33297317436663,0.0
95,Cenk Tosun,Everton,9.743517138599106,31.666430700447098,59.99955290611029,32.499757824143074,17.4998695976155,0.0,0.0,0.0,0.0,16.666542473919524,0.0,0.0,0.0,0.0,0.0
96,Craig Dawson,Watford,9.55121087928465,9.55121087928465,4.999962742175858,0.0,1.6666542473919526,14.999888226527572,0.0,14.166561102831597,1.6666542473919526,0.0,0.0,33.33308494783905,16.666542473919524,5.833289865871834,30.83310357675112
97,Lucas Digne,Everton,9.4871087928465,9.4871087928465,9.166598360655739,4.999962742175858,6.66661698956781,1.6666542473919526,2.499981371087929,1.6666542473919526,2.499981371087929,20.833178092399404,11.666579731743669,9.999925484351715,9.999925484351715,23.333159463487338,18.333196721311477
98,Gary Cahill,Crystal Palace,9.487108792846499,11.212037664273135,0.0,0.0,3.333308494783905,16.666542473919524,0.0,29.999776453055144,18.333196721311477,5.833289865871834,14.166561102831597,19.99985096870343,14.999888226527572,0.0,0.0
99,Jetro Willems,Newcastle,9.487108792846497,12.333241430700447,0.0,40.833029061102835,1.6666542473919526,16.666542473919524,4.999962742175858,19.99985096870343,0.0,14.999888226527572,14.166561102831597,8.333271236959762,0.0,0.0,1.6666542473919526
100,Callum Robinson,Sheffield Utd,9.358904619970195,11.060523641782957,1.6666542473919526,0.0,0.0,3.333308494783905,0.0,29.999776453055144,8.333271236959762,0.0,0.0,33.33308494783905,3.333308494783905,17.4998695976155,24.166486587183314
101,Michy Batshuayi,Chelsea,9.358904619970195,15.208220007451567,4.999962742175858,29.999776453055144,16.666542473919524,0.0,0.0,15.833215350223549,6.66661698956781,6.66661698956781,40.833029061102835,0.0,0.0,0.0,0.0
102,Dwight McNeil,Burnley,9.358904619970193,9.358904619970193,0.0,5.833289865871834,0.0,24.166486587183314,21.66650521609538,3.333308494783905,6.66661698956781,4.999962742175858,3.333308494783905,10.83325260804769,16.666542473919524,24.166486587183314,0.0
103,Conor Hourihane,Aston Villa,9.294802533532044,15.104054116989571,18.333196721311477,0.0,9.999925484351715,0.0,29.166449329359168,10.83325260804769,37.499720566318935,14.999888226527572,0.0,0.0,0.0,0.0,0.0
104,Philip Billing,Bournemouth,9.294802533532042,9.294802533532042,0.0,19.166523845007454,1.6666542473919526,9.166598360655739,11.666579731743669,2.499981371087929,29.166449329359168,2.499981371087929,31.666430700447098,2.499981371087929,1.6666542473919526,0.8333271236959763,8.333271236959762
105,Georginio Wijnaldum,Liverpool,9.294802533532042,9.294802533532042,14.166561102831597,6.66661698956781,10.83325260804769,15.833215350223549,5.833289865871834,14.166561102831597,14.166561102831597,5.833289865871834,10.83325260804769,7.499944113263786,9.999925484351715,3.333308494783905,1.6666542473919526
106,Adama Traoré,Wolves,9.102496274217586,9.861037630402384,11.666579731743669,9.999925484351715,4.999962742175858,24.999813710879284,0.8333271236959763,21.66650521609538,6.66661698956781,24.166486587183314,0.0,1.6666542473919526,6.66661698956781,4.999962742175858,0.0
107,Nathan Aké,Bournemouth,9.038394187779435,9.038394187779435,17.4998695976155,0.0,0.0,0.0,4.999962742175858,0.0,21.66650521609538,14.166561102831597,4.999962742175858,1.6666542473919526,19.166523845007454,14.999888226527572,18.333196721311477
