,Name,Team,Team games,Played,Threat per fixture adj,Threat per game adj,Threat GW29adj,Threat GW28adj,Threat GW27adj,Threat GW26adj,Threat GW25adj,Threat GW24adj*,Threat GW24adj,Threat GW23adj,Threat GW22adj,Threat GW21adj,Threat GW20adj,Threat GW19adj,Threat GW18adj,Threat GW17adj,Threat GW16adj,Threat GW15adj,Threat GW14adj,Threat GW13adj,Threat GW12adj,Threat GW11adj,Threat GW10adj,Threat GW9adj,Threat GW8adj,Threat GW7adj,Threat GW6adj,Threat GW5adj,Threat GW4adj,Threat GW3adj,Threat GW2adj,Threat GW1adj
21,Sebastien Haller,West Ham,29,27,0.26415200974121583,0.2837188252776022,0.07894572366377453,0.7140595764829327,0.12554483263380656,,0.0,0.0,0.0,1.0005342380204003,0.3928488214224412,0.14699301672005546,0.28866463973510287,0.022513412404829212,,0.3236316817324454,0.0,0.0,0.0,0.3402725140769346,0.02510722692760598,0.2660865589785385,0.0,0.08012515655354119,0.7983138096437364,0.12218705950016774,0.08101746663215378,0.11627239072863835,0.8844176090490316,1.738901331860632,,0.11397121572849252
22,Troy Deeney,Watford,29,18,0.2629916149379238,0.42370871295554385,0.05751531610514637,1.592698947288156,0.0,0.034595216079319,0.0,,0.8730650217788567,1.2283947315305248,0.19727775378811627,0.0,1.2185037457214274,0.10543598045398406,1.6207184043472949,0.0,0.058727016318376735,0.06296980352994616,,0.0,,,,,,,,,,,0.5368753132193773,0.03997958303926497
23,Harry Kane,Spurs,29,20,0.26279391058925855,0.3810511703544249,,,,,,,,,,0.15504033437817494,0.8382485324611242,0.28850724220973384,0.23865283922836417,0.1333842773743189,0.2214609535695447,0.13207040961465227,0.3910405310891251,0.32506290600774584,0.5424236180003253,,0.9067518080354827,0.0824070936387009,0.07944429239909749,0.5490997668364809,0.948371999153317,0.028948619020469347,0.8389751144580385,0.3590195403582505,0.0091995496819936,0.5529139795735576
24,Heung-Min Son,Spurs,29,21,0.260022191256012,0.35907826411544513,,,,1.3517662153685193,0.5373057065914255,,0.947548245894043,0.16863877951796064,0.3074603641131954,,,,0.0548802695251907,0.10625040402456869,0.727847583486197,0.10462117887017812,0.18705085988987014,0.22941834644302286,0.8237066168445093,0.024742673465998215,0.8459600008455147,0.042925166548680276,0.0,0.009799561749398621,0.48369632224040593,0.29882222745141024,0.14194396088089856,0.14625906267336253,,
25,Bamidele Alli,Spurs,29,22,0.25460114690836844,0.3356106027428493,0.9426264114125371,1.1557988456855603,0.0,0.9280755360851518,0.0,,0.6142395312787103,0.48496417816553283,0.10955679506658951,0.07839703452167225,0.24899593386265384,0.145401226228012,0.0,0.21099677709621362,0.061267435855578145,0.40033938140069736,1.3031972590423686,0.052463166451003254,0.0,0.11170930820635766,0.03908953056649841,0.49631490941754713,,,,,0.0,,,
26,Oliver McBurnie,Sheffield Utd,28,26,0.24648991941079612,0.26545068244239584,0.18891867705727655,,1.26959308786006,0.12299968861195305,0.01307060594813366,,0.8669397104287534,0.5292666001318028,0.5924542296139501,0.832173223496691,0.0,0.2528049099722929,0.40898764051545655,0.0,0.0,0.3773465001860588,0.18835148990946635,0.15865795709599734,,0.0,,0.02563462036828642,0.01485640451813565,0.39196136869094894,0.0,0.0,0.0,0.04436125353378782,0.16938411552675642,0.45395566003648413
27,Ashley Barnes,Burnley,29,19,0.2441020960942808,0.3725768835123233,,,,,,,,,,0.010712648269342475,0.07111088493484535,0.0,0.012233726948580992,0.06317641564947768,,0.0,0.02281429751050315,0.8674290339835499,0.43742725160333745,0.5357659128498156,2.3925815852987258,,0.10627778976672972,0.0,0.20938285011868513,0.02006155863210122,0.16145246069639588,0.5698084678563499,0.9161159259271944,0.6826099766885069
28,Wesley Moraes,Aston Villa,28,21,0.2371003919375971,0.31613385591679616,,,,,,,,,,0.6038072746792246,0.3445710038755537,0.0,0.22587750934575318,0.05542092850381633,0.11466007846284591,0.0,0.15303358128742856,0.5635918143259423,0.16398839502028775,0.2024165978065205,0.1563689235358991,0.18248459413622448,2.0519008399364,0.0,0.5890687038737857,0.48015864117975715,0.06959943528543609,0.553650255758761,0.10086119939305517,0.02735119784602717
29,David McGoldrick,Sheffield Utd,28,21,0.23648487429511314,0.3153131657268175,0.0,,0.0,,,,,,0.030147667751735392,0.049065944710713495,0.0,0.0,1.0524498031858809,0.7498224467906195,0.37920110725450307,0.06181054135413787,0.6943632625420506,0.6591143070984273,0.015376428742278373,0.10580093616905657,0.5969218265067416,0.0,,,,1.127134239236183,0.0,0.0,0.6247692047849832,0.4755987641358576
30,Harvey Barnes,Leicester,29,27,0.2261693419985193,0.24292262659100222,0.4451069247462375,0.12839702258234117,0.0,0.10670027149060281,0.9695981977678245,,0.8173224306598643,0.5829099626152293,0.02574643642579039,,0.05770985226951128,0.0,0.7781695971812449,0.09520710055128744,0.7038092015212731,0.5968518186504367,0.0,0.28093981767802934,0.15893057691063908,0.05841979088337041,0.21681929634028999,0.16598092663090902,0.0,0.04565345399891781,0.23483805912580905,0.0,0.0390276326007843,0.027299218145094447,,0.023473329181573643
31,Gerard Deulofeu,Watford,29,28,0.22596698259803497,0.23403723197653623,,0.10827756374510418,0.13981525023616895,0.05190247013107192,0.20338273825459982,,0.3089692654708391,0.1836270288025024,0.5736974567716371,0.5919495289643119,0.0,0.5397452016058235,0.16304383863793515,0.4101898362270185,0.10761069375539684,0.0,0.0,0.20468898195840107,0.2792194260102729,1.1049492805733379,0.33640151374216176,0.19396446297416192,0.0,0.05093971045812558,0.35951809465478723,0.2396425243643796,0.0,0.373096313068675,0.0,0.028411314936299902
32,Mason Mount,Chelsea,29,29,0.22567246220608334,0.22567246220608334,0.44901202206962865,0.08472739675578252,0.11525403028490773,0.11962551317656155,0.17785788752628265,,0.0,0.34390806504991095,0.18577207807655294,0.05102923927743248,0.048889739127501816,0.079216395452293,0.16817336323804138,0.2515458259735478,0.2559351918974481,0.1487497286169042,0.07276614625115488,0.07548992428560522,0.2900808116364605,0.22022175283601728,0.18652177245809465,0.10301161382964832,0.8317719241047816,0.0,0.5978640299786605,0.7395223584497423,0.12591969249711332,0.4020821754254679,0.35501876953037853,0.06453395617049663
33,Alexandre Lacazette,Arsenal,28,20,0.2226879431110989,0.3117631203555385,0.4106045086719598,,,0.3916817522946265,0.4582907127474235,,0.0,0.09342189371388233,1.0543876545350215,0.35305453297461925,0.0,0.2751258912930466,0.0,,,0.0375692039612693,0.11584591957831682,0.6535049421046248,0.9269594534583024,0.28845262183628817,0.23531661408289353,0.0,,,,,0.49906799255723766,0.0,0.44197871330125726,
34,Anwar El Ghazi,Aston Villa,28,25,0.2185318361883688,0.24475565653097306,0.0,,0.0,0.3177114891456251,0.0,,0.03088325382305469,0.24554777413215756,1.3725252871740352,,0.0357042164249058,0.06635561033238827,0.27135920472606456,0.023638349274038552,0.8918738716588169,,0.0,0.5089906250159938,0.04396391212500461,0.135355559065902,0.0,0.7166659191733453,0.49950274756664925,0.27502682870436784,0.048079989815461924,0.04402096882959923,,0.32111486661192934,0.24166609241852993,0.02890484725645501
35,Jay Rodriguez,Burnley,29,28,0.21474359417867764,0.22241300825648755,0.6243227520475823,0.33926560854450444,0.9974343104017313,0.5240842573477392,0.6721751785332211,,0.07891237206758242,0.011198940947482496,,0.6391887847698134,0.05082358626847355,0.01869808379199299,0.10945500731189171,0.0,0.659725077407058,0.0,0.07736678865332298,0.13205694327171624,0.0,0.05337158883219434,0.27816039281819616,0.01681803032650654,0.12026485686566668,0.25910621349990504,0.0,0.0,0.541912389860417,0.0,0.023223067614653852,0.0
36,Ismaila Sarr,Watford,29,19,0.2145650126302863,0.3274939666462265,0.04245820807581409,2.2456313926838134,0.0,,,,,0.389631368386951,0.05344797969167455,0.6244986194424309,0.41461049358576824,0.0,0.29983812047282243,0.728014609362015,0.8361121965307515,0.0,0.37153923189052995,0.0,,,,,0.0,0.09822316063216599,0.0,0.10862567438177922,,0.009754311141785748,,
37,Jordan Ayew,Crystal Palace,29,28,0.21331959940495132,0.2209381565265567,0.20904967359393095,0.29802250673511305,0.3432929621289795,0.0,0.0,,0.10675130589954197,0.0,0.08583400002557541,0.08639195320676792,0.03546255615428497,0.7400130402262042,0.013351788918117675,0.06376824230318998,0.057484949817268274,0.13871945573673103,0.1152135261747872,0.46057223792279706,0.0,0.20715300377350007,0.6549789633086337,0.688768236691395,0.47433998047765624,0.14823192257842968,0.031768335208501156,0.08255597691958631,0.1327637031757218,0.4080447103196068,,0.6037353514472684
38,Todd Cantwell,Norwich,29,29,0.20552742140882604,0.20552742140882604,0.0,0.0,0.0,0.07673513075895871,0.0,,0.2217346573790984,0.08071706656069101,0.11401141515744088,0.7104634683854492,0.0,0.05501642137627223,0.09997882753298273,0.10570595375684692,0.084774439442648,0.0,0.22327569629069877,0.4526640524597449,0.0,0.0,0.16521190530100774,0.0,0.13160477958239994,0.3971098155789209,0.13466778784678313,1.0359953039477297,0.38172091339509234,1.0284378321302705,0.46046975397291956,0.0
39,Matt Doherty,Wolves,29,27,0.20496729791783053,0.2201500607265587,0.0,0.5716560189379408,0.22234134775111933,0.0,0.45283713289011923,,0.3498782129575548,0.0,0.4199044205429698,0.6992438530849692,,0.13955343593611574,0.41442469359143297,0.0,0.08965931250236665,0.0,0.47149497376736055,0.09100236079463475,0.08142948404820156,0.1589700674443774,0.5540880894254815,0.0,0.0,0.7253786425774361,0.43231416346729346,0.057229314892651865,,0.012646115005059775,0.0,0.0
40,Jack Grealish,Aston Villa,28,26,0.20440710900972478,0.2201307327797036,0.0,,0.03677170076711205,0.16890005539435735,0.19011210295987085,,0.0720636087330603,0.2510411637922097,0.2053639695133552,0.09635349549708656,0.06699840044728107,0.06289891928081862,0.09914972752869117,0.9461043192466865,0.09742809481521926,0.0,0.9740884331561053,0.3634752493130697,,,0.0,0.8079263558659695,0.4434046458795073,0.15792332046112212,0.0,0.2786287182383492,0.03290029694648904,0.0676725447971407,0.3041939296387927,0.0
41,Miguel Almiron,Newcastle,29,28,0.2004582789145905,0.20761750316154015,0.8017404411681645,0.3392297941437602,0.0,0.0,0.31505591599413063,,0.0,0.0,0.19004931940534614,0.12281069274028754,0.9468235474313079,0.030526432894347772,0.5359695170708221,,0.1341026409173767,0.03673892822651106,0.03744563490535419,0.019839193829578654,0.15128262691981956,0.5243617133845797,0.2307226221231897,0.03623141745316611,0.5015595509985245,0.0,0.4260616225527745,0.0,0.12408097437059189,0.2062398424623527,0.032505907533480934,0.06991175199765792
42,Michail Antonio,West Ham,29,15,0.19764657229816016,0.38211670644310963,1.1177076379960085,0.8910134020405843,0.0,0.11807640565512226,0.39950930968829934,,0.26817789165894645,,,,0.036791603325056994,0.2220355296362528,,0.11762604589995611,0.15165589634739043,,1.3494254749605552,0.16390922071422123,,,,,,,,,,0.43371013673233716,0.46211204199191414,0.0
43,Kevin De Bruyne,Man City,28,26,0.19044432312290843,0.20509388644005522,,,0.18572945469734028,0.09363991470202777,0.13689642757433992,,0.04777638981103455,0.16156016705633014,0.0,0.02191513837902381,0.2899423857284361,0.06554922127220919,0.2626220855395091,0.2961317920111152,0.428726223093802,0.14907722878230692,0.21040103841982535,0.33090955874807143,0.07725569186849675,0.16599081126467183,0.04181265557809419,0.48312717246716397,,0.1449285188256805,0.5717669830338621,0.0,0.6655792164108901,0.21109258689924346,0.2539414005640051,0.03606898471395588
44,Christian Pulisic,Chelsea,29,16,0.1902190888321774,0.3447720985083215,,,,,,,,,,0.24302848617130765,,0.08445424449182831,,0.45052285613876186,0.07566459517717428,0.2774817526400335,0.8191443956603331,0.0,1.062825193440606,0.8200956091796275,0.4548468282693671,0.3794969404592013,0.0,,,,0.6194468382892454,0.16488529503816207,0.0,0.06446054117749592
45,Bernardo Mota Veiga de Carvalho e Silva,Man City,28,24,0.188463255426995,0.21987379799816084,0.0,,0.10262280465928496,0.14170419707648407,0.10844693459822827,,0.0,0.1586140811370643,,,0.0,0.051251385389438735,0.0,0.0,0.13376355159744305,0.5833953393507221,0.29043970278908693,,0.07810714099587691,0.10741579546295928,0.37565660261728356,0.09394285101205374,0.5745270618192577,0.0,1.3771590283510176,0.0701712285529293,0.2603291352656647,0.2586312140340573,0.5107930972470062,
46,Lys Mousset,Sheffield Utd,28,23,0.1883449862588773,0.22928954848906802,,,,0.11901941926091415,0.11532537416962174,,0.14947686740143035,0.3940085570652304,0.2822762845419214,0.0,1.1748132729283263,0.08343083706607414,0.04500198624083626,0.0,0.0408093707432688,0.02881802135137629,0.509045895661605,0.06903626257131848,0.3425627393824164,0.5660081681431178,0.043791308048198856,0.6387952641699708,0.01837588697878337,0.0,0.5069024952796876,0.14616160424446664,0.0,,,
47,Riyad Mahrez,Man City,28,23,0.1822079489848822,0.2218183726772479,0.0,,0.13397233039745982,,0.03764009697540069,,0.38646737922611907,0.04847956345227817,0.419526402735861,0.38876971365249496,0.27729333250170296,0.0,0.888067552121152,0.0952767280795375,0.3212641331999329,0.09357709054744598,0.0,0.48830956133925185,,,,,0.08223210216831005,0.43851713272569576,0.5176267488365511,0.0,0.16730275277496226,0.0,0.0,0.3174999508425445
48,Ayoze Perez,Leicester,29,25,0.18095589064957254,0.20990883315350417,,0.281590090620057,0.0,0.14752790336920535,0.0,,0.7509909491892588,0.184158974365943,0.0,0.6830118999290433,0.0,0.0,0.03303275051940544,,,0.08479192446745593,0.2600535538984946,1.0919259511795236,0.05267322446379859,0.0,0.92238522218001,0.10577149675498884,0.0,0.44443927840786057,0.04604962425271168,0.0,,0.0,0.07432257407475834,0.08499541116508891
49,John Lundstram,Sheffield Utd,28,27,0.1797948075255975,0.18645387447099002,0.22585670656518955,,0.0,0.4950157700690918,0.023862907674825126,,0.0,0.02157301825711484,0.07147901152459392,0.062286145355144186,,0.0222601300332366,0.04359685535824694,0.050959135025855834,0.018107948201033338,0.026555101796760357,0.0,0.6766902351325109,0.3881624517228863,1.446998655517127,0.14828824405169122,0.0,0.060127671975829904,0.25618711645250614,0.0,0.0,0.0,0.4883755653444091,0.4918858256603609,0.015986114998315353
50,Joshua King,Bournemouth,29,19,0.1763058796744084,0.269098447924097,,1.1459496268545835,0.0,0.0,,,,,,,0.04311257717882471,0.1962092540187918,0.0,0.3510513489591271,,,,,0.5613502629308662,1.7290664479468447,0.04673832816091721,0.0,0.024416367124207014,0.3052364315176004,0.046871810158355016,0.028709345601541078,0.0,0.04824476212393888,0.5557908117037337,0.030123136278511892
51,Nicolas Pepe,Arsenal,28,24,0.17324643715128257,0.20212084334316302,0.06336844359482162,,0.08250839459148533,0.4448292291698359,,,0.0,0.1507351203225897,0.05863560945569182,0.6527935078640907,0.0,0.0,,0.05268175358639988,0.035846893096042276,0.16576357362401853,,0.08749874937930485,0.0,,0.15441944688193418,0.7396856159626404,0.0553916127229563,0.14738522397014747,0.6935519950260166,0.0720565050330954,0.3522413856521003,0.7958951222626209,0.04561205804011986,0.0
52,James Ward-Prowse,Southampton,29,29,0.17289922955500558,0.17289922955500558,0.0,0.0,0.02306755351728505,0.0,0.029838141746056993,,0.0,0.0,0.09315941218142662,0.0,0.08273347858577315,0.0,0.06825860291848086,0.07000456286720544,0.10223978283934025,0.0,0.20384000918724401,1.3968377883807594,0.05657072927319678,1.2841582552661894,0.06394920649249775,0.2734473984110938,0.13241125473281531,0.051623775537477226,0.9031600858771778,0.0,0.0,0.11108153326108441,0.0,0.06769608602005742
53,Lucas Rodrigues Moura da Silva,Spurs,29,27,0.16174687587745235,0.17372812594244882,0.020850771755982433,0.21748508234096176,0.1870077483010885,0.2596927251916392,0.0,,0.05990979357743525,0.5148467062556951,0.22579254214769603,0.14834302873459487,0.03900587444098325,0.05615554340277711,0.0,0.2319690037874425,0.7077250872273427,0.0,0.0,0.9215981092886542,0.0503372486159111,0.13185608375603552,0.0,0.08232312207425102,0.1764811751435214,,0.0,0.0,,0.37338649381336086,0.06458641755836418,0.22130684303238074
