,id,goals,own_goals,shots,xG,time,player_id,team_id,position,player,h_a,yellow_card,red_card,roster_in,roster_out,key_passes,assists,xA,xGChain,xGBuildup,positionOrder,team
72,341211,1,0,2,0.6975124478340149,90,7384,73,DC,Chris Mepham,h,0,0,0,0,0,0,0,0.07839858531951904,0,3,Bournemouth
73,341209,0,0,2,0.1466239094734192,90,579,73,DC,Nathan Aké,h,0,0,0,0,2,0,0.8119425773620605,0.014039821922779083,0,3,Bournemouth
74,341212,0,0,0,0,90,825,73,DMR,Adam Smith,h,1,0,0,0,0,0,0,0,0,5,Bournemouth
75,341213,0,0,1,0.013739189133048058,90,5065,73,DML,Diego Rico,h,0,0,0,0,1,0,0.02280767261981964,0,0,6,Bournemouth
76,341214,0,0,2,0.048081524670124054,90,2182,73,MC,Jefferson Lerma,h,0,0,0,0,0,0,0,0.048081524670124054,0,9,Bournemouth
77,341215,0,0,2,0.043391212821006775,90,6034,73,MC,Philip Billing,h,0,0,0,0,2,0,0.1862698346376419,0.09898212552070618,0,9,Bournemouth
78,341216,0,0,1,0.02785542607307434,90,465,73,AMC,Joshua King,h,0,0,0,0,1,0,0.03404170274734497,0,0,12,Bournemouth
79,341217,0,0,1,0.10296127200126648,90,1683,73,AMC,Ryan Fraser,h,1,0,0,0,1,0,0.038752660155296326,0,0,12,Bournemouth
80,341218,0,0,1,0.7979027628898621,90,468,73,FW,Callum Wilson,h,0,0,341219,0,0,0,0,0,0,15,Bournemouth
81,341219,0,0,0,0,1,1679,73,Sub,Dominic Solanke,h,0,0,0,341218,0,0,0,0,0,17,Bournemouth
82,341247,0,0,0,0,90,5544,74,GK,Angus Gunn,a,0,0,0,0,0,0,0,0,0,1,Southampton
83,341250,0,0,0,0,76,1735,74,DC,Jack Stephens,a,0,0,341258,0,0,0,0,0.5794821977615356,0.5794821977615356,3,Southampton
84,341248,0,0,1,0.12154563516378403,90,111,74,DC,Jannik Vestergaard,a,0,0,0,0,0,0,0,0.5794821977615356,0.5794821977615356,3,Southampton
85,341249,0,0,1,0.05717216059565544,90,6042,74,DC,Jan Bednarek,a,0,0,0,0,1,0,0.12154563516378403,0,0,3,Southampton
86,341251,0,0,0,0,90,7280,74,DMR,Yan Valery,a,0,0,0,0,1,0,0.5794821977615356,0.5794821977615356,0,5,Southampton
87,341252,0,0,1,0.0967085212469101,90,835,74,DML,Ryan Bertrand,a,0,0,0,0,0,0,0,0.5794821977615356,0.5794821977615356,6,Southampton
88,341253,0,0,2,0.047119706869125366,90,842,74,MC,Oriol Romeu,a,0,0,0,0,1,0,0.06788909435272217,0.06788909435272217,0,9,Southampton
89,341254,0,0,2,0.06412750482559204,90,843,74,MC,James Ward-Prowse,a,0,0,0,0,0,0,0,0.7114987969398499,0.6473712921142578,9,Southampton
90,341256,0,0,2,0.10901110619306564,90,790,74,AMC,Nathan Redmond,a,0,0,0,0,0,0,0,0.6884933114051819,0.5794821977615356,12,Southampton
91,341255,0,0,0,0,69,986,74,AMC,Danny Ings,a,0,0,341259,0,1,0,0.041122011840343475,0.041122011840343475,0,12,Southampton
92,341257,0,0,2,0.5918344855308533,76,7700,74,FW,Che Adams,a,0,0,341260,0,0,0,0,0.6597235798835754,0.06788909435272217,15,Southampton
93,341259,0,0,0,0,21,6504,74,Sub,Michael Obafemi,a,0,0,0,341255,0,0,0,0,0,17,Southampton
94,341260,0,0,0,0,14,1734,74,Sub,Sofiane Boufal,a,0,0,0,341257,1,0,0.05717216059565544,0,0,17,Southampton
95,341258,0,0,0,0,14,343,74,Sub,Pierre-Emile Højbjerg,a,0,0,0,341250,0,0,0,0,0,17,Southampton
96,341234,0,0,0,0,90,5552,92,GK,Nick Pope,h,0,0,0,0,1,0,0.02326565608382225,0.02326565608382225,0,1,Burnley
97,341235,0,0,0,0,90,1652,92,DR,Matthew Lowton,h,0,0,0,0,1,0,0.023489056155085564,0.4876362383365631,0.4641471803188324,2,Burnley
98,341236,0,0,0,0,90,1654,92,DC,Ben Mee,h,0,0,0,0,0,0,0,0,0,3,Burnley
99,341237,0,0,2,0.03602791577577591,90,1665,92,DC,James Tarkowski,h,0,0,0,0,0,0,0,0.08131049573421478,0.08131049573421478,3,Burnley
100,341238,0,0,1,0.015073687769472599,90,887,92,DL,Erik Pieters,h,0,0,0,0,2,2,0.545457661151886,0.5605313777923584,0,4,Burnley
101,341239,1,0,2,0.11037641763687134,90,1663,92,MR,Johann Berg Gudmundsson,h,0,0,0,0,2,0,0.03602791577577591,0.11037641763687134,0,8,Burnley
102,341240,0,0,0,0,90,712,92,MC,Jack Cork,h,0,0,0,0,0,0,0,0.4876362383365631,0.4876362383365631,9,Burnley
103,341241,0,0,0,0,90,669,92,MC,Ashley Westwood,h,0,0,0,0,1,0,0.015073687769472599,0.4792208671569824,0.4641471803188324,9,Burnley
104,341242,0,0,0,0,87,6756,92,ML,Dwight McNeil,h,0,0,341246,0,0,0,0,0,0,10,Burnley
105,341244,2,0,4,0.7244968414306641,87,4422,92,FW,Ashley Barnes,h,0,0,341245,0,0,0,0,0.7244968414306641,0,15,Burnley
106,341243,0,0,1,0.02326565608382225,90,4456,92,FW,Chris Wood,h,0,0,0,0,0,0,0,0.02326565608382225,0,15,Burnley
107,341245,0,0,0,0,3,844,92,Sub,Jay Rodriguez,h,0,0,0,341244,0,0,0,0,0,17,Burnley
108,341246,0,0,0,0,3,593,92,Sub,Aaron Lennon,h,0,0,0,341242,0,0,0,0,0,17,Burnley
109,341274,0,0,0,0,90,741,72,GK,Jordan Pickford,a,0,0,0,0,0,0,0,0.03903314098715782,0.03903314098715782,1,Everton
110,341275,0,0,1,0.42319732904434204,90,585,72,DR,Seamus Coleman,a,0,0,0,0,0,0,0,0.44720658659935,0.024009237065911293,2,Everton
111,341277,0,0,0,0,90,1653,72,DC,Michael Keane,a,0,0,0,0,0,0,0,0.03903314098715782,0.03903314098715782,3,Everton
112,341276,0,0,0,0,90,6521,72,DC,Yerry Mina,a,0,0,0,0,0,0,0,0.03903314098715782,0.03903314098715782,3,Everton
113,341278,0,0,1,0.03903314098715782,90,1823,72,DL,Lucas Digne,a,0,0,0,0,1,0,0.1407676488161087,0.17980079352855682,0.1407676488161087,4,Everton
114,341280,0,0,0,0,45,2383,72,DMC,André Gomes,a,0,0,341287,0,1,0,0.03569374233484268,0.0747268870472908,0.03903314098715782,7,Everton
115,341279,0,0,0,0,79,551,72,DMC,Morgan Schneiderlin,a,0,1,0,0,1,0,0.03903314098715782,0.06304237991571426,0.024009237065911293,7,Everton
116,341281,0,0,3,0.1524806022644043,90,6026,72,AMR,Richarlison,a,0,0,0,0,1,0,0.024009237065911293,0.2889896631240845,0.17980079352855682,11,Everton
117,341282,0,0,4,0.5671876072883606,82,714,72,AMC,Gylfi Sigurdsson,a,0,0,341286,0,1,0,0.06730096787214279,0.5671876072883606,0,12,Everton
118,341283,0,0,0,0,90,7063,72,AML,Bernard,a,1,0,0,0,1,0,0.05922258272767067,0.2390233725309372,0.17980079352855682,13,Everton
119,341284,0,0,1,0.05922258272767067,72,5555,72,FW,Dominic Calvert-Lewin,a,0,0,341285,0,1,0,0.01672908291220665,0.19999024271965027,0.1407676488161087,15,Everton
120,341286,0,0,0,0,8,1042,72,Sub,Tom Davies,a,0,0,0,341282,0,0,0,0,0,17,Everton
121,341287,0,0,0,0,45,4764,72,Sub,Jean-Philippe Gbamin,a,0,0,0,341280,0,0,0,0,0,17,Everton
122,341285,0,0,0,0,18,1304,72,Sub,Moise Kean,a,0,0,0,341284,0,0,0,0,0,17,Everton
123,341261,0,0,0,0,90,2190,78,GK,Vicente Guaita,h,0,0,0,0,0,0,0,0,0,1,Crystal Palace
124,341262,0,0,0,0,90,510,78,DR,Joel Ward,h,0,0,0,0,0,0,0,0,0,2,Crystal Palace
125,341263,0,0,0,0,90,525,78,DC,Martin Kelly,h,0,0,0,0,0,0,0,0,0,3,Crystal Palace
126,341264,0,0,1,0.06846261024475098,90,512,78,DC,Scott Dann,h,0,0,0,0,0,0,0,0,0,3,Crystal Palace
127,341265,0,0,0,0,90,730,78,DL,Patrick van Aanholt,h,0,0,0,0,0,0,0,0,0,4,Crystal Palace
128,341266,0,0,0,0,90,775,78,MR,Andros Townsend,h,0,0,0,0,1,0,0.0866408720612526,0.0866408720612526,0.0866408720612526,8,Crystal Palace
129,341268,0,0,0,0,90,633,78,MC,James McArthur,h,0,0,0,0,1,0,0.08144403994083405,0,0,9,Crystal Palace
130,341267,0,0,0,0,90,5549,78,MC,Luka Milivojevic,h,1,0,0,0,1,0,0.06846261024475098,0.0866408720612526,0.0866408720612526,9,Crystal Palace
