,assists,goals,h_a,id,key_passes,own_goals,player,player_id,position,positionOrder,red_card,roster_in,roster_out,shots,team_id,time,xA,xG,xGBuildup,xGChain,yellow_card,team_h_name,team_a_name,team_name,opponent_team_name,team_h,team_a,fixture,round
1150,0,0,h,349017,1,0,Juan Mata,554,AMC,12,0,349021,0,1,89,72,0.025581294670701027,0.09739953279495239,0.09739953279495239,0.12298082560300827,0,Man Utd,Leicester,12,9,12,9,45,5
1151,0,0,h,349018,0,0,Daniel James,5595,AML,13,0,349022,0,2,89,90,0,0.06954150646924973,0,0.06954150646924973,1,Man Utd,Leicester,12,9,12,9,45,5
1152,0,1,h,349019,1,0,Marcus Rashford,556,FW,15,0,0,0,2,89,90,0.014117863029241562,0.8143050670623779,0,0.014117863029241562,0,Man Utd,Leicester,12,9,12,9,45,5
1153,0,0,h,349021,0,0,Tahith Chong,7439,Sub,17,0,0,349017,0,89,18,0,0,0.014117863029241562,0.014117863029241562,0,Man Utd,Leicester,12,9,12,9,45,5
1154,0,0,h,349022,0,0,Axel Tuanzebe,934,Sub,17,0,0,349018,0,89,1,0,0,0,0,0,Man Utd,Leicester,12,9,12,9,45,5
1155,0,0,h,349020,0,0,Fred,6817,Sub,17,0,0,349014,0,89,21,0,0,0.05807807669043541,0.05807807669043541,0,Man Utd,Leicester,12,9,12,9,45,5
1156,0,0,a,348995,0,0,Nick Pope,5552,GK,1,0,0,0,0,92,90,0,0,0.020001012831926346,0.020001012831926346,0,Brighton,Burnley,5,4,4,5,43,5
1157,0,0,a,348996,0,0,Matthew Lowton,1652,DR,2,0,0,0,0,92,90,0,0,0.021011965349316597,0.021011965349316597,0,Brighton,Burnley,5,4,4,5,43,5
1158,0,0,a,348997,0,0,Ben Mee,1654,DC,3,0,0,0,0,92,90,0,0,0,0,0,Brighton,Burnley,5,4,4,5,43,5
1159,0,0,a,348998,1,0,James Tarkowski,1665,DC,3,0,0,0,0,92,90,0.06828628480434418,0,0,0,0,Brighton,Burnley,5,4,4,5,43,5
1160,0,0,a,348999,1,0,Erik Pieters,887,DL,4,0,0,0,0,92,90,0.024231426417827606,0,0.020001012831926346,0.04423243924975395,0,Brighton,Burnley,5,4,4,5,43,5
1161,0,0,a,349000,0,0,Aaron Lennon,593,MR,8,0,349007,0,1,92,60,0,0.024231426417827606,0,0.024231426417827606,1,Brighton,Burnley,5,4,4,5,43,5
1162,0,0,a,349002,0,0,Jack Cork,712,MC,9,0,349006,0,1,92,79,0,0.06828628480434418,0.024231426417827606,0.024231426417827606,0,Brighton,Burnley,5,4,4,5,43,5
1163,0,0,a,349001,3,0,Ashley Westwood,669,MC,9,0,0,0,1,92,90,0.1747491955757141,0.061663974076509476,0.020001012831926346,0.2206953912973404,1,Brighton,Burnley,5,4,4,5,43,5
1164,0,0,a,349003,0,0,Dwight McNeil,6756,ML,10,0,0,0,1,92,90,0,0.03571879863739014,0.04423243924975395,0.04423243924975395,0,Brighton,Burnley,5,4,4,5,43,5
1165,0,0,a,349005,0,0,Ashley Barnes,4422,FW,15,0,0,0,1,92,90,0,0.021011965349316597,0,0.021011965349316597,0,Brighton,Burnley,5,4,4,5,43,5
1166,0,0,a,349004,0,0,Chris Wood,4456,FW,15,0,349008,0,1,92,67,0,0.11801843345165253,0.021011965349316597,0.13903039693832397,0,Brighton,Burnley,5,4,4,5,43,5
1167,0,0,a,349008,0,0,Jay Rodriguez,844,Sub,17,0,0,349004,0,92,23,0,0,0,0,0,Brighton,Burnley,5,4,4,5,43,5
1168,1,0,a,349006,1,0,Matej Vydra,1017,Sub,17,0,0,349002,0,92,11,0.020001012831926346,0,0,0.020001012831926346,0,Brighton,Burnley,5,4,4,5,43,5
1169,0,1,a,349007,0,0,Jeff Hendrick,1746,Sub,17,0,0,349000,1,92,30,0,0.020001012831926346,0,0.020001012831926346,0,Brighton,Burnley,5,4,4,5,43,5
1170,0,0,h,348981,0,0,Mat Ryan,2385,GK,1,0,0,0,0,220,90,0,0,0.10433162748813629,0.10433162748813629,0,Brighton,Burnley,4,5,4,5,43,5
1171,0,0,h,348982,0,0,Shane Duffy,6047,DC,3,0,0,0,0,220,90,0,0,0.10103879123926163,0.10103879123926163,0,Brighton,Burnley,4,5,4,5,43,5
1172,0,0,h,348983,0,0,Lewis Dunk,6048,DC,3,0,0,0,0,220,90,0,0,0.06860355287790298,0.06860355287790298,0,Brighton,Burnley,4,5,4,5,43,5
1173,0,0,h,348984,0,0,Adam Webster,7699,DC,3,0,0,0,0,220,90,0,0,0.13130837678909302,0.13130837678909302,0,Brighton,Burnley,4,5,4,5,43,5
1174,1,0,h,348985,3,0,Solly March,6049,DMR,5,0,348993,0,1,220,90,0.6772726774215698,0.06350718438625336,0,0.7407798767089844,0,Brighton,Burnley,4,5,4,5,43,5
1175,0,0,h,348986,1,0,Dan Burn,7382,DML,6,0,0,0,0,220,90,0.06860355287790298,0,0.04916001483798027,0.11776356399059296,0,Brighton,Burnley,4,5,4,5,43,5
1176,0,0,h,348987,1,0,Davy Propper,6050,MC,9,0,0,0,3,220,90,0.026976754888892174,0.5483672022819519,0.16783881187438965,0.6845179200172424,0,Brighton,Burnley,4,5,4,5,43,5
1177,0,0,h,348988,0,0,Dale Stephens,6051,MC,9,0,0,0,1,220,90,0,0.04498551785945892,0.18913453817367554,0.18913453817367554,0,Brighton,Burnley,4,5,4,5,43,5
1178,0,0,h,348989,6,0,Pascal Groß,239,FWR,14,0,0,0,2,220,90,0.3660455048084259,0.113460473716259,0,0.4345204532146454,0,Brighton,Burnley,4,5,4,5,43,5
1179,0,1,h,348990,0,0,Neal Maupay,3621,FW,15,0,348994,0,2,220,85,0,0.17293517291545868,0,0.17293517291545868,0,Brighton,Burnley,4,5,4,5,43,5
1180,0,0,h,348991,0,0,Glenn Murray,882,FWL,16,0,348992,0,3,220,81,0,0.6069883108139038,0.026976754888892174,0.6339650750160217,0,Brighton,Burnley,4,5,4,5,43,5
1181,0,0,h,348993,0,0,Gaetan Bong,6105,Sub,17,0,0,348985,0,220,1,0,0,0,0,0,Brighton,Burnley,4,5,4,5,43,5
1182,0,0,h,348994,0,0,Aaron Connolly,7991,Sub,17,0,0,348990,2,220,5,0,0.13702180981636047,0,0.13702180981636047,0,Brighton,Burnley,4,5,4,5,43,5
1183,0,0,h,348992,0,0,Aaron Mooy,6033,Sub,17,0,0,348991,0,220,9,0,0,0,0,0,Brighton,Burnley,4,5,4,5,43,5
1184,0,0,a,349078,0,0,Angus Gunn,5544,GK,1,0,0,0,0,74,90,0,0,0.3144943118095398,0.3144943118095398,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1185,0,0,a,349079,0,0,Jannik Vestergaard,111,DC,3,0,0,0,2,74,90,0,0.06353270262479782,0.5091449022293091,0.5091449022293091,1,Sheffield Utd,Southampton,16,15,15,16,47,5
1186,0,0,a,349080,0,0,Maya Yoshida,845,DC,3,0,0,0,0,74,90,0,0,0.3406287133693695,0.3406287133693695,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1187,0,0,a,349081,0,0,Jan Bednarek,6042,DC,3,0,0,0,0,74,90,0,0,0.3406287133693695,0.3406287133693695,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1188,0,0,a,349082,0,0,Cedric Soares,847,DMR,5,0,0,0,1,74,90,0,0.3144943118095398,0,0.3144943118095398,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1189,0,1,a,349083,1,0,Moussa Djenepo,7701,DML,6,0,349090,0,2,74,75,0.3415261507034302,0.38049477338790894,0.3526616096496582,1.0746824741363525,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1190,0,0,a,349085,0,0,Oriol Romeu,842,MC,9,0,0,0,0,74,90,0,0,0.3406287133693695,0.3406287133693695,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1191,0,0,a,349084,3,0,Pierre-Emile Højbjerg,343,MC,9,0,0,0,0,74,90,0.1142478883266449,0,0.02613440528512001,0.06430169194936752,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1192,1,0,a,349086,2,0,Sofiane Boufal,1734,AMC,12,0,349091,0,2,74,86,0.38049477338790894,0.3676605522632599,0.8133856654167175,1.405057668685913,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1193,0,0,a,349087,2,0,James Ward-Prowse,843,AMC,12,0,0,0,0,74,90,0.3559945225715637,0,0.3406287133693695,0.683036744594574,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1194,0,0,a,349088,1,0,Che Adams,7700,FW,15,0,349089,0,4,74,90,0.3144943118095398,0.4504064619541168,0.13034892082214355,0.8395158648490906,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1195,0,0,a,349091,0,0,Stuart Armstrong,6893,Sub,17,0,0,349086,0,74,4,0,0,0,0,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1196,0,0,a,349089,0,0,Shane Long,839,Sub,17,0,0,349088,0,74,1,0,0,0,0,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1197,0,0,a,349090,0,0,Danny Ings,986,Sub,17,0,0,349083,0,74,15,0,0,0,0,0,Sheffield Utd,Southampton,16,15,15,16,47,5
1198,0,0,h,349064,0,0,Dean Henderson,7702,GK,1,0,0,0,1,238,90,0,0.03304080665111542,0,0,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1199,0,0,h,349065,0,0,John Egan,7703,DC,3,0,0,0,0,238,90,0,0,0.28097760677337646,0.28097760677337646,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1200,0,0,h,349066,0,0,Chris Basham,7704,DC,3,0,349076,0,1,238,85,0,0.12473141402006149,0.05556950345635414,0.18030092120170593,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1201,0,0,h,349067,0,0,Jack O&#039;Connell,7705,DC,3,0,0,0,1,238,90,0,0.07848727703094482,0.30735018849372864,0.30735018849372864,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1202,0,0,h,349068,2,0,George Baldock,7706,DMR,5,0,0,0,0,238,90,0.12167204171419144,0,0.6411166191101074,0.6767176389694214,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1203,0,0,h,349069,2,0,Enda Stevens,7707,DML,6,0,0,0,1,238,90,0.05289632827043533,0.03639915585517883,0.5161358118057251,0.6054312586784363,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1204,0,0,h,349070,1,0,John Lundstram,7708,MC,9,0,349075,0,0,238,73,0.07848727703094482,0,0.11736800521612167,0.11736800521612167,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1205,0,0,h,349071,3,0,John Fleck,7709,MC,9,0,0,0,5,238,90,0.1967906355857849,0.25625449419021606,0.4260224997997284,0.879067599773407,1,Sheffield Utd,Southampton,15,16,15,16,47,5
1206,0,0,h,349072,4,0,Oliver Norwood,7710,MC,9,0,0,0,0,238,90,0.46463900804519653,0,0.4260224997997284,0.4573194682598114,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1207,0,0,h,349073,0,0,David McGoldrick,7711,FW,15,0,0,0,6,238,90,0,1.196298360824585,0.14074084162712097,0.9367380142211914,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1208,0,0,h,349074,1,0,Oliver McBurnie,1736,FW,15,0,349077,0,0,238,66,0.26569005846977234,0,0,0.26569005846977234,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1209,0,0,h,349076,0,0,Callum Robinson,4476,Sub,17,0,0,349066,0,238,5,0,0,0,0,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1210,0,0,h,349077,3,0,Billy Sharp,7712,Sub,17,1,0,349074,0,238,20,0.6637675762176514,0,0.015287544578313828,0.6790550947189331,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1211,0,0,h,349075,0,0,Lys Mousset,1748,Sub,17,0,0,349070,2,238,17,0,0.15513049066066742,0,0.15513049066066742,0,Sheffield Utd,Southampton,15,16,15,16,47,5
1212,0,0,a,349106,0,0,Vicente Guaita,2190,GK,1,0,0,0,0,78,90,0,0,0,0,0,Spurs,Crystal Palace,7,17,17,7,48,5
1213,0,0,a,349107,1,0,Joel Ward,510,DR,2,0,0,0,1,78,90,0.028331264853477478,0.05978725478053093,0.029572835192084312,0.029572835192084312,1,Spurs,Crystal Palace,7,17,17,7,48,5
1214,0,0,a,349108,1,0,Mamadou Sakho,485,DC,3,0,0,0,0,78,90,0.029572835192084312,0,0.04917383939027786,0.07874667644500732,0,Spurs,Crystal Palace,7,17,17,7,48,5
1215,0,0,a,349109,0,0,Gary Cahill,699,DC,3,0,0,0,1,78,90,0,0.04535503312945366,0,0,0,Spurs,Crystal Palace,7,17,17,7,48,5
1216,0,0,a,349110,0,1,Patrick van Aanholt,730,DL,4,0,0,0,1,78,90,0,0.02033042535185814,0.16099856793880463,0.16099856793880463,0,Spurs,Crystal Palace,7,17,17,7,48,5
1217,0,0,a,349111,0,0,Wilfried Zaha,522,MR,8,0,0,0,2,78,90,0,0.13142572343349457,0,0.13142572343349457,0,Spurs,Crystal Palace,7,17,17,7,48,5
1218,0,0,a,349113,1,0,Cheikhou Kouyate,532,MC,9,0,349118,0,1,78,78,0.04917383939027786,0.028331264853477478,0.06604855507612228,0.11522239446640015,0,Spurs,Crystal Palace,7,17,17,7,48,5
1219,0,0,a,349114,2,0,Luka Milivojevic,5549,MC,9,0,0,0,0,78,90,0.11821211129426956,0,0.04917383939027786,0.12203092128038406,1,Spurs,Crystal Palace,7,17,17,7,48,5
1220,0,0,a,349112,0,0,Jeffrey Schlupp,757,MC,9,0,0,0,1,78,90,0,0.04917383939027786,0,0.04917383939027786,0,Spurs,Crystal Palace,7,17,17,7,48,5
1221,0,0,a,349115,0,0,Andros Townsend,775,ML,10,0,349119,0,0,78,87,0,0,0.06604855507612228,0.06604855507612228,0,Spurs,Crystal Palace,7,17,17,7,48,5
1222,0,0,a,349116,1,0,Jordan Ayew,672,FW,15,0,349117,0,2,78,73,0.06604855507612228,0.08648764342069626,0,0.15253619849681854,1,Spurs,Crystal Palace,7,17,17,7,48,5
1223,0,0,a,349119,0,0,Victor Camarasa,2390,Sub,17,0,0,349115,0,78,3,0,0,0.06537716835737228,0.06537716835737228,0,Spurs,Crystal Palace,7,17,17,7,48,5
1224,0,0,a,349117,2,0,Christian Benteke,606,Sub,17,0,0,349116,2,78,17,0.12516441941261292,0.1564321517944336,0,0.22180932760238647,0,Spurs,Crystal Palace,7,17,17,7,48,5
1225,0,0,a,349118,1,0,James McCarthy,589,Sub,17,0,0,349113,0,78,12,0.08357507735490799,0,0,0,0,Spurs,Crystal Palace,7,17,17,7,48,5
1226,0,0,h,349092,0,0,Hugo Lloris,637,GK,1,0,0,0,0,82,90,0,0,0.1415647566318512,0.1415647566318512,0,Spurs,Crystal Palace,17,7,17,7,48,5
1227,1,0,h,349093,2,0,Serge Aurier,3600,DR,2,0,0,0,1,82,90,0.08945191651582718,0.10222767293453217,0.10319998115301132,0.2217598259449005,0,Spurs,Crystal Palace,17,7,17,7,48,5
1228,1,0,h,349094,1,0,Toby Alderweireld,639,DC,3,0,0,0,0,82,90,0.06844501197338104,0,0.24379242956638336,0.24379242956638336,0,Spurs,Crystal Palace,17,7,17,7,48,5
1229,0,0,h,349095,0,0,Jan Vertonghen,640,DC,3,0,0,0,0,82,90,0,0,0.1706726849079132,0.1706726849079132,1,Spurs,Crystal Palace,17,7,17,7,48,5
1230,0,0,h,349096,2,0,Danny Rose,641,DL,4,0,349105,0,0,82,78,0.21497172117233276,0,0,0.21497172117233276,1,Spurs,Crystal Palace,17,7,17,7,48,5
1231,0,0,h,349098,0,0,Harry Winks,971,DMC,7,0,349104,0,4,82,69,0,0.148127943277359,0.1124308779835701,0.1883367896080017,1,Spurs,Crystal Palace,17,7,17,7,48,5
1232,0,0,h,349097,0,0,Moussa Sissoko,772,DMC,7,0,0,0,0,82,90,0,0,0.510166347026825,0.510166347026825,0,Spurs,Crystal Palace,17,7,17,7,48,5
1233,0,1,h,349099,1,0,Erik Lamela,644,AMC,12,0,0,0,1,82,90,0.072222039103508,0.4079386591911316,0.24473878741264343,0.6526774168014526,0,Spurs,Crystal Palace,17,7,17,7,48,5
1234,0,0,h,349100,2,0,Christian Eriksen,646,AMC,12,0,0,0,1,82,90,0.06939136981964111,0.05056620389223099,0.21465854346752167,0.24473878741264343,1,Spurs,Crystal Palace,17,7,17,7,48,5
1235,1,0,h,349101,1,0,Harry Kane,647,FW,15,0,349103,0,1,82,87,0.4079386591911316,0.03008023463189602,0,0.43801888823509216,0,Spurs,Crystal Palace,17,7,17,7,48,5
1236,0,2,h,349102,1,0,Son Heung-Min,453,FW,15,0,0,0,5,82,90,0.04164893180131912,0.3105033338069916,0.510166347026825,0.8623185753822327,0,Spurs,Crystal Palace,17,7,17,7,48,5
1237,0,0,h,349104,0,0,Tanguy NDombele Alvaro,5962,Sub,17,0,0,349098,0,82,21,0,0,0,0,0,Spurs,Crystal Palace,17,7,17,7,48,5
1238,0,0,h,349105,0,0,Ben Davies,660,Sub,17,0,0,349096,0,82,12,0,0,0,0,0,Spurs,Crystal Palace,17,7,17,7,48,5
1239,0,0,h,349103,0,0,Lucas Moura,3293,Sub,17,0,0,349101,0,82,3,0,0,0,0,0,Spurs,Crystal Palace,17,7,17,7,48,5
1240,0,0,a,349050,0,0,Kepa,5061,GK,1,0,0,0,0,80,90,0,0,0.6896007061004639,0.6896007061004639,0,Wolves,Chelsea,6,20,20,6,50,5
1241,0,0,a,349051,0,0,Andreas Christensen,200,DC,3,0,0,0,0,80,90,0,0,0.24587126076221466,0.24587126076221466,1,Wolves,Chelsea,6,20,20,6,50,5
1242,0,0,a,349052,0,0,Antonio Rudiger,1822,DC,3,0,349062,0,1,80,48,0,0.0745154619216919,0.0655272826552391,0.0655272826552391,0,Wolves,Chelsea,6,20,20,6,50,5
1243,0,1,a,349053,0,0,Fikayo Tomori,703,DC,3,0,0,0,1,80,90,0,0.015166827477514744,0.9766103029251099,0.9766103029251099,0,Wolves,Chelsea,6,20,20,6,50,5
1244,0,0,a,349054,1,0,Cesar Azpilicueta,681,DMR,5,0,0,0,0,80,90,0.0655272826552391,0,0.7443661093711853,0.7443661093711853,0,Wolves,Chelsea,6,20,20,6,50,5
1245,1,0,a,349055,1,0,Marcos Alonso,1621,DML,6,0,0,0,1,80,90,0.0541045106947422,0.041806962341070175,1.1578561067581177,1.2537676095962524,0,Wolves,Chelsea,6,20,20,6,50,5
1246,1,0,a,349057,3,0,Jorginho,1389,MC,9,0,0,0,0,80,90,0.7945573925971985,0,1.7317383289337158,1.8366949558258057,0,Wolves,Chelsea,6,20,20,6,50,5
1247,0,0,a,349056,0,0,Mateo Kovacic,2254,MC,9,0,349063,0,0,80,72,0,0,0.31139853596687317,0.31139853596687317,0,Wolves,Chelsea,6,20,20,6,50,5
1248,0,0,a,349058,0,0,Willian,700,AMC,12,0,0,0,1,80,90,0,0.0655272826552391,0.936738133430481,1.002265453338623,0,Wolves,Chelsea,6,20,20,6,50,5
1249,0,1,a,349059,3,0,Mason Mount,7768,AMC,12,0,0,0,2,80,90,0.36361438035964966,0.5543460845947266,0.8464575409889221,1.4008036851882935,0,Wolves,Chelsea,6,20,20,6,50,5
1250,0,3,a,349060,0,1,Tammy Abraham,702,FW,15,0,349061,0,4,80,79,0,0.959131121635437,0.0655272826552391,1.024658441543579,1,Wolves,Chelsea,6,20,20,6,50,5
1251,0,0,a,349063,2,0,Ross Barkley,592,Sub,17,0,0,349056,0,80,18,0.9766103029251099,0,1.0815669298171997,1.0815669298171997,0,Wolves,Chelsea,6,20,20,6,50,5
1252,1,0,a,349061,1,0,Michy Batshuayi,1678,Sub,17,0,0,349060,4,80,11,0.11061659455299377,1.282789707183838,0,1.1790153980255127,0,Wolves,Chelsea,6,20,20,6,50,5
1253,0,0,a,349062,0,0,Kurt Zouma,935,Sub,17,0,0,349052,1,80,42,0,0.07470806688070297,1.6662110090255737,1.6662110090255737,0,Wolves,Chelsea,6,20,20,6,50,5
1254,0,0,h,349036,0,0,Rui Patricio,6849,GK,1,0,0,0,0,229,90,0,0,0.041775044053792953,0.041775044053792953,0,Wolves,Chelsea,20,6,20,6,50,5
1255,0,0,h,349037,0,0,Romain Saiss,3491,DC,3,0,0,0,1,229,90,0,0.018931707367300987,0.04996758699417114,0.04996758699417114,1,Wolves,Chelsea,20,6,20,6,50,5
1256,0,0,h,349038,0,0,Jesus Vallejo,5234,DC,3,0,0,0,0,229,90,0,0,0.05839471146464348,0.05839471146464348,0,Wolves,Chelsea,20,6,20,6,50,5
1257,0,0,h,349039,0,0,Conor Coady,6851,DC,3,0,0,0,0,229,90,0,0,0,0,0,Wolves,Chelsea,20,6,20,6,50,5
1258,0,0,h,349040,1,0,Adama Traore,900,DMR,5,0,349047,0,0,229,58,0.04996758699417114,0,0,0.04996758699417114,0,Wolves,Chelsea,20,6,20,6,50,5
1259,0,0,h,349041,0,0,Jonny,2280,DML,6,0,0,0,1,229,90,0,0.016619665548205376,0.11319992691278458,0.11319992691278458,0,Wolves,Chelsea,20,6,20,6,50,5
1260,0,0,h,349042,0,0,Leander Dendoncker,7236,MC,9,0,349048,0,0,229,48,0,0,0.04996758699417114,0.04996758699417114,0,Wolves,Chelsea,20,6,20,6,50,5
1261,0,0,h,349043,0,0,Ruben Neves,6853,MC,9,0,0,0,2,229,90,0,0.02041015587747097,0.06658725440502167,0.06658725440502167,0,Wolves,Chelsea,20,6,20,6,50,5
1262,0,0,h,349044,4,0,Joao Moutinho,3422,MC,9,0,0,0,0,229,90,0.13001389801502228,0,0.10836229473352432,0.15497496724128723,0,Wolves,Chelsea,20,6,20,6,50,5
1263,0,0,h,349045,0,0,Raul Jimenez,4105,FW,15,0,349049,0,2,229,72,0,0.09781743586063385,0,0.04996758699417114,0,Wolves,Chelsea,20,6,20,6,50,5
1264,0,0,h,349046,0,0,Diogo Jota,6854,FW,15,0,0,0,1,229,90,0,0.04021104797720909,0.1383552998304367,0.1383552998304367,0,Wolves,Chelsea,20,6,20,6,50,5
1265,0,1,h,349048,0,0,Patrick Cutrone,4918,Sub,17,0,0,349042,3,229,42,0,1.2848185300827026,0,1.2848185300827026,0,Wolves,Chelsea,20,6,20,6,50,5
1266,0,0,h,349049,1,0,Morgan Gibbs-White,6857,Sub,17,0,0,349045,0,229,18,0.041775044053792953,0,0,0.041775044053792953,0,Wolves,Chelsea,20,6,20,6,50,5
1267,0,0,h,349047,0,0,Matt Doherty,6852,Sub,17,0,0,349040,1,229,32,0,0.041775044053792953,0.016619665548205376,0.05839471146464348,0,Wolves,Chelsea,20,6,20,6,50,5
1268,0,0,a,349273,0,0,Ederson,6054,GK,1,0,0,0,0,88,90,0,0,0.04667026177048683,0.04667026177048683,0,Norwich,Man City,11,14,14,11,46,5
1269,0,0,a,349274,0,0,Kyle Walker,638,DR,2,0,0,0,0,88,90,0,0,0.5336011648178101,0.5336011648178101,0,Norwich,Man City,11,14,14,11,46,5
1270,0,0,a,349275,0,0,Nicolas Otamendi,611,DC,3,0,0,0,3,88,90,0,0.13298018276691437,0.6915755271911621,0.6915755271911621,0,Norwich,Man City,11,14,14,11,46,5
1271,0,0,a,349276,1,0,John Stones,586,DC,3,0,0,0,0,88,90,0.041717249900102615,0,0.8913434743881226,0.8913434743881226,0,Norwich,Man City,11,14,14,11,46,5
1272,0,0,a,349277,0,0,Oleksandr Zinchenko,2958,DL,4,0,0,0,2,88,90,0,0.04163160175085068,1.087982416152954,1.087982416152954,0,Norwich,Man City,11,14,14,11,46,5
1273,0,0,a,349278,1,0,Ilkay Gundogan,314,DMC,7,0,349285,0,0,88,58,0.015684129670262337,0,0.44337788224220276,0.44337788224220276,0,Norwich,Man City,11,14,14,11,46,5
1274,0,1,a,349279,2,0,Rodri,2496,DMC,7,0,0,0,2,88,90,0.1768319308757782,0.09044073522090912,0.7392339706420898,0.7654736042022705,0,Norwich,Man City,11,14,14,11,46,5
1275,1,0,a,349280,2,0,Bernardo Silva,3635,AMR,11,0,349284,0,2,88,74,0.8621068596839905,0.08974748104810715,0.2526830732822418,1.1843127012252808,1,Norwich,Man City,11,14,14,11,46,5
1276,0,0,a,349281,0,0,David Silva,617,AMC,12,0,349286,0,1,88,58,0,0.022391151636838913,0.3069518506526947,0.3293430209159851,0,Norwich,Man City,11,14,14,11,46,5
1277,0,0,a,349282,4,0,Raheem Sterling,618,AML,13,0,0,0,6,88,90,0.6165524125099182,0.8148068785667419,0.11646295338869095,1.4035279750823975,0,Norwich,Man City,11,14,14,11,46,5
1278,0,1,a,349283,1,0,Sergio Aguero,619,FW,15,0,0,0,6,88,90,0.07273620367050171,0.95932537317276,0,1.0320615768432617,0,Norwich,Man City,11,14,14,11,46,5
1279,0,0,a,349284,1,0,Riyad Mahrez,750,Sub,17,0,0,349280,0,88,16,0.09022330492734909,0,0.09022330492734909,0.09022330492734909,0,Norwich,Man City,11,14,14,11,46,5
1280,0,0,a,349285,3,0,Kevin De Bruyne,447,Sub,17,0,0,349278,0,88,32,0.1010308638215065,0,0.08038192242383957,0.1270521879196167,0,Norwich,Man City,11,14,14,11,46,5
1281,1,0,a,349286,1,0,Gabriel Jesus,5543,Sub,17,0,0,349281,3,88,32,0.02623964473605156,0.19401563704013824,0.06795689463615417,0.2619725167751312,0,Norwich,Man City,11,14,14,11,46,5
1282,0,0,h,349260,0,0,Tim Krul,982,GK,1,0,0,0,0,79,90,0,0,0.7004085183143616,0.7004085183143616,0,Norwich,Man City,14,11,14,11,46,5
1283,0,0,h,349261,0,0,Sam Byram,902,DR,2,0,0,0,1,79,90,0,0.04009231552481651,0,0,1,Norwich,Man City,14,11,14,11,46,5
1284,0,0,h,349262,0,0,Ibrahim Amadou,3358,DC,3,0,0,0,0,79,90,0,0,0,0,0,Norwich,Man City,14,11,14,11,46,5
1285,0,0,h,349263,0,0,Ben Godfrey,7689,DC,3,0,0,0,0,79,90,0,0,0,0,0,Norwich,Man City,14,11,14,11,46,5
1286,0,0,h,349264,0,0,Jamal Lewis,7691,DL,4,0,0,0,0,79,90,0,0,0,0,0,Norwich,Man City,14,11,14,11,46,5
1287,0,1,h,349266,0,0,Kenny McLean,7693,DMC,7,0,0,0,1,79,90,0,0.0651005208492279,0,0,1,Norwich,Man City,14,11,14,11,46,5
1288,0,0,h,349265,0,0,Alexander Tettey,791,DMC,7,0,0,0,0,79,90,0,0,0.7004085183143616,0.7004085183143616,0,Norwich,Man City,14,11,14,11,46,5
1289,2,0,h,349267,3,0,Emiliano Buendia,2203,AMR,11,0,349272,0,1,79,84,0.6852502226829529,0.04456273838877678,0.7004085183143616,1.2804659605026245,0,Norwich,Man City,14,11,14,11,46,5
1290,0,0,h,349268,1,0,Marco Stiepermann,7694,AMC,12,0,349271,0,0,79,90,0.26448145508766174,0,0.7004085183143616,0.9648900032043457,0,Norwich,Man City,14,11,14,11,46,5
1291,0,1,h,349269,1,0,Todd Cantwell,7695,AML,13,0,0,0,1,79,90,0.04659736156463623,0.7004085183143616,0,0.7004085183143616,1,Norwich,Man City,14,11,14,11,46,5
1292,1,1,h,349270,1,0,Teemu Pukki,7696,FW,15,0,0,0,3,79,90,0.7004085183143616,0.8911361694335938,0,1.5449473857879639,0,Norwich,Man City,14,11,14,11,46,5
1293,0,0,h,349272,0,0,Josip Drmic,209,Sub,17,0,0,349267,0,79,6,0,0,0,0,0,Norwich,Man City,14,11,14,11,46,5
1294,0,0,h,349271,0,0,Dennis Srbeny,7822,Sub,17,0,0,349268,0,79,1,0,0,0,0,0,Norwich,Man City,14,11,14,11,46,5
1295,0,0,a,349635,0,0,Jordan Pickford,741,GK,1,0,0,0,0,72,90,0,0,0,0,0,Bournemouth,Everton,8,3,3,8,42,5
