id,Name,web_name,Team number,Team,Team games,Played
458,Frederic Guilbert,Guilbert,2,Aston Villa,28,23
465,Mahmoud Ahmed Ibrahim Hassan,Trezeguet,2,Aston Villa,28,24
470,Douglas Luiz Soares de Paulo,Douglas Luiz,2,Aston Villa,28,26
474,Lovre Kalinic,Kalinic,2,Aston Villa,28,0
491,Marvelous Nakamba,Nakamba,2,Aston Villa,28,21
600,Indiana Vassilev,Vassilev,2,Aston Villa,28,2
603,Jose Reina,Reina,2,Aston Villa,28,6
613,Mbwana Samatta,Samatta,2,Aston Villa,28,4
623,Borja Gonzalez Tomas,Baston,2,Aston Villa,28,2
58,Steve Cook,Steve Cook,3,Bournemouth,29,22
59,Nathan Ake,Ake,3,Bournemouth,29,23
60,Charlie Daniels,Daniels,3,Bournemouth,29,2
61,Chris Mepham,Mepham,3,Bournemouth,29,11
62,Simon Francis,Francis,3,Bournemouth,29,15
63,Adam Smith,Adam Smith,3,Bournemouth,29,18
64,Lloyd Kelly,Kelly,3,Bournemouth,29,0
65,Diego Rico,Rico,3,Bournemouth,29,21
66,Jack Simpson,Simpson,3,Bournemouth,29,4
67,Callum Wilson,Callum Wilson,3,Bournemouth,29,28
68,Joshua King,King,3,Bournemouth,29,19
69,Dominic Solanke,Solanke,3,Bournemouth,29,24
71,Sam Surridge,Surridge,3,Bournemouth,29,1
72,Asmir Begovic,Begovic,3,Bournemouth,29,0
73,Artur Boruc,Boruc,3,Bournemouth,29,0
