,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,total_points,yellow_cards,id,gameweek,fixture,team,teamAgainst,side
2279,0,0,15,0,0.7,1,0,2.1,False,18.0,90,0,0,0,0,0,2.0,2,0,295,5,47,15,16,home
2280,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,296,5,47,15,16,home
2281,0,0,14,0,14.0,1,0,2.5,False,11.0,71,0,0,0,0,0,0.0,2,0,297,5,47,15,16,home
2282,0,0,23,1,0.8,0,0,5.4,False,18.8,90,0,0,0,0,0,34.0,5,1,304,5,47,16,15,away
2283,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,305,5,47,16,15,away
2284,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,306,5,47,16,15,away
2285,0,0,24,1,0.4,0,0,3.0,False,29.2,90,0,0,0,0,0,0.0,6,0,307,5,47,16,15,away
2286,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,308,5,47,16,15,away
2287,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,309,5,41,2,19,home
2288,0,1,26,1,0.4,0,0,2.2,False,19.6,90,0,0,0,0,0,2.0,7,0,310,5,47,16,15,away
2289,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,311,5,47,16,15,away
2290,0,0,5,0,0.4,0,0,0.8,False,5.8,14,0,0,0,0,0,2.0,1,0,329,5,48,17,7,home
2291,0,0,25,1,1.7,0,0,2.8,False,26.0,90,0,0,0,0,0,0.0,5,1,330,5,48,17,7,home
2292,1,1,38,1,12.8,0,0,5.2,True,39.6,90,0,0,0,0,0,0.0,10,0,331,5,48,17,7,home
2293,0,0,18,1,24.5,0,0,3.3,False,2.8,75,0,0,0,0,0,6.0,5,1,332,5,48,17,7,home
2294,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,333,5,48,17,7,home
2295,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,334,5,48,17,7,home
2296,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,335,5,48,17,7,home
2297,2,2,44,1,28.8,0,0,8.5,True,34.6,90,0,0,0,0,0,22.0,14,0,336,5,48,17,7,home
2298,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,337,5,48,17,7,home
2299,0,0,6,0,20.8,2,0,4.3,False,11.2,77,0,0,0,0,0,11.0,0,1,353,5,49,18,1,home
2300,0,0,7,0,0.0,2,0,1.5,False,7.2,90,0,0,0,0,0,8.0,1,0,354,5,49,18,1,home
2301,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,355,5,49,18,1,home
2302,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,356,5,49,18,1,home
2303,0,0,14,0,38.7,2,0,6.5,False,17.2,90,0,0,0,0,0,9.0,0,1,357,5,49,18,1,home
2304,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,358,5,49,18,1,home
2305,0,0,3,0,5.2,0,0,0.9,False,2.4,12,0,0,0,0,0,1.0,1,0,359,5,49,18,1,home
2306,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,360,5,49,18,1,home
2307,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,361,5,49,18,1,home
2308,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,376,5,41,19,2,away
2309,0,0,21,1,0.6,0,0,1.2,False,11.8,90,0,0,0,0,0,0.0,6,0,377,5,41,19,2,away
2310,0,0,16,1,17.5,0,0,3.4,False,7.6,66,0,0,0,1,0,9.0,3,0,378,5,41,19,2,away
2311,0,0,2,0,0.4,0,0,0.2,False,1.2,21,0,0,0,0,0,0.0,1,0,379,5,41,19,2,away
2312,0,2,28,1,22.4,0,0,4.1,False,14.8,90,0,0,0,0,0,4.0,8,0,380,5,41,19,2,away
2313,0,0,20,1,0.4,0,0,1.6,False,13.2,90,0,0,0,0,0,2.0,6,0,381,5,41,19,2,away
2314,0,0,3,0,0.0,0,0,0.0,False,0.0,1,0,0,0,0,0,0.0,1,0,382,5,41,19,2,away
2315,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,383,5,41,19,2,away
2316,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,384,5,41,19,2,away
2317,1,0,12,0,1.7,1,0,4.6,False,7.8,34,0,0,0,0,0,36.0,4,0,401,5,50,20,6,home
2318,0,0,8,0,4.3,5,0,2.3,False,11.8,90,0,0,0,0,0,7.0,0,0,402,5,50,20,6,home
2319,0,0,11,0,0.2,5,0,1.3,False,12.8,90,0,0,0,0,0,0.0,0,0,403,5,50,20,6,home
2320,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,404,5,50,20,6,home
2321,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,405,5,50,20,6,home
2322,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,406,5,50,20,6,home
2323,1,0,17,0,0.8,5,0,2.8,False,10.4,90,0,0,0,0,0,17.0,2,1,407,5,50,20,6,home
2324,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,408,5,50,20,6,home
2325,0,0,5,0,1.1,1,0,2.8,False,18.8,83,0,0,0,0,0,8.0,2,0,423,5,47,15,16,home
2326,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,433,5,45,9,12,away
2327,0,0,14,0,0.3,2,0,1.3,False,12.8,90,0,0,0,0,0,0.0,1,0,439,5,49,18,1,home
2328,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,440,5,46,11,14,away
2329,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,444,5,47,15,16,home
2330,0,0,25,1,0.5,0,0,1.8,False,15.2,90,0,0,0,0,0,2.0,5,1,445,5,41,2,19,home
2331,0,0,15,0,1.4,1,0,1.6,False,14.6,90,0,0,0,0,0,0.0,2,0,446,5,42,3,8,home
2332,0,0,21,0,15.9,1,0,3.5,False,19.2,90,0,0,0,0,0,0.0,2,0,447,5,43,5,4,away
2333,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,452,5,41,2,19,home
2334,0,0,11,0,1.0,2,0,5.7,False,37.8,90,0,0,0,0,0,18.0,0,1,454,5,46,14,11,home
2335,0,1,26,1,0.7,0,0,1.9,False,18.0,90,0,0,0,0,0,0.0,7,0,455,5,41,2,19,home
2336,0,0,21,1,11.3,0,0,5.2,False,23.8,84,0,0,0,0,0,17.0,6,0,458,5,41,2,19,home
2337,0,0,2,0,1.5,2,0,2.2,False,16.2,45,0,0,0,0,0,4.0,0,0,459,5,50,6,20,away
2338,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,467,5,49,1,18,away
2339,0,0,12,0,5.7,5,0,2.6,False,20.4,90,0,0,0,0,0,0.0,0,0,473,5,50,20,6,home
2340,0,0,7,0,16.0,1,0,3.1,False,13.2,90,0,0,0,0,0,2.0,2,0,475,5,43,4,5,home
2341,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,477,5,42,8,3,away
2342,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,478,5,42,8,3,away
2343,0,0,3,0,0.0,0,0,0.0,False,0.0,1,0,0,0,0,0,0.0,1,0,481,5,45,12,9,home
2344,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,484,5,46,14,11,home
2345,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,485,5,47,16,15,away
2346,0,0,23,1,2.8,0,0,3.2,False,23.4,90,0,0,0,0,0,6.0,6,0,486,5,47,16,15,away
2347,0,0,12,0,2.3,1,0,1.4,False,12.0,90,0,0,0,0,0,0.0,2,0,493,5,43,4,5,home
2348,0,0,27,0,12.3,3,1,7.1,False,41.8,90,0,0,0,0,0,17.0,7,0,498,5,44,13,10,away
2349,0,0,14,0,0.0,4,0,3.4,False,16.8,90,0,0,0,0,0,17.0,0,0,503,5,48,7,17,away
2350,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,506,5,50,6,20,away
2351,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,511,5,42,8,3,away
2352,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,515,5,49,1,18,away
2353,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,518,5,46,11,14,away
2354,0,0,8,0,4.3,2,0,3.7,False,10.6,66,0,0,0,0,0,22.0,1,0,519,5,44,13,10,away
2355,0,2,33,0,0.8,2,1,7.2,True,63.8,90,0,0,0,0,0,7.0,9,0,529,5,50,6,20,away
2356,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,532,5,47,16,15,away
2357,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,536,5,43,4,5,home
2358,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,542,5,49,18,1,home
2359,0,0,15,0,18.8,1,0,2.7,False,6.4,70,0,0,0,0,0,2.0,2,0,15,5,49,1,18,away
2360,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,16,5,49,1,18,away
2361,0,0,8,0,14.3,3,0,8.4,False,11.2,90,0,0,0,0,0,58.0,2,0,17,5,42,8,3,away
2362,0,0,20,0,2.0,2,0,2.7,False,22.4,90,0,0,0,0,0,3.0,2,0,18,5,49,1,18,away
2363,0,0,2,0,0.6,1,0,2.6,False,8.8,23,0,0,0,0,0,17.0,1,0,19,5,49,1,18,away
2364,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,20,5,49,1,18,away
2365,0,0,10,0,14.9,1,0,2.1,False,5.8,66,0,0,0,0,0,0.0,1,1,21,5,49,1,18,away
2366,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,28,5,41,2,19,home
2367,0,0,11,1,33.7,0,0,7.1,False,27.0,90,0,0,0,0,0,10.0,2,1,29,5,41,2,19,home
2368,0,0,10,1,37.2,0,0,6.5,False,16.6,90,0,0,0,0,0,11.0,3,0,30,5,41,2,19,home
2369,0,0,10,1,14.1,0,0,5.7,False,11.8,90,0,0,0,0,0,31.0,3,0,31,5,41,2,19,home
2370,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,32,5,41,2,19,home
2371,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,33,5,41,2,19,home
2372,0,0,2,0,0.5,0,0,0.3,False,0.0,5,0,0,0,0,0,4.0,1,0,34,5,41,2,19,home
2373,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,35,5,41,2,19,home
2374,0,0,3,1,1.5,0,0,1.1,False,1.8,65,0,0,0,0,0,8.0,3,0,36,5,41,2,19,home
2375,0,0,13,0,69.1,1,0,10.3,False,16.4,90,0,0,0,0,0,17.0,2,0,49,5,43,4,5,home
2376,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,50,5,43,4,5,home
2377,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,51,5,43,4,5,home
2378,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,52,5,43,4,5,home
2379,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,53,5,43,4,5,home
2380,0,0,11,0,12.9,1,0,5.7,False,14.2,90,0,0,0,0,0,30.0,2,0,54,5,43,4,5,home
2381,1,3,27,1,39.8,0,0,9.8,False,34.8,89,0,0,0,0,0,23.0,9,0,55,5,43,4,5,home
2382,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,56,5,43,4,5,home
2383,0,0,17,0,7.8,1,0,4.6,False,19.8,90,0,0,0,0,0,18.0,2,0,57,5,43,4,5,home
2384,0,1,26,0,3.3,0,1,4.8,False,37.6,33,0,0,0,0,0,7.0,7,0,75,5,42,3,8,home
2385,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,76,5,42,3,8,home
2386,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,77,5,42,3,8,home
2387,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,78,5,42,3,8,home
2388,0,0,8,0,1.0,1,0,0.8,False,7.2,76,0,0,0,0,0,0.0,2,0,79,5,42,3,8,home
2389,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,80,5,42,3,8,home
2390,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,81,5,42,3,8,home
2391,0,0,3,0,0.0,0,0,0.7,False,7.2,13,0,0,0,0,0,0.0,1,0,82,5,42,3,8,home
2392,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,96,5,43,5,4,away
2393,0,0,4,0,6.3,1,0,1.8,False,7.6,90,0,0,0,0,0,4.0,2,0,97,5,43,5,4,away
2394,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,98,5,43,5,4,away
2395,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,99,5,43,5,4,away
2396,0,1,22,0,0.7,0,1,4.4,False,36.4,31,0,0,0,0,0,7.0,7,0,100,5,43,5,4,away
2397,0,0,9,0,32.4,1,0,4.7,False,11.0,90,0,0,0,0,0,4.0,1,1,101,5,43,5,4,away
2398,0,0,10,0,1.3,1,0,1.3,False,7.6,77,0,0,0,0,0,4.0,2,0,102,5,43,5,4,away
2399,0,0,13,0,6.4,2,0,2.0,False,9.6,90,0,0,0,0,0,4.0,2,0,113,5,50,6,20,away
2400,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,114,5,50,6,20,away
2401,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,115,5,50,6,20,away
2402,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,116,5,50,6,20,away
2403,0,0,6,0,21.1,1,0,3.0,False,7.0,20,0,0,0,0,0,2.0,1,0,117,5,50,6,20,away
2404,1,0,30,0,38.8,2,0,7.3,False,33.8,90,0,0,0,0,0,0.0,5,0,118,5,50,6,20,away
2405,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,119,5,50,6,20,away
2406,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,120,5,43,5,4,away
2407,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,121,5,50,6,20,away
2408,0,0,5,0,2.2,4,0,3.7,False,12.4,90,0,0,0,0,0,22.0,2,0,133,5,48,7,17,away
2409,0,0,14,0,32.8,4,0,5.0,False,17.2,90,0,0,0,0,0,0.0,1,1,134,5,48,7,17,away
2410,0,0,15,0,1.3,4,0,1.5,False,10.0,84,0,0,0,0,0,4.0,2,0,135,5,48,7,17,away
2411,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,136,5,48,7,17,away
2412,0,0,5,0,0.8,4,0,3.0,False,9.6,90,0,0,0,0,0,20.0,2,0,137,5,48,7,17,away
2413,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,138,5,48,7,17,away
2414,0,0,9,0,11.1,4,0,2.3,False,3.8,75,0,0,0,0,0,8.0,2,0,139,5,48,7,17,away
2415,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,140,5,48,7,17,away
2416,1,0,18,0,40.9,3,0,8.8,False,28.4,80,0,0,0,0,0,19.0,4,1,150,5,42,8,3,away
2417,0,0,11,0,14.7,2,0,4.4,False,8.2,70,0,0,0,0,0,21.0,2,0,151,5,42,8,3,away
2418,0,0,2,0,4.6,1,0,2.3,False,0.8,19,0,0,0,0,0,18.0,1,0,152,5,42,8,3,away
2419,0,0,2,0,0.7,0,0,1.8,False,8.2,9,0,0,0,0,0,9.0,1,0,153,5,42,8,3,away
2420,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,154,5,42,8,3,away
2421,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,155,5,42,8,3,away
2422,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,156,5,42,8,3,away
2423,0,0,4,0,10.2,0,0,1.2,False,2.2,14,0,0,0,0,0,0.0,1,0,157,5,48,7,17,away
2424,0,0,16,0,2.5,3,0,1.7,False,14.2,90,0,0,0,0,0,0.0,1,1,158,5,42,8,3,away
2425,0,0,2,0,9.3,1,0,4.3,False,13.0,90,0,0,0,0,0,21.0,1,1,171,5,45,9,12,away
2426,0,0,2,0,1.3,0,0,1.1,False,5.2,22,0,0,0,0,0,4.0,1,0,172,5,45,9,12,away
2427,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,173,5,45,9,12,away
2428,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,174,5,45,9,12,away
2429,0,0,4,0,24.3,1,0,4.7,False,10.6,67,0,0,0,0,0,12.0,2,0,175,5,45,9,12,away
2430,0,0,17,0,3.3,1,0,3.1,False,11.8,90,0,0,0,0,0,16.0,2,0,176,5,45,9,12,away
2431,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,177,5,45,9,12,away
2432,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,178,5,45,9,12,away
2433,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,179,5,45,9,12,away
2434,0,0,8,0,1.8,1,0,3.7,False,14.2,56,0,0,0,0,0,21.0,1,0,180,5,45,9,12,away
2435,0,2,34,0,41.8,1,1,15.9,False,44.6,90,0,0,0,0,0,73.0,9,0,191,5,44,10,13,home
2436,0,3,41,0,26.0,1,2,15.9,True,67.2,90,0,0,0,0,0,66.0,15,0,192,5,44,10,13,home
2437,0,0,15,0,20.3,1,0,5.7,False,13.8,74,0,0,0,0,0,23.0,2,0,193,5,44,10,13,home
2438,0,0,3,0,1.3,0,0,0.3,False,1.6,6,0,0,0,0,0,0.0,1,0,194,5,44,10,13,home
2439,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,195,5,44,10,13,home
2440,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,196,5,44,10,13,home
2441,0,0,17,0,18.3,1,0,2.8,False,9.2,90,0,0,0,0,0,0.0,2,0,197,5,44,10,13,home
2442,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,198,5,44,10,13,home
2443,0,0,15,0,10.3,1,0,3.5,False,11.6,83,0,0,0,0,0,13.0,2,0,199,5,44,10,13,home
2444,0,0,3,0,1.0,0,0,0.3,False,2.4,15,0,0,0,0,0,0.0,1,0,200,5,44,10,13,home
2445,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,201,5,44,10,13,home
2446,0,0,19,0,57.8,3,0,17.3,False,20.4,90,0,0,0,0,0,95.0,2,0,214,5,46,11,14,away
2447,0,0,6,0,36.8,0,0,4.8,False,9.2,33,0,0,0,0,0,2.0,1,0,215,5,46,11,14,away
2448,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,216,5,46,11,14,away
2449,0,0,5,0,18.8,0,0,2.5,False,6.0,17,0,0,0,0,0,0.0,1,0,217,5,46,11,14,away
2450,1,0,31,0,33.2,3,0,9.6,False,33.2,72,0,0,0,0,0,30.0,4,1,218,5,46,11,14,away
2451,0,0,4,0,9.6,3,0,2.0,False,0.0,56,0,0,0,0,0,11.0,1,0,219,5,46,11,14,away
2452,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,220,5,46,11,14,away
2453,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,221,5,46,11,14,away
2454,0,0,10,0,23.3,3,0,2.6,False,3.0,56,0,0,0,0,0,0.0,1,0,222,5,46,11,14,away
2455,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,238,5,45,12,9,home
2456,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,239,5,45,12,9,home
2457,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,240,5,45,12,9,home
2458,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,241,5,45,12,9,home
2459,0,0,10,1,13.2,0,0,4.4,False,8.0,69,0,0,0,0,0,23.0,3,0,242,5,45,12,9,home
2460,0,0,-2,1,1.4,0,0,0.4,False,0.0,90,0,0,0,0,0,6.0,2,1,243,5,45,12,9,home
2461,0,0,7,0,0.4,0,0,1.1,False,8.4,23,0,0,0,0,0,2.0,1,0,244,5,45,12,9,home
2462,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,245,5,45,12,9,home
2463,0,0,0,1,13.3,0,0,4.7,False,14.6,90,0,0,0,0,0,19.0,3,0,246,5,45,12,9,home
2464,0,0,6,1,1.4,0,0,1.3,False,11.8,66,0,0,0,0,0,0.0,3,0,247,5,45,12,9,home
2465,0,0,14,1,2.4,0,0,1.4,False,12.0,90,0,0,0,0,0,0.0,3,0,248,5,45,12,9,home
2466,0,0,3,0,0.4,0,0,0.2,False,1.4,20,0,0,0,0,0,0.0,1,0,249,5,45,12,9,home
2467,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,250,5,45,12,9,home
2468,0,0,4,0,2.8,0,0,2.1,False,10.6,33,0,0,0,0,0,8.0,1,0,265,5,45,9,12,away
2469,0,0,8,0,1.3,2,0,0.9,False,5.2,66,0,0,0,0,0,2.0,2,0,266,5,44,13,10,away
2470,1,0,15,0,40.9,3,0,7.4,False,30.6,90,0,0,0,0,0,2.0,5,0,267,5,44,13,10,away
2471,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,268,5,44,13,10,away
2472,0,0,8,0,1.6,3,0,0.8,False,3.4,90,0,0,0,0,0,3.0,2,0,269,5,44,13,10,away
2473,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,270,5,44,13,10,away
2474,0,0,10,0,0.3,3,0,3.0,False,21.2,90,0,0,0,0,0,8.0,2,0,271,5,44,13,10,away
2475,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,282,5,46,14,11,home
2476,2,3,39,0,40.1,1,0,9.8,True,53.0,82,0,0,0,0,0,5.0,11,0,283,5,46,14,11,home
2477,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,284,5,46,14,11,home
2478,0,0,8,0,14.6,2,0,2.8,False,7.6,88,0,0,0,0,0,6.0,2,0,285,5,46,14,11,home
2479,0,0,37,0,1.1,2,1,7.7,False,59.2,90,0,0,0,0,0,17.0,6,1,286,5,46,14,11,home
2480,0,0,24,0,12.8,2,1,9.2,False,46.0,90,0,0,0,0,0,33.0,6,1,287,5,46,14,11,home
2481,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,288,5,46,14,11,home
2482,0,0,10,0,0.0,2,0,1.6,False,15.6,90,0,0,0,0,0,0.0,2,0,289,5,46,14,11,home
2483,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,290,5,46,14,11,home
2484,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,300,5,47,15,16,home
2485,0,0,13,0,39.2,1,0,11.6,False,14.2,90,0,0,0,0,0,63.0,1,1,301,5,47,15,16,home
2486,0,0,23,0,54.8,1,0,8.4,False,29.6,90,0,0,0,0,0,0.0,2,0,302,5,47,15,16,home
2487,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,320,5,47,16,15,away
2488,0,0,16,1,30.5,0,0,4.2,False,11.4,90,0,0,0,0,0,0.0,3,0,321,5,47,16,15,away
2489,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,322,5,47,16,15,away
2490,0,0,2,0,0.3,0,0,0.0,False,0.0,5,0,0,0,0,0,0.0,1,0,323,5,47,16,15,away
2491,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,324,5,47,16,15,away
2492,0,0,14,1,39.3,0,0,6.8,False,26.8,90,0,0,0,0,0,2.0,3,0,325,5,47,16,15,away
2493,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,326,5,47,16,15,away
2494,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,327,5,47,16,15,away
2495,0,0,18,1,2.9,0,0,1.4,False,11.4,90,0,0,0,0,0,0.0,3,0,328,5,47,16,15,away
2496,0,3,48,1,15.4,0,2,15.4,True,74.2,90,0,0,0,0,0,64.0,16,0,342,5,48,17,7,home
2497,0,0,7,1,29.7,0,0,4.6,False,9.2,90,0,0,0,0,0,7.0,2,1,343,5,48,17,7,home
2498,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,344,5,48,17,7,home
2499,0,0,2,0,0.1,0,0,0.0,False,0.0,5,0,0,0,0,0,0.0,1,0,345,5,48,17,7,home
2500,0,0,26,1,19.2,0,1,7.6,False,38.0,90,0,0,0,0,0,19.0,8,0,346,5,48,17,7,home
2501,0,0,10,1,3.6,0,0,2.4,False,4.2,66,0,0,0,0,0,16.0,2,1,347,5,48,17,7,home
2502,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,348,5,48,17,7,home
2503,0,0,9,1,5.9,0,0,0.4,False,0.0,90,0,0,0,0,0,0.0,3,0,349,5,48,17,7,home
2504,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,350,5,48,17,7,home
2505,0,0,0,0,0.0,0,0,0.0,False,0.0,0,0,0,0,0,0,0.0,0,0,351,5,48,17,7,home
