,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam,id,gameweek,fixture
368,71,0,0,0,2,0,0,0,0,0,0,0,9,10.2,2.2,33.0,4.5,2,False,248,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 71}]}]"
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,249,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,250,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
371,67,0,0,0,2,0,0,0,0,0,0,0,6,7.4,11.7,3.0,2.2,2,False,265,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 67}]}]"
372,90,1,0,1,0,0,0,0,1,0,0,3,35,55.0,7.9,36.0,9.9,10,True,266,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'goals_scored', 'points': 5, 'value': 1}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}, {'identifier': 'bonus', 'points': 3, 'value': 3}]}]"
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,267,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,268,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
375,90,0,0,1,0,0,0,0,0,0,0,0,12,7.6,15.7,10.0,3.3,3,False,269,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
376,26,0,0,0,0,0,0,0,0,0,0,0,3,2.0,1.3,0.0,0.3,1,False,270,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 26}]}]"
377,63,0,0,1,0,0,0,0,0,0,0,0,8,4.4,5.7,4.0,1.4,3,False,271,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 63}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
378,4,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.2,0.0,0.1,1,False,282,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 4}]}]"
379,90,0,0,0,2,0,0,0,0,0,0,2,31,29.4,114.1,1.0,14.5,4,False,283,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'bonus', 'points': 2, 'value': 2}]}]"
380,3,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.3,0.0,0.2,1,False,284,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 3}]}]"
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,285,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
382,90,0,0,0,2,0,0,0,0,0,0,0,9,11.6,3.4,33.0,4.8,2,False,286,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
383,86,1,0,0,2,0,0,0,0,0,0,3,33,41.4,4.9,17.0,6.3,10,True,287,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 86}, {'identifier': 'goals_scored', 'points': 5, 'value': 1}, {'identifier': 'bonus', 'points': 3, 'value': 3}]}]"
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,288,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
385,86,0,0,0,2,0,0,0,0,0,0,0,11,12.6,4.6,15.0,3.2,2,False,289,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 86}]}]"
386,85,0,0,0,2,0,0,0,0,0,0,0,16,23.6,1.5,0.0,2.5,2,False,290,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 85}]}]"
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,300,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,301,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
389,81,0,0,1,0,0,0,0,0,0,0,0,13,16.4,15.2,0.0,3.2,3,False,302,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 81}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
390,90,0,0,0,1,0,0,0,0,0,0,0,6,6.6,28.6,10.0,4.5,2,False,320,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
391,90,0,1,0,1,0,0,0,1,0,0,0,21,37.2,15.8,14.0,6.7,4,False,321,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'assists', 'points': 3, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,322,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
393,75,0,0,0,1,0,0,0,0,0,0,0,6,3.2,2.1,6.0,1.1,2,False,323,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 75}]}]"
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,324,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
395,90,0,0,0,1,0,0,0,0,0,0,0,15,23.2,12.1,20.0,5.5,2,False,325,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,326,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,327,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
398,14,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0.1,0.0,0.4,1,False,328,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 14}]}]"
399,61,0,0,0,2,0,0,0,0,1,0,0,-3,0.0,1.3,8.0,0.4,-1,False,342,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 61}, {'identifier': 'red_cards', 'points': -3, 'value': 1}]}]"
400,45,0,0,0,0,0,0,0,0,0,0,0,8,7.6,1.8,18.0,2.7,1,False,343,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45}]}]"
401,90,0,0,0,2,0,0,0,1,0,0,0,8,5.8,3.1,0.0,0.9,1,False,344,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
402,73,0,0,0,2,0,0,0,0,0,0,0,2,6.0,1.1,2.0,0.9,2,False,345,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 73}]}]"
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,346,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,347,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,348,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
406,90,0,0,0,2,0,0,0,1,0,0,0,10,10.6,13.8,2.0,2.6,1,False,349,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
407,45,0,0,0,2,0,0,0,0,0,0,0,2,1.2,1.1,0.0,0.2,1,False,350,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45}]}]"
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,351,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,352,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
410,68,0,0,1,0,0,0,0,1,0,0,0,2,2.2,2.5,8.0,1.3,2,False,368,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 68}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
411,13,0,0,0,0,0,0,0,0,0,0,0,4,4.2,10.8,4.0,1.9,1,False,369,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 13}]}]"
412,90,0,0,1,0,0,0,0,0,0,0,0,7,19.4,17.0,1.0,3.7,3,False,370,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,371,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,372,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
415,76,0,0,1,0,0,0,0,1,0,0,0,5,8.8,1.6,0.0,1.0,2,False,373,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 76}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
416,21,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0.1,2.0,0.5,1,False,374,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 21}]}]"
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,375,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,389,18,[]
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,390,18,[]
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,391,18,[]
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,392,18,[]
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,393,18,[]
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,394,18,[]
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,395,18,[]
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,396,18,[]
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,397,18,[]
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,398,18,[]
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,399,18,[]
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,400,18,[]
430,90,0,0,0,1,0,0,0,0,0,0,0,15,10.2,14.7,1.0,2.6,2,False,414,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
431,90,0,1,0,1,0,0,0,1,0,0,0,22,22.6,30.0,18.0,7.1,4,False,415,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'assists', 'points': 3, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,416,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
433,90,0,0,0,1,0,0,0,0,0,0,0,15,23.2,49.9,46.0,11.9,2,False,417,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,418,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,419,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
436,90,0,0,0,1,0,0,0,0,0,0,0,12,10.8,1.0,0.0,1.2,2,False,420,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
437,45,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.2,0.0,0.1,1,False,421,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45}]}]"
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,422,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
439,25,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.6,0.0,0.1,1,False,430,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 25}]}]"
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,431,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
441,67,0,1,1,0,0,0,0,1,0,0,0,21,27.2,15.3,0.0,4.3,5,False,432,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 67}, {'identifier': 'assists', 'points': 3, 'value': 1}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,435,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,438,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
444,52,0,0,0,0,0,0,0,0,0,0,0,4,2.2,5.9,0.0,0.8,1,False,441,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 52}]}]"
445,16,0,0,0,0,0,0,0,0,0,0,0,5,5.2,11.8,0.0,1.7,1,False,442,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 16}]}]"
446,11,0,0,0,0,0,0,0,0,0,0,0,9,1.8,1.9,0.0,0.4,1,False,443,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 11}]}]"
447,76,0,0,0,3,0,0,0,0,0,0,0,11,4.0,12.3,2.0,1.8,2,False,448,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 76}]}]"
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,453,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,456,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,462,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
451,90,0,0,1,0,0,0,0,0,0,0,0,9,5.6,16.8,20.0,4.2,3,False,463,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
452,22,0,0,0,0,0,0,0,0,0,0,0,4,8.0,18.5,35.0,6.2,1,False,465,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 22}]}]"
453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,469,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
454,90,0,0,0,3,0,0,0,0,0,0,0,11,4.0,21.8,20.0,4.6,2,False,470,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
455,37,0,0,0,0,0,0,0,0,0,0,0,7,4.4,11.9,2.0,1.8,1,False,472,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 37}]}]"
456,85,0,0,1,0,0,0,0,0,0,0,2,23,14.8,5.8,2.0,2.3,5,False,476,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 85}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'bonus', 'points': 2, 'value': 2}]}]"
457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,480,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,482,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,483,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,488,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
461,90,0,0,1,0,0,0,0,0,0,0,0,9,9.8,21.4,4.0,3.5,3,False,489,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
462,24,0,0,0,0,0,0,0,1,0,0,0,1,1.4,10.3,0.0,1.2,0,False,490,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 24}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
463,82,0,0,0,3,0,0,0,0,0,0,0,16,14.6,13.5,0.0,2.8,2,False,491,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 82}]}]"
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,492,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,497,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,499,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,500,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,505,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,507,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
470,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,508,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,510,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
472,90,0,0,0,1,0,0,0,0,0,0,0,12,18.4,32.8,23.0,7.4,2,False,516,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
473,13,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.5,0.0,0.1,1,False,517,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 13}]}]"
474,8,0,0,0,0,0,0,0,0,0,0,0,4,0.4,0.0,0.0,0.0,1,False,522,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 8}]}]"
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,523,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,524,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
477,86,1,1,1,0,0,0,0,0,0,0,2,30,32.4,0.6,41.0,7.4,13,True,525,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 86}, {'identifier': 'goals_scored', 'points': 5, 'value': 1}, {'identifier': 'assists', 'points': 3, 'value': 1}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'bonus', 'points': 2, 'value': 2}]}]"
478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,527,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
479,13,0,0,0,0,0,0,0,0,0,0,0,8,6.2,15.3,18.0,4.0,1,False,528,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 13}]}]"
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,533,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,537,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,539,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,540,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
484,90,0,0,1,0,0,0,0,1,0,0,0,8,16.6,2.0,0.0,1.9,2,False,541,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,550,18,[]
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,557,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,560,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,563,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,564,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,565,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,566,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,567,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,568,18,[]
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,569,18,[]
495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,571,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,574,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
497,65,0,0,1,0,0,0,0,0,0,0,0,8,6.4,4.0,0.0,1.0,3,False,576,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 65}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,580,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
499,77,0,0,1,0,0,0,0,0,0,0,0,1,3.4,3.8,54.0,6.1,2,False,11,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 77}]}]"
500,12,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,0.0,0.2,1,False,12,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 12}]}]"
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,13,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
