,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam,id,gameweek,fixture
235,90,0,0,1,0,0,0,0,0,0,0,0,27,11.8,1.0,2.0,1.5,6,False,478,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1}]}]"
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,481,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,484,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,485,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
239,90,0,0,0,1,0,0,0,0,0,0,0,8,8.6,1.4,8.0,1.8,2,False,486,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
240,90,0,0,0,1,0,0,0,0,0,0,0,11,5.2,6.4,6.0,1.8,2,False,493,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,498,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,503,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
243,10,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.7,18.0,2.0,1,False,506,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 10}]}]"
244,90,0,0,1,0,0,0,0,0,0,0,0,27,22.4,6.3,0.0,2.9,6,False,511,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1}]}]"
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,515,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,518,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,519,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
248,90,0,0,1,0,0,0,0,0,0,0,1,27,23.2,1.5,0.0,2.5,7,False,529,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 4, 'value': 1}, {'identifier': 'bonus', 'points': 1, 'value': 1}]}]"
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,532,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,536,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,542,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,544,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,545,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,546,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,549,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,552,18,"[{'fixture': 177, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,572,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,575,18,[]
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,577,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,578,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,579,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,15,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,16,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
264,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,1,False,17,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 10}]}]"
265,90,0,0,1,0,0,0,0,0,0,0,0,14,9.6,4.3,0.0,1.4,3,False,18,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
266,90,0,0,1,0,0,0,0,0,0,0,0,18,28.6,13.2,0.0,4.2,3,False,19,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,20,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,21,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
269,55,0,0,0,3,0,0,0,0,0,0,0,3,2.4,2.8,5.0,1.0,1,False,28,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 55}]}]"
270,90,1,0,0,3,0,0,0,0,0,0,1,34,59.2,85.3,45.0,19.0,8,False,29,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'goals_scored', 'points': 5, 'value': 1}, {'identifier': 'bonus', 'points': 1, 'value': 1}]}]"
271,67,0,0,0,3,0,0,0,1,0,0,0,1,6.8,28.9,35.0,7.1,1,False,30,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 67}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
272,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.1,0.0,0.0,1,False,31,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 7}]}]"
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,32,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,33,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,34,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,35,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,36,18,"[{'fixture': 171, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
278,45,0,0,0,1,0,0,0,0,0,0,0,2,0.0,5.1,0.0,0.5,1,False,49,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45}]}]"
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,50,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,51,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,52,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
282,34,0,0,0,0,0,0,0,1,0,0,0,1,4.4,6.8,14.0,2.5,0,False,53,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 34}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
283,90,0,0,0,1,0,0,0,0,0,0,0,10,8.2,13.0,22.0,4.3,2,False,54,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,55,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,56,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
286,90,0,0,0,1,0,0,0,0,0,0,0,12,10.8,16.6,0.0,2.7,2,False,57,18,"[{'fixture': 173, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
287,90,0,0,0,1,0,0,0,0,0,0,0,12,9.4,19.0,2.0,3.0,2,False,75,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,76,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,77,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,78,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
291,45,0,0,0,0,0,0,0,0,0,0,0,-1,2.2,1.8,0.0,0.4,1,False,79,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 45}]}]"
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,80,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
293,90,0,0,0,1,0,0,0,0,0,0,0,7,8.8,1.4,4.0,1.4,2,False,81,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
294,90,0,0,0,1,0,0,0,0,0,0,0,6,8.2,2.3,2.0,1.3,2,False,82,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,96,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
296,81,0,0,1,0,0,0,0,1,0,0,0,1,1.0,4.8,0.0,0.6,2,False,97,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 81}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
297,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,1,False,98,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 8}]}]"
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,99,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
299,64,0,0,1,0,0,0,0,1,0,0,0,4,0.0,0.1,2.0,0.2,2,False,100,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 64}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
300,90,0,1,1,0,0,0,0,1,0,0,0,11,20.4,12.8,2.0,3.5,5,False,101,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'assists', 'points': 3, 'value': 1}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
301,90,0,0,1,0,0,0,0,0,0,0,0,6,6.8,1.8,0.0,0.9,3,False,102,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
302,90,2,0,1,0,0,0,0,0,0,0,3,60,87.2,70.3,36.0,19.4,16,True,113,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'goals_scored', 'points': 10, 'value': 2}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'bonus', 'points': 3, 'value': 3}]}]"
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,114,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,115,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,116,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,117,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
307,22,0,0,0,0,0,0,0,0,0,0,0,13,9.4,14.5,0.0,2.4,1,False,118,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 22}]}]"
308,90,0,0,1,0,0,0,0,0,0,0,0,14,10.6,18.1,9.0,3.8,3,False,119,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,120,18,"[{'fixture': 172, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,121,18,"[{'fixture': 178, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
311,90,0,0,0,1,0,0,0,0,0,0,0,1,8.4,7.3,31.0,4.7,2,False,133,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
312,90,0,0,0,1,0,0,0,0,0,0,0,13,21.4,26.7,17.0,6.5,2,False,134,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,135,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
314,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,6.0,0.3,1,False,136,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 4}]}]"
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,137,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
316,85,0,0,0,1,0,0,0,0,0,0,0,13,18.0,14.3,73.0,10.5,2,False,138,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 85}]}]"
317,90,0,0,0,1,0,0,0,0,0,0,0,16,16.8,0.3,4.0,2.1,2,False,139,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,140,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
319,90,0,0,1,0,0,0,0,0,0,0,0,9,7.2,22.3,32.0,6.2,3,False,150,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}]}]"
320,90,0,0,1,0,0,0,0,1,0,0,0,1,1.8,1.7,11.0,1.5,2,False,151,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,152,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,153,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
323,90,0,0,1,0,0,0,0,1,0,0,0,3,5.8,12.3,9.0,2.7,2,False,154,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'clean_sheets', 'points': 1, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,155,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,156,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
326,90,0,0,0,1,0,0,0,0,0,0,0,8,8.0,2.9,3.0,1.4,2,False,157,18,"[{'fixture': 176, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,158,18,"[{'fixture': 174, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
328,90,0,0,0,3,0,0,0,0,0,0,0,9,8.0,12.1,7.0,2.7,2,False,171,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
329,63,0,1,0,2,0,0,0,0,0,0,0,12,15.8,13.2,4.0,3.3,5,False,172,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 63}, {'identifier': 'assists', 'points': 3, 'value': 1}]}]"
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,173,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
331,26,0,0,0,1,0,0,0,0,0,0,0,3,3.4,4.3,0.0,0.8,1,False,174,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 26}]}]"
332,22,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.9,2.0,0.3,1,False,175,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 22}]}]"
333,90,0,0,0,3,0,0,0,1,0,0,0,13,13.8,0.4,0.0,1.4,1,False,176,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,177,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,178,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,179,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,180,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,191,18,[]
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,192,18,[]
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,193,18,[]
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,194,18,[]
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,195,18,[]
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,196,18,[]
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,197,18,[]
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,198,18,[]
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,199,18,[]
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,200,18,[]
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,201,18,[]
349,88,0,1,0,1,0,0,0,0,0,0,0,16,7.4,36.3,69.0,11.3,5,False,214,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 88}, {'identifier': 'assists', 'points': 3, 'value': 1}]}]"
350,90,0,1,0,1,0,0,0,1,0,0,0,28,48.8,86.6,56.0,19.1,4,False,215,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'assists', 'points': 3, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}]}]"
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,216,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
352,90,1,0,0,1,0,0,0,0,0,0,1,30,50.8,50.7,114.0,21.6,8,False,217,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}, {'identifier': 'goals_scored', 'points': 5, 'value': 1}, {'identifier': 'bonus', 'points': 1, 'value': 1}]}]"
353,90,0,0,0,1,0,0,0,0,0,0,0,10,9.0,17.9,6.0,3.3,2,False,218,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,219,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
355,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,1,False,220,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 1}]}]"
356,90,0,0,0,1,0,0,0,0,0,0,0,16,19.2,1.9,0.0,2.1,2,False,221,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
357,78,1,0,0,1,0,0,0,1,0,0,2,32,37.6,14.8,20.0,7.2,8,False,222,18,"[{'fixture': 175, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 78}, {'identifier': 'goals_scored', 'points': 5, 'value': 1}, {'identifier': 'yellow_cards', 'points': -1, 'value': 1}, {'identifier': 'bonus', 'points': 2, 'value': 2}]}]"
358,26,0,0,0,0,0,0,0,0,0,0,0,6,11.2,18.3,24.0,5.4,1,False,238,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 26}]}]"
359,90,0,0,0,2,0,0,0,0,0,0,0,21,17.8,41.1,47.0,10.6,2,False,239,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,240,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
361,63,0,0,0,2,0,0,0,0,0,0,0,3,3.4,4.1,21.0,2.9,2,False,241,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 63}]}]"
362,18,0,0,0,0,0,0,0,0,0,0,0,3,2.0,19.7,1.0,2.3,1,False,242,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 18}]}]"
363,57,0,0,0,2,0,0,0,0,0,0,0,5,4.4,11.3,0.0,1.6,1,False,243,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 1, 'value': 57}]}]"
364,90,0,0,0,2,0,0,0,0,0,0,0,22,28.2,50.3,0.0,7.9,2,False,244,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 2, 'value': 90}]}]"
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,245,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,246,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,False,247,18,"[{'fixture': 179, 'stats': [{'identifier': 'minutes', 'points': 0, 'value': 0}]}]"
